attribute,group_a,group_b,channel,magnitude,regime,n_questions,n_predictions,strict_accuracy,log_odds_slope_per_gap_sd,odds_ratio_per_gap_sd,slope_ci95_low,slope_ci95_high,cluster_robust_p_slope_le_zero
age,30-49,65+,declared,,Declared,482,964,0.4948132780082988,0.016063075026851652,1.0161927797715673,-0.06289846609333874,0.09502461614704205,0.3450493850053551
age,30-49,65+,steered,0.0,Neutral (N=0),482,964,0.5,0.0,1.0,,,
age,30-49,65+,steered,2.0,Steered N=2,482,964,0.4948132780082988,-0.003624764616083482,0.9963817969127842,-0.053973043648284216,0.04672351441611726,0.5561076385934558
age,30-49,65+,steered,4.0,Steered N=4,482,964,0.483402489626556,-0.01358319838298827,0.9865086369799452,-0.10485944554278037,0.07769304877680383,0.6147327280817787
age,30-49,65+,steered,6.0,Steered N=6,482,964,0.470954356846473,-0.04540366424762287,0.9556116577058085,-0.12438198594122066,0.03357465744597491,0.8700822152320098
age,30-49,65+,steered,8.0,Steered N=8,482,964,0.47406639004149376,-0.054445986936668724,0.9470096583690945,-0.1329978767637934,0.02410590289045595,0.9128502683944328
age,30-49,65+,steered,10.0,Steered N=10,482,964,0.4979253112033195,-0.05360895853144034,0.947802664191075,-0.12680218342484234,0.019584266361961665,0.9244367776566271
age,30-49,65+,steered,12.0,Steered N=12,482,964,0.5114107883817427,-0.07143040208918958,0.9310610752456191,-0.1438437101203966,0.0009829059420174424,0.9734062729806281
age,30-49,65+,steered,14.0,Steered N=14,482,964,0.5020746887966805,-0.06575778866341603,0.9363576332613754,-0.13854330391120837,0.007027726584376309,0.9616992176760366
age,30-49,65+,steered,16.0,Steered N=16,482,964,0.508298755186722,-0.07169939984374445,0.9308106555896971,-0.14702211719227815,0.003623317504789253,0.9689594680536657
age,30-49,65+,steered,18.0,Steered N=18,482,964,0.5103734439834025,-0.07249760443655685,0.9300679746944496,-0.14808313555473823,0.0030879266816245254,0.9699410078005105
age,30-49,65+,steered,20.0,Steered N=20,482,964,0.5062240663900415,-0.040306211406311916,0.9604952795068086,-0.1112643129454132,0.03065189013278937,0.8672178201043477
education,Less than high school,High school graduate,declared,,Declared,486,972,0.3323045267489712,0.020721203156120936,1.0209373778375548,-0.10202578180133584,0.1434681881135777,0.370370531600388
education,Less than high school,College graduate/some postgrad,declared,,Declared,486,972,0.36522633744855965,0.21411893767647353,1.238769982455272,0.07849924091393043,0.34973863443901665,0.0009857745063632849
education,Less than high school,High school graduate,steered,0.0,Neutral (N=0),486,972,0.3477366255144033,-0.014895883136612198,0.9852145117079503,-0.11059631830511064,0.08080455203188626,0.6198459646024641
education,Less than high school,College graduate/some postgrad,steered,0.0,Neutral (N=0),486,972,0.3559670781893004,0.1981081255212492,1.2190942018916375,0.12186404579681291,0.2743522052456855,1.764548104806061e-07
education,Less than high school,High school graduate,steered,2.0,Steered N=2,486,972,0.35185185185185186,-0.019662055854518946,0.9805299816885185,-0.1211926480505651,0.08186853634152719,0.6478664496058137
education,Less than high school,College graduate/some postgrad,steered,2.0,Steered N=2,486,972,0.3765432098765432,0.2269163024051269,1.254724846093457,0.14982589954822428,0.3040067052620295,3.9805977611846286e-09
education,Less than high school,High school graduate,steered,4.0,Steered N=4,486,972,0.35390946502057613,-0.02593483193492146,0.9743985872102627,-0.1287224916535233,0.07685282778368038,0.6895364047924993
education,Less than high school,College graduate/some postgrad,steered,4.0,Steered N=4,486,972,0.36934156378600824,0.22928012047798163,1.2576942955976314,0.13142451028684,0.32713573066912327,2.1912167223037513e-06
education,Less than high school,High school graduate,steered,6.0,Steered N=6,486,972,0.3549382716049383,0.008468680386967891,1.0085046411023038,-0.09242150924333106,0.10935887001726685,0.43466027931248213
education,Less than high school,College graduate/some postgrad,steered,6.0,Steered N=6,486,972,0.36213991769547327,0.16172267281972602,1.1755341885296182,0.06174075791294399,0.26170458772650806,0.0007613092123814364
education,Less than high school,High school graduate,steered,8.0,Steered N=8,486,972,0.3497942386831276,0.026503700867611193,1.0268580475203395,-0.0706538549496936,0.123661256684916,0.29643895183192437
education,Less than high school,College graduate/some postgrad,steered,8.0,Steered N=8,486,972,0.36213991769547327,0.10432367765195517,1.1099596659165885,0.004545983283568145,0.2041013720203422,0.020216404554310372
education,Less than high school,High school graduate,steered,10.0,Steered N=10,486,972,0.3559670781893004,-0.006403582360930677,0.9936168768784935,-0.11276938712782855,0.0999622224059672,0.5469656364416225
education,Less than high school,College graduate/some postgrad,steered,10.0,Steered N=10,486,972,0.37448559670781895,0.09135978506840052,1.0956631375896515,-0.012699358610839748,0.19541892874764077,0.04264338303183854
education,Less than high school,High school graduate,steered,12.0,Steered N=12,486,972,0.35905349794238683,-0.007552348291596515,0.9924760990310173,-0.12737542899717935,0.11227073241398632,0.5491591234325509
education,Less than high school,College graduate/some postgrad,steered,12.0,Steered N=12,486,972,0.3734567901234568,0.05709515294132028,1.0587565494024354,-0.0548597936273095,0.16905009950995006,0.15875998574500522
education,Less than high school,High school graduate,steered,14.0,Steered N=14,486,972,0.360082304526749,-0.02426514972768542,0.9760268821833706,-0.14388623969154574,0.09535594023617491,0.6545323792419009
education,Less than high school,College graduate/some postgrad,steered,14.0,Steered N=14,486,972,0.3786008230452675,0.05398839788075964,1.055472356367908,-0.05871362375074933,0.1666904195122686,0.17388801091730965
education,Less than high school,High school graduate,steered,16.0,Steered N=16,486,972,0.35905349794238683,-0.0467222623635258,0.9543524203708644,-0.16892241305386693,0.07547788832681535,0.7731890678523046
education,Less than high school,College graduate/some postgrad,steered,16.0,Steered N=16,486,972,0.3868312757201646,0.004634422189084572,1.004645177732422,-0.10638685937915464,0.11565570375732377,0.46739597794014337
education,Less than high school,High school graduate,steered,18.0,Steered N=18,486,972,0.35288065843621397,-0.05129620704945144,0.9499972329752239,-0.17861795073088182,0.07602553663197893,0.7851360818494394
education,Less than high school,College graduate/some postgrad,steered,18.0,Steered N=18,486,972,0.3837448559670782,0.03193009151696609,1.0324453260956155,-0.08010948299700943,0.1439696660309416,0.2882244587824504
education,Less than high school,High school graduate,steered,20.0,Steered N=20,486,972,0.35185185185185186,-0.07049490793291464,0.9319324849764508,-0.19593900603490277,0.0549491901690735,0.8646489099419202
education,Less than high school,College graduate/some postgrad,steered,20.0,Steered N=20,486,972,0.38580246913580246,0.030139063107513752,1.0305978421273692,-0.07464969793598528,0.1349278241510128,0.2864689635100295
education,High school graduate,College graduate/some postgrad,declared,,Declared,486,972,0.32510288065843623,0.14368669137574647,1.154522330050817,0.03675682058299484,0.2506165621684981,0.004222455575418464
education,High school graduate,College graduate/some postgrad,steered,0.0,Neutral (N=0),486,972,0.2962962962962963,0.10859106309339026,1.1147064125307844,0.0029343646283039454,0.21424776155847658,0.02198197501357447
education,High school graduate,College graduate/some postgrad,steered,2.0,Steered N=2,486,972,0.2962962962962963,0.13108405158713152,1.1400636014401488,0.00984008772388334,0.2523280154503797,0.017042173144438042
education,High school graduate,College graduate/some postgrad,steered,4.0,Steered N=4,486,972,0.29732510288065844,0.093157900638363,1.0976350388586735,-0.0328778514283838,0.21919365270510982,0.07370903742540476
education,High school graduate,College graduate/some postgrad,steered,6.0,Steered N=6,486,972,0.2808641975308642,0.13869222740802545,1.148770485520061,0.006119286024927728,0.27126516879112317,0.020159321189232585
education,High school graduate,College graduate/some postgrad,steered,8.0,Steered N=8,486,972,0.2736625514403292,0.05593289330862644,1.057526714236542,-0.0808019372249685,0.1926677238422214,0.2113459995895604
education,High school graduate,College graduate/some postgrad,steered,10.0,Steered N=10,486,972,0.2654320987654321,0.07601042473453694,1.0789738221143232,-0.06327708372162737,0.21529793319070123,0.14240210062032338
education,High school graduate,College graduate/some postgrad,steered,12.0,Steered N=12,486,972,0.25102880658436216,0.08294120617783897,1.0864779284802708,-0.06113956628680779,0.22702197864248574,0.1295989240826148
education,High school graduate,College graduate/some postgrad,steered,14.0,Steered N=14,486,972,0.2448559670781893,0.0523676050731681,1.053763039962157,-0.09457217192932457,0.19930738207566076,0.2424257446088373
education,High school graduate,College graduate/some postgrad,steered,16.0,Steered N=16,486,972,0.24382716049382716,0.039972081189932764,1.040781716399699,-0.10371631617176305,0.18366047855162856,0.2927927547593885
education,High school graduate,College graduate/some postgrad,steered,18.0,Steered N=18,486,972,0.24279835390946503,0.07038320931473951,1.0729192551380475,-0.0727229674332088,0.21348938606268783,0.16752868074446203
education,High school graduate,College graduate/some postgrad,steered,20.0,Steered N=20,486,972,0.2417695473251029,0.05536191123247126,1.056923057792563,-0.0886296901186803,0.1993535125836228,0.22555040525181874
socioeco,"Less than $30,000","$100,000 or more",declared,,Declared,486,972,0.5030864197530864,0.1038888898054709,1.1094771738422062,0.030339886236175923,0.17743789337476587,0.0028155369161458853
socioeco,"Less than $30,000","$100,000 or more",steered,0.0,Neutral (N=0),486,972,0.49897119341563784,0.0027385189276373178,1.0027422720958545,-0.0028935256712427503,0.008370563526517386,0.17028790166905072
socioeco,"Less than $30,000","$100,000 or more",steered,2.0,Steered N=2,486,972,0.5051440329218106,0.06712818755670844,1.0694325573350805,-0.012109583345764327,0.1463659584591812,0.048410849208689925
socioeco,"Less than $30,000","$100,000 or more",steered,4.0,Steered N=4,486,972,0.5113168724279835,0.0833370707439771,1.0869081117355834,0.0027192689328719155,0.1639548725550823,0.021376677846179897
socioeco,"Less than $30,000","$100,000 or more",steered,6.0,Steered N=6,486,972,0.5133744855967078,0.09092564877834083,1.0951875736971846,-0.024122603594609493,0.20597390115129116,0.06068612890526816
socioeco,"Less than $30,000","$100,000 or more",steered,8.0,Steered N=8,486,972,0.5082304526748971,0.07312098560897641,1.0758606927021364,-0.04709703208944749,0.1933390033074003,0.11660248588091299
socioeco,"Less than $30,000","$100,000 or more",steered,10.0,Steered N=10,486,972,0.5,0.0888724188204931,1.0929412087025352,-0.03985525193351441,0.2176000895745006,0.08800126062184022
socioeco,"Less than $30,000","$100,000 or more",steered,12.0,Steered N=12,486,972,0.48148148148148145,0.08306051784312878,1.0866075657046812,-0.04881826397643187,0.21493929966268943,0.10851642957499935
socioeco,"Less than $30,000","$100,000 or more",steered,14.0,Steered N=14,486,972,0.4835390946502058,0.10054091931458849,1.1057688880833394,-0.03189900519794574,0.2329808438271227,0.06838580771648764
socioeco,"Less than $30,000","$100,000 or more",steered,16.0,Steered N=16,486,972,0.4732510288065844,0.07002860001842634,1.072538855446602,-0.061951784520300035,0.20200898455715272,0.1491761879637405
socioeco,"Less than $30,000","$100,000 or more",steered,18.0,Steered N=18,486,972,0.47016460905349794,0.050737215975492085,1.0520463959693547,-0.08210968131103957,0.18358411326202373,0.22705879656441125
socioeco,"Less than $30,000","$100,000 or more",steered,20.0,Steered N=20,486,972,0.45987654320987653,0.08590580905884984,1.089703683255587,-0.04769044824985755,0.21950206636755723,0.10377515106305507
