qkey,attribute,channel,class_label,magnitude,n_occupations,response_distribution
GUNRESPNOKIDSD_W26,socioeco,inferred,high,,5,"[0.98397091, 0.01602864, 2.4e-07, 1.9e-07]"
GUNRESPNOKIDSE_W26,socioeco,inferred,low,,5,"[0.99977784, 0.00022203, 7e-08, 8e-08]"
GUNRESPNOKIDSE_W26,socioeco,inferred,high,,5,"[0.99994109, 5.873e-05, 7e-08, 8e-08]"
GUNRESPNOKIDSF_W26,socioeco,inferred,low,,5,"[0.92916046, 0.07083925, 1.6e-07, 1.5e-07]"
GUNRESPNOKIDSF_W26,socioeco,inferred,high,,5,"[0.99793377, 0.00206602, 8e-08, 1e-07]"
GUNSAFETYKIDS_W26,socioeco,inferred,low,,5,"[0.08853146, 0.01865413, 0.8928144]"
GUNSAFETYKIDS_W26,socioeco,inferred,high,,5,"[0.03517981, 0.0078017, 0.9570185]"
GUNSAFE_W26,socioeco,inferred,low,,5,"[0.29012488, 0.05415852, 0.65571661]"
GUNSAFE_W26,socioeco,inferred,high,,5,"[0.79732233, 0.00018784, 0.2024898]"
GUNTYPEOWNC_W26,socioeco,inferred,low,,5,"[3.914e-05, 4.5e-06, 0.99995634]"
GUNTYPEOWNC_W26,socioeco,inferred,high,,5,"[3.761e-05, 4.28e-06, 0.99995811]"
IMPREASONGUN_W26,socioeco,inferred,low,,5,"[0.99360254, 1.6e-07, 1.6e-07, 2.9e-07, 0.00639686]"
IMPREASONGUN_W26,socioeco,inferred,high,,5,"[0.60914832, 1.4e-07, 1.6e-07, 3.2e-07, 0.39085101]"
NOCARRYGUN_W26,socioeco,inferred,low,,5,"[0.21391334, 0.78608667]"
NOCARRYGUN_W26,socioeco,inferred,high,,5,"[0.07616588, 0.92383412]"
REASONGUNA_W26,socioeco,inferred,low,,5,"[0.79262445, 0.00971849, 0.19765706]"
REASONGUNA_W26,socioeco,inferred,high,,5,"[0.98473144, 0.00645842, 0.00881018]"
REASONGUNB_W26,socioeco,inferred,low,,5,"[0.00035257, 9.166e-05, 0.99955573]"
REASONGUNB_W26,socioeco,inferred,high,,5,"[3.808e-05, 9.56e-06, 0.99995236]"
REASONGUNC_W26,socioeco,inferred,low,,5,"[0.07275061, 0.52317523, 0.40407415]"
REASONGUNC_W26,socioeco,inferred,high,,5,"[0.00591547, 0.64045206, 0.35363246]"
REASONGUND_W26,socioeco,inferred,low,,5,"[8.33e-06, 2.63e-06, 0.99998901]"
REASONGUND_W26,socioeco,inferred,high,,5,"[5.93e-06, 1.45e-06, 0.99999261]"
REASONGUNE_W26,socioeco,inferred,low,,5,"[2.26e-06, 8.1e-07, 0.9999969]"
REASONGUNE_W26,socioeco,inferred,high,,5,"[0.00020831, 0.00018861, 0.99960307]"
SHOOTFREQ_W26,socioeco,inferred,low,,5,"[1.68e-05, 6.3e-07, 4.94e-06, 0.99997761]"
SHOOTFREQ_W26,socioeco,inferred,high,,5,"[1.39e-05, 6.5e-07, 1.93e-05, 0.99996614]"
WORRYB_W26,socioeco,inferred,low,,5,"[2.64e-06, 0.20499978, 0.7949976]"
WORRYB_W26,socioeco,inferred,high,,5,"[3.73e-06, 0.3855471, 0.61444914]"
WORRYD_W26,socioeco,inferred,low,,5,"[0.41849294, 0.58150604, 1.03e-06]"
WORRYD_W26,socioeco,inferred,high,,5,"[0.82434589, 0.17565292, 1.17e-06]"
WORRYE_W26,socioeco,inferred,low,,5,"[0.00134494, 0.98788224, 0.01077279]"
WORRYE_W26,socioeco,inferred,high,,5,"[1.902e-05, 0.99976444, 0.00021654]"
WORRYF_W26,socioeco,inferred,low,,5,"[0.00588003, 0.99308505, 0.0010349]"
WORRYF_W26,socioeco,inferred,high,,5,"[0.05871562, 0.94116254, 0.00012184]"
BOYSF1B_W29,socioeco,inferred,low,,5,"[2.92e-06, 0.08280399, 0.9171931]"
BOYSF1B_W29,socioeco,inferred,high,,5,"[2.78e-06, 0.05509459, 0.94490262]"
FAVORS_CPS_W29,socioeco,inferred,low,,5,"[0.00014112, 0.00164352, 0.26512539, 0.00225145, 0.72914448, 0.00169404]"
FAVORS_CPS_W29,socioeco,inferred,high,,5,"[0.0001634, 7.689e-05, 0.55183989, 0.00821214, 0.43600835, 0.00369934]"
FEM2_W29,socioeco,inferred,low,,5,"[4.961e-05, 0.91106002, 0.08882896, 6.144e-05]"
FEM2_W29,socioeco,inferred,high,,5,"[6.42e-05, 0.99034511, 0.00957213, 1.858e-05]"
GIRLSF2C_W29,socioeco,inferred,low,,5,"[4.99e-06, 0.00179092, 0.99820409]"
GIRLSF2C_W29,socioeco,inferred,high,,5,"[4.74e-06, 0.0025588, 0.99743645]"
GIRLSF2D_W29,socioeco,inferred,low,,5,"[1.103e-05, 3.628e-05, 0.99995267]"
GIRLSF2D_W29,socioeco,inferred,high,,5,"[9.72e-06, 3.348e-05, 0.9999568]"
GOPDIRCT_W29,socioeco,inferred,low,,5,"[0.00068112, 0.25848606, 0.73897365, 0.00185921]"
GOPDIRCT_W29,socioeco,inferred,high,,5,"[0.00040818, 0.42494373, 0.57026028, 0.00438781]"
HOOD_NHISB_W29,socioeco,inferred,low,,5,"[0.016486, 0.98349309, 1.902e-05, 1.86e-06]"
HOOD_NHISB_W29,socioeco,inferred,high,,5,"[0.02787779, 0.97211807, 2.03e-06, 2.1e-06]"
LOCALELECT_W29,socioeco,inferred,low,,5,"[0.00345834, 0.99633117, 0.0001951, 1.543e-05]"
LOCALELECT_W29,socioeco,inferred,high,,5,"[0.01001562, 0.98981838, 0.00014596, 2.002e-05]"
MAN1A_W29,socioeco,inferred,low,,5,"[0.00010358, 0.96873338, 0.03116246, 5.8e-07]"
MAN1A_W29,socioeco,inferred,high,,5,"[4.521e-05, 0.65503298, 0.34492093, 8.7e-07]"
MAN1B_W29,socioeco,inferred,low,,5,"[0.00014448, 0.80469862, 0.19515109, 5.77e-06]"
MAN1B_W29,socioeco,inferred,high,,5,"[3.112e-05, 0.50440188, 0.49556376, 3.26e-06]"
MAN1C_W29,socioeco,inferred,low,,5,"[0.03919065, 0.96080701, 2.14e-06, 2e-07]"
MAN1C_W29,socioeco,inferred,high,,5,"[0.02920197, 0.9707943, 3.56e-06, 1.8e-07]"
MAN1D_W29,socioeco,inferred,low,,5,"[4.26e-06, 0.00124929, 0.99873883, 7.66e-06]"
MAN1D_W29,socioeco,inferred,high,,5,"[7.8e-07, 5.72e-06, 0.99998793, 5.57e-06]"
MAN1E_W29,socioeco,inferred,low,,5,"[0.23302753, 0.76697022, 1.93e-06, 2.9e-07]"
MAN1E_W29,socioeco,inferred,high,,5,"[0.38823419, 0.61176086, 4.67e-06, 3.2e-07]"
MASC2_W29,socioeco,inferred,low,,5,"[1.717e-05, 0.48225781, 0.5177027, 2.234e-05]"
MASC2_W29,socioeco,inferred,high,,5,"[7.115e-05, 0.74415716, 0.25574071, 3.095e-05]"
S12_W29,socioeco,inferred,low,,5,"[0.71329948, 0.2866743, 1.125e-05, 8.3e-06, 5.55e-06, 1.14e-06]"
S12_W29,socioeco,inferred,high,,5,"[0.6664044, 0.33355563, 1.786e-05, 1.515e-05, 5.38e-06, 1.6e-06]"
S13_W29,socioeco,inferred,low,,5,"[0.00261455, 0.53607082, 0.06282689, 0.09836026, 0.29990112, 0.00022631]"
S13_W29,socioeco,inferred,high,,5,"[0.00569616, 0.87144867, 0.02699516, 0.07182892, 0.02399831, 3.278e-05]"
SEENFEM_W29,socioeco,inferred,low,,5,"[1.729e-05, 0.00064536, 0.99910277, 0.00023458]"
SEENFEM_W29,socioeco,inferred,high,,5,"[8.81e-06, 0.00010378, 0.99984177, 4.565e-05]"
SEENMASC_W29,socioeco,inferred,low,,5,"[7.33e-06, 5.67e-06, 0.99961536, 0.00037157]"
SEENMASC_W29,socioeco,inferred,high,,5,"[4.57e-06, 3.47e-06, 0.99984542, 0.00014654]"
TALK_CPS_W29,socioeco,inferred,low,,5,"[0.00114543, 0.33957789, 0.07956827, 0.00409778, 0.56779331, 0.0078173]"
TALK_CPS_W29,socioeco,inferred,high,,5,"[0.00373191, 0.5157245, 0.13501302, 0.01279044, 0.27617799, 0.05656217]"
WORRYBILL_W29,socioeco,inferred,low,,5,"[0.02613582, 0.96598685, 0.00783557, 4.178e-05]"
WORRYBILL_W29,socioeco,inferred,high,,5,"[0.00063939, 0.98302903, 0.01626582, 6.576e-05]"
CLASS_W32,socioeco,inferred,low,,5,"[1.078e-05, 5.36e-06, 0.99997268, 1.013e-05, 1.08e-06]"
CLASS_W32,socioeco,inferred,high,,5,"[1.037e-05, 0.01296649, 0.9870165, 5.89e-06, 7.5e-07]"
COMMIMPA_W32,socioeco,inferred,low,,5,"[0.45673954, 0.54325976, 2.9e-07, 3.9e-07]"
COMMIMPA_W32,socioeco,inferred,high,,5,"[0.95360411, 0.04639518, 2e-07, 4.7e-07]"
COMMIMPB_W32,socioeco,inferred,low,,5,"[0.99987402, 0.00012578, 6e-08, 1.1e-07]"
COMMIMPB_W32,socioeco,inferred,high,,5,"[0.99997535, 2.441e-05, 6e-08, 1.6e-07]"
COMMIMPC_W32,socioeco,inferred,low,,5,"[0.6494559, 0.3505433, 3.7e-07, 4.2e-07]"
COMMIMPC_W32,socioeco,inferred,high,,5,"[0.91972246, 0.08027691, 2.3e-07, 3.8e-07]"
COMMIMPF_W32,socioeco,inferred,low,,5,"[0.98876053, 0.01123855, 2e-07, 6.8e-07]"
COMMIMPF_W32,socioeco,inferred,high,,5,"[0.99937776, 0.00062144, 1.3e-07, 6.7e-07]"
COMMIMPG_W32,socioeco,inferred,low,,5,"[0.98919255, 0.01080722, 8e-08, 1.7e-07]"
COMMIMPG_W32,socioeco,inferred,high,,5,"[0.99900212, 0.00099769, 6e-08, 1.7e-07]"
COMMIMPH_W32,socioeco,inferred,low,,5,"[8.54e-06, 0.00016113, 0.9998076, 2.27e-05]"
COMMIMPH_W32,socioeco,inferred,high,,5,"[8.85e-06, 4.733e-05, 0.9999284, 1.543e-05]"
COMMYRS_W32,socioeco,inferred,low,,5,"[0.36381717, 0.16041034, 0.16119836, 0.24631116, 0.06826296]"
COMMYRS_W32,socioeco,inferred,high,,5,"[0.35733888, 0.13847441, 0.2064877, 0.26777857, 0.02992045]"
ETHNCMAJ_W32,socioeco,inferred,low,,5,"[6.2e-06, 1.19e-06, 0.99999256]"
ETHNCMAJ_W32,socioeco,inferred,high,,5,"[6.97e-06, 1.22e-06, 0.99999185]"
GAYMARR2_W32,socioeco,inferred,low,,5,"[0.73906403, 0.26093465, 1.05e-06, 3e-07]"
GAYMARR2_W32,socioeco,inferred,high,,5,"[0.84203996, 0.15795897, 8.3e-07, 2.4e-07]"
HARASS2F1_W32,socioeco,inferred,low,,5,"[0.99999683, 1.4e-07, 3.03e-06]"
HARASS2F1_W32,socioeco,inferred,high,,5,"[0.99999886, 1.1e-07, 1.03e-06]"
IMMIMPACT_W32,socioeco,inferred,low,,5,"[0.41091073, 1.06e-06, 0.58908825]"
IMMIMPACT_W32,socioeco,inferred,high,,5,"[0.92577144, 1.13e-06, 0.07422741]"
MOVERURAL_W32,socioeco,inferred,low,,5,"[0.00156339, 0.23942567, 0.75901096]"
MOVERURAL_W32,socioeco,inferred,high,,5,"[0.00028676, 0.37556154, 0.62415172]"
MOVESUBURB_W32,socioeco,inferred,low,,5,"[0.26869118, 0.48868884, 0.24261998]"
MOVESUBURB_W32,socioeco,inferred,high,,5,"[0.08354574, 0.88734065, 0.02911363]"
MOVEURBAN_W32,socioeco,inferred,low,,5,"[0.02272157, 0.91061786, 0.06666057]"
MOVEURBAN_W32,socioeco,inferred,high,,5,"[0.08167031, 0.88840488, 0.02992479]"
NEIGHINTERA_W32,socioeco,inferred,low,,5,"[4.963e-05, 1.087e-05, 0.00066635, 0.0808502, 0.91273347, 0.00568946]"
NEIGHINTERA_W32,socioeco,inferred,high,,5,"[1.522e-05, 5.48e-06, 0.0035739, 0.29027321, 0.50612472, 0.20000746]"
NEIGHINTERB_W32,socioeco,inferred,low,,5,"[7.02e-06, 1.76e-06, 0.00012401, 0.0493336, 0.72929319, 0.2212404]"
NEIGHINTERB_W32,socioeco,inferred,high,,5,"[5.58e-06, 8.19e-06, 0.00782946, 0.29528226, 0.3933186, 0.30355589]"
NEIGHKIDS_W32,socioeco,inferred,low,,5,"[0.08672619, 0.00254792, 0.9107259]"
NEIGHKIDS_W32,socioeco,inferred,high,,5,"[0.02124963, 0.00134606, 0.97740436]"
NEIGHSAMEA_W32,socioeco,inferred,low,,5,"[0.00018555, 2.581e-05, 0.00035252, 0.7933651, 0.20607102]"
NEIGHSAMEA_W32,socioeco,inferred,high,,5,"[0.00051927, 5.314e-05, 0.00067746, 0.85139171, 0.14735837]"
SATLIFED_W32,socioeco,inferred,low,,5,"[0.12882383, 0.86731198, 0.00386326, 9.6e-07]"
SATLIFED_W32,socioeco,inferred,high,,5,"[0.01608292, 0.98390964, 7.25e-06, 1.8e-07]"
SOCTRUST2_W32,socioeco,inferred,low,,5,"[0.99998691, 1.31e-05]"
SOCTRUST2_W32,socioeco,inferred,high,,5,"[0.99929257, 0.00070742]"
VALUERURAL_W32,socioeco,inferred,low,,5,"[5.71e-06, 0.41526403, 0.58468498, 4.527e-05]"
VALUERURAL_W32,socioeco,inferred,high,,5,"[3.8e-06, 0.0807743, 0.91917762, 4.427e-05]"
WHADVANT_W32,socioeco,inferred,low,,5,"[0.02989069, 0.52710343, 0.44299072, 1.515e-05]"
WHADVANT_W32,socioeco,inferred,high,,5,"[0.03046711, 0.27220967, 0.69729218, 3.103e-05]"
WILLMOVE_W32,socioeco,inferred,low,,5,"[0.0005981, 0.68954707, 0.30835767, 0.00149715]"
WILLMOVE_W32,socioeco,inferred,high,,5,"[0.03133371, 0.90806894, 0.05398095, 0.00661642]"
EAT1_W34,socioeco,inferred,low,,5,"[0.0025191, 0.30782164, 0.68906565, 0.00058864, 4.96e-06]"
EAT1_W34,socioeco,inferred,high,,5,"[0.00566123, 0.38881228, 0.60316806, 0.00235137, 7.06e-06]"
EAT2_W34,socioeco,inferred,low,,5,"[0.00082307, 0.0712855, 0.88922186, 0.0357262, 0.0029434]"
EAT2_W34,socioeco,inferred,high,,5,"[0.00095217, 0.0375646, 0.91657101, 0.04325204, 0.00166017]"
EAT5B_W34,socioeco,inferred,low,,5,"[4.8e-07, 0.9999913, 8.1e-06, 1.1e-07]"
EAT5B_W34,socioeco,inferred,high,,5,"[4.7e-07, 0.99998946, 9.97e-06, 1.2e-07]"
EAT5C_W34,socioeco,inferred,low,,5,"[5.9e-07, 0.99168075, 0.00831823, 3.9e-07]"
EAT5C_W34,socioeco,inferred,high,,5,"[4.7e-07, 0.99432229, 0.00567694, 3.2e-07]"
EAT5D_W34,socioeco,inferred,low,,5,"[4.3e-07, 0.99712221, 0.00287709, 2.5e-07]"
EAT5D_W34,socioeco,inferred,high,,5,"[3.9e-07, 0.99661782, 0.00338157, 2.4e-07]"
EVOBIOA_W34,socioeco,inferred,low,,5,"[0.99999902, 8.6e-07, 1.1e-07]"
EVOBIOA_W34,socioeco,inferred,high,,5,"[0.99999923, 6.5e-07, 9e-08]"
EVOBIOB_W34,socioeco,inferred,low,,5,"[0.99999907, 9.3e-07]"
EVOBIOB_W34,socioeco,inferred,high,,5,"[0.99999919, 8.1e-07]"
EVOPERS3_W34,socioeco,inferred,low,,5,"[0.99999578, 4.04e-06, 1.4e-07]"
EVOPERS3_W34,socioeco,inferred,high,,5,"[0.99999671, 3.14e-06, 1.6e-07]"
EVOTHREE_W34,socioeco,inferred,low,,5,"[0.99989647, 0.00010351]"
EVOTHREE_W34,socioeco,inferred,high,,5,"[0.99962615, 0.00037384]"
FUD22_W34,socioeco,inferred,low,,5,"[4.13e-06, 0.99960976, 0.00038365, 2.45e-06]"
FUD22_W34,socioeco,inferred,high,,5,"[5.02e-06, 0.99901406, 0.00097824, 2.68e-06]"
FUD24_W34,socioeco,inferred,low,,5,"[0.99978614, 3e-07, 0.00021355]"
FUD24_W34,socioeco,inferred,high,,5,"[0.96143432, 4.9e-07, 0.03856517]"
FUD33B_W34,socioeco,inferred,low,,5,"[4.48e-06, 1.28e-06, 0.99999425]"
FUD33B_W34,socioeco,inferred,high,,5,"[5.16e-06, 1.2e-06, 0.99999364]"
FUD35_W34,socioeco,inferred,low,,5,"[4.897e-05, 0.46700438, 0.53290306, 4.356e-05]"
FUD35_W34,socioeco,inferred,high,,5,"[0.00010671, 0.30852881, 0.6912982, 6.627e-05]"
FUD37A_W34,socioeco,inferred,low,,5,"[1.94e-06, 0.86640728, 0.13358829, 2.48e-06]"
FUD37A_W34,socioeco,inferred,high,,5,"[2.17e-06, 0.72479347, 0.27520166, 2.69e-06]"
FUD37B_W34,socioeco,inferred,low,,5,"[3.93e-06, 0.00443239, 0.9955408, 2.288e-05]"
FUD37B_W34,socioeco,inferred,high,,5,"[9.39e-06, 0.01947585, 0.98047943, 3.53e-05]"
FUD37C_W34,socioeco,inferred,low,,5,"[0.00289727, 0.99710185, 7.3e-07, 1.5e-07]"
FUD37C_W34,socioeco,inferred,high,,5,"[0.00486099, 0.99513836, 5.1e-07, 1.5e-07]"
BETTERBIZ1F2D_W36,socioeco,inferred,low,,5,"[9.7e-07, 4e-07, 0.99999859]"
BETTERBIZ1F2D_W36,socioeco,inferred,high,,5,"[1.02e-06, 3.3e-07, 0.99999867]"
BETTERBIZ1F2E_W36,socioeco,inferred,low,,5,"[1.91e-06, 7.8e-07, 0.9999973]"
BETTERBIZ1F2E_W36,socioeco,inferred,high,,5,"[2.08e-06, 5.7e-07, 0.99999738]"
BETTERBIZ1F2H_W36,socioeco,inferred,low,,5,"[1.01e-06, 4.8e-07, 0.99999852]"
BETTERBIZ1F2H_W36,socioeco,inferred,high,,5,"[1.14e-06, 3.9e-07, 0.99999845]"
BETTERBIZ2F2C_W36,socioeco,inferred,low,,5,"[9.5e-07, 4.2e-07, 0.99999859]"
BETTERBIZ2F2C_W36,socioeco,inferred,high,,5,"[8.6e-07, 3.8e-07, 0.99999876]"
BETTERBIZ2F2E_W36,socioeco,inferred,low,,5,"[1.1e-06, 6.5e-07, 0.99999826]"
BETTERBIZ2F2E_W36,socioeco,inferred,high,,5,"[1.1e-06, 4.7e-07, 0.99999845]"
BETTERBIZ2F2F_W36,socioeco,inferred,low,,5,"[8.7e-07, 5.3e-07, 0.99999862]"
BETTERBIZ2F2F_W36,socioeco,inferred,high,,5,"[9.2e-07, 4.6e-07, 0.99999864]"
BETTERPOL1F1B_W36,socioeco,inferred,low,,5,"[7e-07, 3.9e-07, 0.99999895]"
BETTERPOL1F1B_W36,socioeco,inferred,high,,5,"[6.6e-07, 2.9e-07, 0.99999907]"
BETTERPOL1F1E_W36,socioeco,inferred,low,,5,"[2.27e-06, 8.8e-07, 0.99999688]"
BETTERPOL1F1E_W36,socioeco,inferred,high,,5,"[2.5e-06, 6.4e-07, 0.99999683]"
BETTERPOL1F1I_W36,socioeco,inferred,low,,5,"[4.42e-06, 6.56e-06, 0.99998898]"
BETTERPOL1F1I_W36,socioeco,inferred,high,,5,"[3.96e-06, 2.93e-06, 0.99999313]"
BETTERPOL2F1A_W36,socioeco,inferred,low,,5,"[1.61e-06, 5.8e-07, 0.99999781]"
BETTERPOL2F1A_W36,socioeco,inferred,high,,5,"[1.43e-06, 4.9e-07, 0.99999804]"
BETTERPOL2F1C_W36,socioeco,inferred,low,,5,"[2.05e-06, 9.9e-07, 0.99999695]"
BETTERPOL2F1C_W36,socioeco,inferred,high,,5,"[1.95e-06, 8.8e-07, 0.99999714]"
BETTERPOL2F1D_W36,socioeco,inferred,low,,5,"[1.13e-06, 4.7e-07, 0.99999838]"
BETTERPOL2F1D_W36,socioeco,inferred,high,,5,"[1.11e-06, 4.2e-07, 0.9999985]"
BETTERPOL2F1F_W36,socioeco,inferred,low,,5,"[1.82e-06, 8.7e-07, 0.99999728]"
BETTERPOL2F1F_W36,socioeco,inferred,high,,5,"[1.58e-06, 7.4e-07, 0.99999764]"
E5_W36,socioeco,inferred,low,,5,"[0.37433313, 0.04745968, 0.57820719]"
E5_W36,socioeco,inferred,high,,5,"[0.66693289, 0.05412243, 0.27894468]"
ESSENBIZF2E_W36,socioeco,inferred,low,,5,"[0.6074352, 0.39256479, 5e-08]"
ESSENBIZF2E_W36,socioeco,inferred,high,,5,"[0.99704095, 0.00295902, 5e-08]"
ESSENBIZF2J_W36,socioeco,inferred,low,,5,"[0.63559592, 0.36440398, 1.3e-07]"
ESSENBIZF2J_W36,socioeco,inferred,high,,5,"[0.97779401, 0.02220589, 1.2e-07]"
ESSENPOLF1A_W36,socioeco,inferred,low,,5,"[0.9999924, 7.48e-06, 7e-08]"
ESSENPOLF1A_W36,socioeco,inferred,high,,5,"[0.99999416, 5.72e-06, 7e-08]"
ESSENPOLF1B_W36,socioeco,inferred,low,,5,"[0.84763308, 0.15236678, 1.6e-07]"
ESSENPOLF1B_W36,socioeco,inferred,high,,5,"[0.86301847, 0.13698138, 1.4e-07]"
ESSENPOLF1D_W36,socioeco,inferred,low,,5,"[0.99453441, 0.00546561, 6e-08]"
ESSENPOLF1D_W36,socioeco,inferred,high,,5,"[0.99993112, 6.888e-05, 5e-08]"
ESSENPOLF1G_W36,socioeco,inferred,low,,5,"[0.02663512, 0.97336478, 8e-08]"
ESSENPOLF1G_W36,socioeco,inferred,high,,5,"[0.01447585, 0.98552409, 6e-08]"
ESSENPOLF1H_W36,socioeco,inferred,low,,5,"[0.97584997, 0.02414987, 1.1e-07]"
ESSENPOLF1H_W36,socioeco,inferred,high,,5,"[0.9990355, 0.00096436, 8e-08]"
HIGHEDWRNGB_W36,socioeco,inferred,low,,5,"[0.00578481, 0.80785356, 0.18636159]"
