qkey,occupation_cue,income_group,position,socioeco_layer_accuracy,socioeco_majority_prediction,socioeco_majority_correct,socioeco_mean_strength,socioeco_mean_confidence,education_mean_strength,education_mean_confidence,gender_mean_strength,gender_mean_confidence,age_mean_strength,age_mean_confidence
GROWUPGUN2B_W26,advertising sales agent,high,final_prompt,0.42424242424242425,middle,False,0.23592400696969698,0.49061600484848483,0.1874900215151515,0.45832668090909096,0.28067223545454545,0.6403361181818181,0.1986049103030303,0.39895368363636363
GROWUPGUN2B_W26,lodging manager,high,final_prompt,0.36363636363636365,middle,False,0.22106746181818182,0.4807116421212121,0.1932111903030303,0.4621407930303031,0.2956598851515152,0.647829942121212,0.19171667424242425,0.3937875057575757
GROWUPGUN2B_W26,food service manager,high,final_prompt,0.3939393939393939,middle,False,0.2183722787878788,0.47891485212121215,0.19303900424242426,0.46202600272727273,0.3173715021212122,0.6586857509090911,0.1944454078787879,0.39583405757575757
GROWUPGUN2B_W26,personal service manager,high,final_prompt,0.36363636363636365,middle,False,0.2216400627272727,0.48109337424242427,0.19614490060606063,0.4640966,0.2875527175757576,0.6437763587878788,0.19166241454545452,0.39374681181818183
GROWUPGUN2B_W26,property manager,high,final_prompt,0.3939393939393939,middle,False,0.2208047678787879,0.4805365127272727,0.19473302969696968,0.46315535333333335,0.2876045081818182,0.6438022548484849,0.18751337151515152,0.3906350275757576
GROWUPGUN2C_W26,tour guide,low,final_prompt,0.09090909090909091,middle,False,0.22697952393939394,0.48465301575757574,0.18381445000000002,0.4558763003030302,0.25923642606060604,0.6296182133333332,0.1977685490909091,0.3983264121212121
GROWUPGUN2C_W26,production helper,low,final_prompt,0.09090909090909091,middle,False,0.2209926363636364,0.48066175787878784,0.20449587030303032,0.4696639136363636,0.2681911933333333,0.6340955957575758,0.1909131393939394,0.3931848551515152
GROWUPGUN2C_W26,mail clerk outside the postal service,low,final_prompt,0.09090909090909091,middle,False,0.21702413303030305,0.4780160890909091,0.17353940090909092,0.4490262678787879,0.2759348724242424,0.6379674363636364,0.18617452787878788,0.38963089515151517
GROWUPGUN2C_W26,personal care worker,low,final_prompt,0.09090909090909091,middle,False,0.20757736000000002,0.4717182412121212,0.18303043424242424,0.4553536233333333,0.28422475696969696,0.6421123778787878,0.18814770757575758,0.3911107806060606
GROWUPGUN2C_W26,packaging machine operator,low,final_prompt,0.09090909090909091,middle,False,0.2235406636363636,0.4823604415151515,0.20756849242424244,0.4717123281818182,0.2811358372727273,0.6405679187878788,0.18270202,0.3870265148484849
GROWUPGUN2C_W26,advertising sales agent,high,final_prompt,0.42424242424242425,middle,False,0.2340626603030303,0.4893751066666666,0.1881652203030303,0.4587768145454545,0.2733586442424242,0.6366793224242424,0.20672667484848484,0.40504500575757574
GROWUPGUN2C_W26,lodging manager,high,final_prompt,0.36363636363636365,middle,False,0.22443930030303028,0.48295953303030303,0.19488138969696972,0.4632542590909091,0.28059313545454545,0.6402965675757576,0.19834985151515153,0.3987623887878788
GROWUPGUN2C_W26,food service manager,high,final_prompt,0.36363636363636365,middle,False,0.2221706496969697,0.4814471,0.19094974878787882,0.46063316545454547,0.29835272242424243,0.6491763612121213,0.20338137393939393,0.4025360306060606
GROWUPGUN2C_W26,personal service manager,high,final_prompt,0.42424242424242425,middle,False,0.22737969424242424,0.4849197966666666,0.1882362303030303,0.45882415363636364,0.27578357151515154,0.6378917854545455,0.20116900090909093,0.4008767506060606
GROWUPGUN2C_W26,property manager,high,final_prompt,0.36363636363636365,middle,False,0.22614853787878786,0.4840990248484849,0.1914094906060606,0.4609396606060606,0.27543454484848484,0.6377172727272726,0.20296518272727274,0.4022238863636364
GROWUPGUN4_W26,tour guide,low,final_prompt,0.09090909090909091,middle,False,0.22473603515151513,0.48315735606060606,0.2174566875757576,0.4783044581818182,0.2370515372727273,0.6185257690909091,0.15535420424242424,0.3665156527272727
GROWUPGUN4_W26,production helper,low,final_prompt,0.09090909090909091,middle,False,0.22374157909090908,0.48249438575757575,0.20456003242424242,0.469706686969697,0.24897953575757575,0.6244897687878788,0.16217692909090908,0.37163269727272724
GROWUPGUN4_W26,mail clerk outside the postal service,low,final_prompt,0.06060606060606061,middle,False,0.22849723606060607,0.48566482484848483,0.21301939030303033,0.4753462603030303,0.23127046484848485,0.6156352333333334,0.1760199806060606,0.3820149854545454
GROWUPGUN4_W26,personal care worker,low,final_prompt,0.09090909090909091,middle,False,0.22598019787878787,0.48398679818181817,0.21619223515151514,0.47746149000000004,0.24617651393939394,0.6230882569696968,0.1575911815151515,0.368193386969697
GROWUPGUN4_W26,packaging machine operator,low,final_prompt,0.09090909090909091,middle,False,0.22217488636363636,0.4814499248484848,0.20876100606060602,0.47250733727272726,0.267676056969697,0.6338380281818181,0.16571720272727272,0.3742879021212121
GROWUPGUN4_W26,advertising sales agent,high,final_prompt,0.18181818181818182,middle,False,0.2306114015151515,0.48707426757575756,0.22082245484848484,0.4805483027272727,0.24195713333333338,0.6209785672727273,0.16040996151515152,0.37030747181818185
GROWUPGUN4_W26,lodging manager,high,final_prompt,0.15151515151515152,middle,False,0.2348010406060606,0.48986736030303035,0.21415560424242425,0.4761037366666666,0.24972505363636363,0.6248625254545455,0.16122298030303028,0.37091723515151515
GROWUPGUN4_W26,food service manager,high,final_prompt,0.18181818181818182,middle,False,0.23728225909090908,0.4915215051515151,0.2148273209090909,0.4765515466666667,0.2551277045454546,0.6275638521212122,0.1619248315151515,0.3714436236363637
GROWUPGUN4_W26,personal service manager,high,final_prompt,0.18181818181818182,middle,False,0.23065398575757576,0.487102656060606,0.21065682878787878,0.4737712196969697,0.2450996724242424,0.6225498357575758,0.15804762272727269,0.3685357160606061
GROWUPGUN4_W26,property manager,high,final_prompt,0.18181818181818182,middle,False,0.23635286212121215,0.4909019081818182,0.21216498636363634,0.4747766572727273,0.24817318030303026,0.6240865887878788,0.16137655515151517,0.37103241666666664
GROWUPGUN6_W26,tour guide,low,final_prompt,0.18181818181818182,middle,False,0.20807356848484848,0.47204904606060605,0.21339089606060607,0.47559393090909097,0.24192718696969695,0.6209635936363636,0.14153000848484845,0.356147506060606
GROWUPGUN6_W26,production helper,low,final_prompt,0.30303030303030304,middle,False,0.2038867196969697,0.469257813030303,0.21331712545454548,0.47554474939393937,0.2991827215151515,0.6495913615151515,0.14521690212121213,0.3589126766666667
GROWUPGUN6_W26,mail clerk outside the postal service,low,final_prompt,0.2727272727272727,middle,False,0.20322876424242423,0.4688191754545455,0.21522182030303028,0.47681454757575753,0.2813011478787879,0.6406505742424241,0.1552845506060606,0.366463413030303
GROWUPGUN6_W26,personal care worker,low,final_prompt,0.2727272727272727,middle,False,0.20537943454545454,0.47025295606060613,0.21383025424242424,0.4758868363636363,0.260046236969697,0.6300231184848484,0.14566266727272725,0.3592470006060606
GROWUPGUN6_W26,packaging machine operator,low,final_prompt,0.2727272727272727,middle,False,0.20239223666666667,0.4682614903030303,0.21638127575757574,0.4775875175757575,0.31814494000000004,0.6590724687878788,0.1528168242424242,0.3646126175757576
GROWUPGUN6_W26,advertising sales agent,high,final_prompt,0.2727272727272727,middle,False,0.20291872969696967,0.46861248787878784,0.21437708727272725,0.47625139212121215,0.2917248693939394,0.6458624351515152,0.16520728969696966,0.37390546696969695
GROWUPGUN6_W26,lodging manager,high,final_prompt,0.21212121212121213,middle,False,0.20261925545454543,0.4684128360606061,0.2193714184848485,0.47958094545454544,0.28756227666666667,0.6437811387878787,0.15535355515151517,0.36651516575757576
GROWUPGUN6_W26,food service manager,high,final_prompt,0.21212121212121213,middle,False,0.20306330696969696,0.46870887090909086,0.21834055333333335,0.4788937018181819,0.28909044181818183,0.6445452212121212,0.15831172696969695,0.36873379515151516
GROWUPGUN6_W26,personal service manager,high,final_prompt,0.21212121212121213,middle,False,0.2013746924242424,0.4675831281818182,0.21730521454545454,0.4782034757575757,0.2795202193939394,0.6397601096969698,0.1582124927272727,0.3686593696969697
GROWUPGUN6_W26,property manager,high,final_prompt,0.24242424242424243,middle,False,0.20512254181818185,0.4700816942424242,0.22022806575757575,0.48015204484848484,0.29894315818181816,0.6494715787878788,0.16105568060606062,0.37079176030303035
GROWUPGUN7_W26,tour guide,low,final_prompt,0.15151515151515152,middle,False,0.21101437606060605,0.4740095848484848,0.21527026666666665,0.47684684484848483,0.23381932515151518,0.6169096624242424,0.14688582030303032,0.36016436454545453
GROWUPGUN7_W26,production helper,low,final_prompt,0.18181818181818182,middle,False,0.19495362090909088,0.463302413939394,0.20907892969696967,0.47271928636363636,0.3054174696969697,0.6527087339393939,0.15984726666666665,0.3698854493939394
GROWUPGUN7_W26,mail clerk outside the postal service,low,final_prompt,0.12121212121212122,middle,False,0.2112021324242424,0.47413475484848483,0.19354766545454546,0.4623651106060606,0.2521217439393939,0.626060873030303,0.16483165272727274,0.37362374000000004
GROWUPGUN7_W26,personal care worker,low,final_prompt,0.18181818181818182,middle,False,0.21164001090909093,0.4744266748484849,0.21396502393939393,0.47597668151515155,0.25167501333333336,0.6258375063636363,0.1482513096969697,0.3611884818181818
GROWUPGUN7_W26,packaging machine operator,low,final_prompt,0.21212121212121213,middle,False,0.20066481818181817,0.4671098793939394,0.21689894818181818,0.4779326327272727,0.30063664515151517,0.6503183233333334,0.15116470636363635,0.36337353
GROWUPGUN7_W26,advertising sales agent,high,final_prompt,0.30303030303030304,middle,False,0.2073490103030303,0.47156600696969697,0.20900132636363636,0.47266755151515155,0.27169547,0.6358477342424242,0.1685526996969697,0.37641452454545454
GROWUPGUN7_W26,lodging manager,high,final_prompt,0.30303030303030304,middle,False,0.21196622484848482,0.47464414878787875,0.22343722696969698,0.4822914845454545,0.25096623818181824,0.6254831193939394,0.15243373848484848,0.364325303030303
GROWUPGUN7_W26,food service manager,high,final_prompt,0.30303030303030304,middle,False,0.21309204333333334,0.4753946963636364,0.22367130333333335,0.48244753515151517,0.2504098993939394,0.6252049493939393,0.1446357521212121,0.35847681393939396
GROWUPGUN7_W26,personal service manager,high,final_prompt,0.30303030303030304,middle,False,0.21243980181818184,0.4749598684848485,0.21627116303030305,0.4775141075757576,0.2536206215151515,0.6268103106060606,0.16532311333333333,0.3739923339393939
GROWUPGUN7_W26,property manager,high,final_prompt,0.30303030303030304,middle,False,0.21274562878787878,0.47516375212121215,0.22182221575757574,0.48121481151515155,0.2662296772727272,0.6331148387878788,0.16612119818181817,0.37459089939393936
GROWUPVIOL_W26,tour guide,low,final_prompt,0.18181818181818182,high,False,0.24026130272727272,0.49350753575757567,0.18886662303030302,0.4592444157575758,0.2640428248484849,0.6320214133333333,0.17734198606060605,0.3830064893939394
GROWUPVIOL_W26,production helper,low,final_prompt,0.18181818181818182,high,False,0.24224764515151517,0.494831763030303,0.19206745030303032,0.46137829939393943,0.27027883696969696,0.6351394181818181,0.17343948636363637,0.3800796145454545
GROWUPVIOL_W26,mail clerk outside the postal service,low,final_prompt,0.18181818181818182,middle,False,0.22333819787878786,0.48222546393939403,0.1794480015151515,0.4529653339393939,0.25618019666666664,0.6280900978787879,0.19228651787878787,0.3942148881818182
GROWUPVIOL_W26,personal care worker,low,final_prompt,0.18181818181818182,high,False,0.2460161248484849,0.4973440833333333,0.1930567212121212,0.4620378139393939,0.2509166618181818,0.625458330909091,0.16578195454545458,0.37433646666666665
GROWUPVIOL_W26,packaging machine operator,low,final_prompt,0.21212121212121213,high,False,0.2267565633333333,0.4845043751515151,0.17651971878787878,0.45101314696969697,0.2838868196969697,0.6419434090909091,0.19023874424242423,0.39267905878787884
GROWUPVIOL_W26,advertising sales agent,high,final_prompt,0.42424242424242425,high,True,0.22806959181818184,0.4853797284848485,0.18406879515151514,0.45604586242424244,0.27134274333333336,0.6356713715151515,0.1964169093939394,0.39731268181818186
GROWUPVIOL_W26,lodging manager,high,final_prompt,0.36363636363636365,middle,False,0.23281310666666666,0.4885420715151515,0.18710920575757575,0.45807280454545457,0.27660649757575756,0.6383032496969697,0.1953097496969697,0.39648231212121215
GROWUPVIOL_W26,food service manager,high,final_prompt,0.45454545454545453,high,True,0.2509453578787879,0.5006302381818183,0.19357442878787878,0.4623829527272727,0.26835181545454545,0.6341759072727273,0.18076583212121214,0.38557437454545457
GROWUPVIOL_W26,personal service manager,high,final_prompt,0.45454545454545453,high,True,0.23900741242424245,0.49267160818181827,0.18507407515151517,0.4567160496969697,0.2628947924242424,0.6314473966666666,0.1896604890909091,0.3922453672727273
GROWUPVIOL_W26,property manager,high,final_prompt,0.48484848484848486,high,True,0.2556261321212121,0.5037507545454546,0.19734406030303028,0.4648960403030303,0.2710308345454545,0.635515416969697,0.18438620393939392,0.3882896533333334
GUNACCESS_W26,tour guide,low,final_prompt,0.09090909090909091,middle,False,0.24212720272727273,0.4947514675757576,0.21912736727272727,0.47941824515151515,0.29681878121212124,0.64840939,0.15408479818181817,0.3655635984848485
GUNACCESS_W26,production helper,low,final_prompt,0.12121212121212122,middle,False,0.23726116969696973,0.4915074457575757,0.20626550333333335,0.4708436693939394,0.27944350575757576,0.6397217530303031,0.15570913090909094,0.3667818475757576
GUNACCESS_W26,mail clerk outside the postal service,low,final_prompt,0.09090909090909091,high | middle,False,0.22992831515151516,0.4866188754545454,0.2036882903030303,0.4691255272727273,0.27125377818181823,0.6356268875757576,0.14854897090909092,0.3614117290909091
GUNACCESS_W26,personal care worker,low,final_prompt,0.12121212121212122,middle,False,0.22721232151515153,0.48480821484848485,0.2038824990909091,0.46925499909090906,0.2948279993939394,0.6474139990909091,0.14946493636363636,0.3620987021212121
GUNACCESS_W26,packaging machine operator,low,final_prompt,0.12121212121212122,middle,False,0.2344640309090909,0.489642686969697,0.20281957636363637,0.4685463836363637,0.27249432333333334,0.6362471624242423,0.1448487124242424,0.35863653393939393
GUNACCESS_W26,advertising sales agent,high,final_prompt,0.48484848484848486,high,True,0.24496545,0.49664363333333333,0.2246227696969697,0.48308184696969697,0.25701574818181816,0.6285078745454545,0.1450593578787879,0.3587945184848485
GUNACCESS_W26,lodging manager,high,final_prompt,0.42424242424242425,middle,False,0.23595273909090908,0.4906351593939394,0.22616489636363638,0.4841099312121212,0.2723174530303031,0.636158726969697,0.14402468606060606,0.358018513939394
GUNACCESS_W26,food service manager,high,final_prompt,0.42424242424242425,middle,False,0.23680449757575756,0.4912029975757576,0.21808413515151515,0.4787227572727273,0.27408874727272725,0.6370443739393941,0.14267387090909092,0.3570054024242424
GUNACCESS_W26,personal service manager,high,final_prompt,0.48484848484848486,high,True,0.24492692696969698,0.4966179506060607,0.2189996815151515,0.4793331212121212,0.2676543690909091,0.6338271842424242,0.1415002818181818,0.3561252109090909
GUNACCESS_W26,property manager,high,final_prompt,0.45454545454545453,middle,False,0.23661709484848487,0.4910780648484849,0.22436250121212123,0.4829083339393939,0.24801211272727272,0.6240060566666666,0.14489798969696968,0.35867349181818176
GUNACTIVITYA_W26,tour guide,low,final_prompt,0.21212121212121213,middle,False,0.20266152757575756,0.4684410187878788,0.2169785324242424,0.4779856878787879,0.24411201939393942,0.6220560084848485,0.1684011875757576,0.37630089
GUNACTIVITYA_W26,production helper,low,final_prompt,0.21212121212121213,middle,False,0.1978601021212121,0.4652400672727273,0.19869901666666664,0.4657993442424243,0.291216983030303,0.6456084921212122,0.17769731909090908,0.38327298939393944
GUNACTIVITYA_W26,mail clerk outside the postal service,low,final_prompt,0.18181818181818182,middle,False,0.2034580296969697,0.46897201909090913,0.21010641575757574,0.47340427757575754,0.2575690524242424,0.628784526060606,0.19117142363636364,0.3933785672727273
GUNACTIVITYA_W26,personal care worker,low,final_prompt,0.24242424242424243,middle,False,0.20890421606060605,0.4726028103030303,0.21829492060606057,0.47886328090909097,0.2477879418181818,0.62389397,0.16295394696969695,0.3722154603030303
GUNACTIVITYA_W26,packaging machine operator,low,final_prompt,0.24242424242424243,middle,False,0.20106783939393938,0.4673785587878788,0.21664517727272728,0.4777634506060606,0.29053745909090906,0.6452687284848485,0.16984041393939395,0.37738031
GUNACTIVITYA_W26,advertising sales agent,high,final_prompt,0.36363636363636365,middle,False,0.19168687424242425,0.461124583030303,0.2213992896969697,0.48093285939393937,0.2627282872727273,0.6313641427272729,0.19484532272727276,0.3961339921212121
GUNACTIVITYA_W26,lodging manager,high,final_prompt,0.30303030303030304,middle,False,0.2029388421212121,0.4686258939393939,0.220963076969697,0.48064205090909085,0.2435288581818182,0.6217644284848486,0.17352816575757576,0.3801461254545454
GUNACTIVITYA_W26,food service manager,high,final_prompt,0.30303030303030304,middle,False,0.20410431727272726,0.46940287878787884,0.21412588303030303,0.4760839227272727,0.2486511212121212,0.6243255606060607,0.1727329593939394,0.37954971939393944
GUNACTIVITYA_W26,personal service manager,high,final_prompt,0.3333333333333333,middle,False,0.19969839090909092,0.4664655933333333,0.22500172393939394,0.48333448212121216,0.2510804906060606,0.6255402457575758,0.17530264787878785,0.3814769857575757
GUNACTIVITYA_W26,property manager,high,final_prompt,0.30303030303030304,middle,False,0.20175034090909091,0.46783356030303036,0.2198750845454546,0.4799167224242424,0.2534998975757575,0.6267499487878788,0.18850305939393938,0.3913772954545454
GUNACTIVITYB_W26,tour guide,low,final_prompt,0.15151515151515152,middle,False,0.1993239918181818,0.46621599424242427,0.20791837484848485,0.47194558393939395,0.2311263812121212,0.6155631906060606,0.1647393,0.37355447606060604
GUNACTIVITYB_W26,production helper,low,final_prompt,0.15151515151515152,middle,False,0.20141436181818184,0.4676095739393939,0.19667086242424242,0.4644472424242424,0.2846892827272727,0.6423446415151515,0.1882171109090909,0.39116283272727276
GUNACTIVITYB_W26,mail clerk outside the postal service,low,final_prompt,0.15151515151515152,middle,False,0.2046352306060606,0.4697568203030303,0.1932626796969697,0.46217512,0.2565610706060606,0.6282805342424242,0.19521599212121213,0.3964119942424243
GUNACTIVITYB_W26,personal care worker,low,final_prompt,0.21212121212121213,middle,False,0.2018451203030303,0.4678967463636364,0.2205154603030303,0.4803436396969697,0.254681713030303,0.6273408566666666,0.15766557121212124,0.36824917848484845
GUNACTIVITYB_W26,packaging machine operator,low,final_prompt,0.15151515151515152,middle,False,0.19766057454545458,0.4651070496969697,0.21136478,0.47424318696969703,0.30336175909090907,0.6516808790909091,0.17745665303030306,0.3830924887878787
GUNACTIVITYB_W26,advertising sales agent,high,final_prompt,0.2727272727272727,middle,False,0.20631828393939394,0.4708788551515152,0.21603845606060604,0.47735897090909096,0.2681375057575758,0.6340687521212122,0.21327199151515153,0.40995399242424246
GUNACTIVITYB_W26,lodging manager,high,final_prompt,0.24242424242424243,middle,False,0.20730317757575756,0.4715354512121212,0.20590634636363636,0.4706042312121212,0.23474361727272727,0.6173718081818181,0.17812893909090907,0.38359670393939393
GUNACTIVITYB_W26,food service manager,high,final_prompt,0.2727272727272727,middle,False,0.20859219818181818,0.4723947981818182,0.22148648060606063,0.4809909875757576,0.23729676545454545,0.6186483824242424,0.17959995606060605,0.38469996575757576
GUNACTIVITYB_W26,personal service manager,high,final_prompt,0.30303030303030304,middle,False,0.21049081606060607,0.47366054424242426,0.21679086303030304,0.4778605748484848,0.24295705818181815,0.6214785281818181,0.19026293303030303,0.3926971987878788
GUNACTIVITYB_W26,property manager,high,final_prompt,0.2727272727272727,middle,False,0.21176577636363636,0.4745105169696969,0.2169221006060606,0.47794806696969694,0.25005613303030305,0.6250280654545454,0.18519591,0.38889693242424245
GUNCONTRIBA_W26,tour guide,low,final_prompt,0.12121212121212122,high,False,0.27406833333333336,0.5160455551515152,0.2550997166666667,0.50339981,0.23713795454545455,0.6185689769696969,0.17142069303030305,0.37856551878787886
GUNCONTRIBA_W26,production helper,low,final_prompt,0.12121212121212122,high,False,0.27529583272727276,0.5168638875757576,0.26631613606060606,0.5108774242424242,0.24200129848484847,0.6210006496969697,0.19042327454545452,0.39281745575757576
