attribute,channel,magnitude,regime,model_class,own_human_group,predicted_human_group,count,row_fraction
age,steered,6.0,Steered N=6,older_adult,65+,30-49,291,0.6037344398340249
age,steered,8.0,Steered N=8,older_adult,65+,30-49,291,0.6037344398340249
age,steered,10.0,Steered N=10,older_adult,65+,30-49,292,0.6058091286307054
age,steered,12.0,Steered N=12,older_adult,65+,30-49,289,0.5995850622406639
age,steered,14.0,Steered N=14,older_adult,65+,30-49,290,0.6016597510373444
age,steered,16.0,Steered N=16,older_adult,65+,30-49,289,0.5995850622406639
age,steered,18.0,Steered N=18,older_adult,65+,30-49,291,0.6037344398340249
age,steered,20.0,Steered N=20,older_adult,65+,30-49,290,0.6016597510373444
education,declared,,Declared,some schooling,Less than high school,College graduate/some postgrad,256,0.5267489711934157
education,steered,0.0,Neutral (N=0),some schooling,Less than high school,College graduate/some postgrad,278,0.5720164609053497
education,steered,2.0,Steered N=2,some schooling,Less than high school,Less than high school,212,0.43621399176954734
education,steered,4.0,Steered N=4,some schooling,Less than high school,Less than high school,215,0.44238683127572015
education,steered,6.0,Steered N=6,some schooling,Less than high school,Less than high school,225,0.46296296296296297
education,steered,8.0,Steered N=8,some schooling,Less than high school,Less than high school,224,0.4609053497942387
education,steered,10.0,Steered N=10,some schooling,Less than high school,Less than high school,224,0.4609053497942387
education,steered,12.0,Steered N=12,some schooling,Less than high school,Less than high school,224,0.4609053497942387
education,steered,14.0,Steered N=14,some schooling,Less than high school,Less than high school,226,0.46502057613168724
education,steered,16.0,Steered N=16,some schooling,Less than high school,Less than high school,226,0.46502057613168724
education,steered,18.0,Steered N=18,some schooling,Less than high school,Less than high school,226,0.46502057613168724
education,steered,20.0,Steered N=20,some schooling,Less than high school,Less than high school,225,0.46296296296296297
education,declared,,Declared,high school,High school graduate,College graduate/some postgrad,278,0.5720164609053497
education,steered,0.0,Neutral (N=0),high school,High school graduate,College graduate/some postgrad,278,0.5720164609053497
education,steered,2.0,Steered N=2,high school,High school graduate,College graduate/some postgrad,150,0.30864197530864196
education,steered,4.0,Steered N=4,high school,High school graduate,College graduate/some postgrad,159,0.3271604938271605
education,steered,6.0,Steered N=6,high school,High school graduate,College graduate/some postgrad,161,0.33127572016460904
education,steered,8.0,Steered N=8,high school,High school graduate,High school graduate,147,0.30246913580246915
education,steered,10.0,Steered N=10,high school,High school graduate,High school graduate,147,0.30246913580246915
education,steered,12.0,Steered N=12,high school,High school graduate,High school graduate,147,0.30246913580246915
education,steered,14.0,Steered N=14,high school,High school graduate,High school graduate,147,0.30246913580246915
education,steered,16.0,Steered N=16,high school,High school graduate,High school graduate,146,0.3004115226337449
education,steered,18.0,Steered N=18,high school,High school graduate,High school graduate,146,0.3004115226337449
education,steered,20.0,Steered N=20,high school,High school graduate,High school graduate,146,0.3004115226337449
education,declared,,Declared,college and more,College graduate/some postgrad,College graduate/some postgrad,282,0.5802469135802469
education,steered,0.0,Neutral (N=0),college and more,College graduate/some postgrad,College graduate/some postgrad,278,0.5720164609053497
education,steered,2.0,Steered N=2,college and more,College graduate/some postgrad,Less than high school,209,0.43004115226337447
education,steered,4.0,Steered N=4,college and more,College graduate/some postgrad,Less than high school,212,0.43621399176954734
education,steered,6.0,Steered N=6,college and more,College graduate/some postgrad,Less than high school,217,0.44650205761316875
education,steered,8.0,Steered N=8,college and more,College graduate/some postgrad,Less than high school,221,0.4547325102880658
education,steered,10.0,Steered N=10,college and more,College graduate/some postgrad,Less than high school,221,0.4547325102880658
education,steered,12.0,Steered N=12,college and more,College graduate/some postgrad,Less than high school,222,0.4567901234567901
education,steered,14.0,Steered N=14,college and more,College graduate/some postgrad,Less than high school,223,0.4588477366255144
education,steered,16.0,Steered N=16,college and more,College graduate/some postgrad,Less than high school,221,0.4547325102880658
education,steered,18.0,Steered N=18,college and more,College graduate/some postgrad,Less than high school,222,0.4567901234567901
education,steered,20.0,Steered N=20,college and more,College graduate/some postgrad,Less than high school,223,0.4588477366255144
socioeco,declared,,Declared,low,"Less than $30,000","Less than $30,000",232,0.4773662551440329
socioeco,steered,0.0,Neutral (N=0),low,"Less than $30,000","Less than $30,000",196,0.40329218106995884
socioeco,steered,2.0,Steered N=2,low,"Less than $30,000","$100,000 or more",178,0.3662551440329218
socioeco,steered,4.0,Steered N=4,low,"Less than $30,000","$100,000 or more",180,0.37037037037037035
socioeco,steered,6.0,Steered N=6,low,"Less than $30,000","$100,000 or more",169,0.3477366255144033
socioeco,steered,8.0,Steered N=8,low,"Less than $30,000","$100,000 or more",169,0.3477366255144033
socioeco,steered,10.0,Steered N=10,low,"Less than $30,000","$100,000 or more",171,0.35185185185185186
socioeco,steered,12.0,Steered N=12,low,"Less than $30,000","$100,000 or more",169,0.3477366255144033
socioeco,steered,14.0,Steered N=14,low,"Less than $30,000","$100,000 or more",168,0.345679012345679
socioeco,steered,16.0,Steered N=16,low,"Less than $30,000","$100,000 or more",164,0.3374485596707819
socioeco,steered,18.0,Steered N=18,low,"Less than $30,000","$100,000 or more",165,0.3395061728395062
socioeco,steered,20.0,Steered N=20,low,"Less than $30,000","$100,000 or more",165,0.3395061728395062
socioeco,declared,,Declared,high,"$100,000 or more","Less than $30,000",183,0.3765432098765432
socioeco,steered,0.0,Neutral (N=0),high,"$100,000 or more","Less than $30,000",196,0.40329218106995884
socioeco,steered,2.0,Steered N=2,high,"$100,000 or more","$100,000 or more",180,0.37037037037037035
socioeco,steered,4.0,Steered N=4,high,"$100,000 or more","$100,000 or more",180,0.37037037037037035
socioeco,steered,6.0,Steered N=6,high,"$100,000 or more","$100,000 or more",177,0.36419753086419754
socioeco,steered,8.0,Steered N=8,high,"$100,000 or more","$100,000 or more",176,0.36213991769547327
socioeco,steered,10.0,Steered N=10,high,"$100,000 or more","$100,000 or more",178,0.3662551440329218
socioeco,steered,12.0,Steered N=12,high,"$100,000 or more","$100,000 or more",178,0.3662551440329218
socioeco,steered,14.0,Steered N=14,high,"$100,000 or more","$100,000 or more",179,0.3683127572016461
socioeco,steered,16.0,Steered N=16,high,"$100,000 or more","$100,000 or more",179,0.3683127572016461
socioeco,steered,18.0,Steered N=18,high,"$100,000 or more","$100,000 or more",180,0.37037037037037035
socioeco,steered,20.0,Steered N=20,high,"$100,000 or more","$100,000 or more",181,0.3724279835390947
gender,declared,,Declared,male,Male,Male,181,0.3739669421487603
gender,steered,0.0,Neutral (N=0),male,Male,Male,188,0.3884297520661157
gender,steered,2.0,Steered N=2,male,Male,Female,254,0.5247933884297521
gender,steered,4.0,Steered N=4,male,Male,Female,212,0.4380165289256198
gender,steered,6.0,Steered N=6,male,Male,Female,199,0.41115702479338845
gender,steered,8.0,Steered N=8,male,Male,Female,192,0.39669421487603307
gender,steered,10.0,Steered N=10,male,Male,Female,192,0.39669421487603307
gender,steered,12.0,Steered N=12,male,Male,Female,190,0.3925619834710744
gender,steered,14.0,Steered N=14,male,Male,Female,188,0.3884297520661157
gender,steered,16.0,Steered N=16,male,Male,Female,188,0.3884297520661157
gender,steered,18.0,Steered N=18,male,Male,Female,186,0.384297520661157
gender,steered,20.0,Steered N=20,male,Male,Female,187,0.38636363636363635
gender,declared,,Declared,female,Female,Male,170,0.3512396694214876
gender,steered,0.0,Neutral (N=0),female,Female,Male,188,0.3884297520661157
age,declared,,Declared,adult,30-49,30-49,267,0.553941908713693
age,steered,0.0,Neutral (N=0),adult,30-49,30-49,264,0.5477178423236515
age,steered,8.0,Steered N=8,adult,30-49,65+,200,0.4149377593360996
age,steered,10.0,Steered N=10,adult,30-49,65+,201,0.4170124481327801
age,steered,12.0,Steered N=12,adult,30-49,65+,202,0.4190871369294606
age,steered,14.0,Steered N=14,adult,30-49,65+,203,0.4211618257261411
age,steered,16.0,Steered N=16,adult,30-49,65+,204,0.42323651452282157
age,steered,18.0,Steered N=18,adult,30-49,65+,205,0.42531120331950206
age,steered,20.0,Steered N=20,adult,30-49,65+,205,0.42531120331950206
age,declared,,Declared,older_adult,65+,30-49,264,0.5477178423236515
age,steered,0.0,Neutral (N=0),older_adult,65+,30-49,264,0.5477178423236515
age,steered,2.0,Steered N=2,older_adult,65+,65+,185,0.38381742738589214
age,steered,4.0,Steered N=4,older_adult,65+,65+,191,0.3962655601659751
age,steered,6.0,Steered N=6,older_adult,65+,65+,191,0.3962655601659751
age,steered,8.0,Steered N=8,older_adult,65+,65+,191,0.3962655601659751
age,steered,10.0,Steered N=10,older_adult,65+,65+,190,0.3941908713692946
age,steered,12.0,Steered N=12,older_adult,65+,65+,193,0.4004149377593361
age,steered,14.0,Steered N=14,older_adult,65+,65+,192,0.3983402489626556
age,steered,16.0,Steered N=16,older_adult,65+,65+,193,0.4004149377593361
age,steered,18.0,Steered N=18,older_adult,65+,65+,191,0.3962655601659751
age,steered,20.0,Steered N=20,older_adult,65+,65+,192,0.3983402489626556
education,declared,,Declared,some schooling,Less than high school,High school graduate,91,0.18724279835390947
education,steered,0.0,Neutral (N=0),some schooling,Less than high school,Less than high school,122,0.25102880658436216
education,steered,2.0,Steered N=2,some schooling,Less than high school,College graduate/some postgrad,155,0.31893004115226337
education,steered,4.0,Steered N=4,some schooling,Less than high school,High school graduate,131,0.26954732510288065
education,steered,6.0,Steered N=6,some schooling,Less than high school,High school graduate,126,0.25925925925925924
education,steered,8.0,Steered N=8,some schooling,Less than high school,High school graduate,127,0.2613168724279835
education,steered,10.0,Steered N=10,some schooling,Less than high school,High school graduate,128,0.26337448559670784
education,steered,12.0,Steered N=12,some schooling,Less than high school,High school graduate,130,0.2674897119341564
education,steered,14.0,Steered N=14,some schooling,Less than high school,High school graduate,128,0.26337448559670784
education,steered,16.0,Steered N=16,some schooling,Less than high school,High school graduate,128,0.26337448559670784
education,steered,18.0,Steered N=18,some schooling,Less than high school,High school graduate,129,0.2654320987654321
education,steered,20.0,Steered N=20,some schooling,Less than high school,High school graduate,128,0.26337448559670784
education,declared,,Declared,high school,High school graduate,Less than high school,127,0.2613168724279835
education,steered,0.0,Neutral (N=0),high school,High school graduate,Less than high school,122,0.25102880658436216
education,steered,2.0,Steered N=2,high school,High school graduate,High school graduate,157,0.3230452674897119
education,steered,4.0,Steered N=4,high school,High school graduate,High school graduate,145,0.29835390946502055
education,steered,6.0,Steered N=6,high school,High school graduate,High school graduate,144,0.2962962962962963
education,declared,,Declared,college and more,College graduate/some postgrad,Less than high school,124,0.2551440329218107
education,steered,0.0,Neutral (N=0),college and more,College graduate/some postgrad,Less than high school,122,0.25102880658436216
education,steered,2.0,Steered N=2,college and more,College graduate/some postgrad,High school graduate,132,0.2716049382716049
education,steered,4.0,Steered N=4,college and more,College graduate/some postgrad,High school graduate,152,0.31275720164609055
education,steered,6.0,Steered N=6,college and more,College graduate/some postgrad,College graduate/some postgrad,115,0.2366255144032922
education,steered,8.0,Steered N=8,college and more,College graduate/some postgrad,College graduate/some postgrad,114,0.2345679012345679
education,steered,10.0,Steered N=10,college and more,College graduate/some postgrad,College graduate/some postgrad,112,0.23045267489711935
education,steered,12.0,Steered N=12,college and more,College graduate/some postgrad,College graduate/some postgrad,111,0.22839506172839505
education,steered,14.0,Steered N=14,college and more,College graduate/some postgrad,College graduate/some postgrad,110,0.22633744855967078
education,steered,16.0,Steered N=16,college and more,College graduate/some postgrad,College graduate/some postgrad,111,0.22839506172839505
education,steered,18.0,Steered N=18,college and more,College graduate/some postgrad,College graduate/some postgrad,111,0.22839506172839505
education,steered,20.0,Steered N=20,college and more,College graduate/some postgrad,College graduate/some postgrad,112,0.23045267489711935
socioeco,steered,2.0,Steered N=2,low,"Less than $30,000","Less than $30,000",308,0.6337448559670782
socioeco,steered,2.0,Steered N=2,high,"$100,000 or more","Less than $30,000",306,0.6296296296296297
socioeco,steered,4.0,Steered N=4,high,"$100,000 or more","Less than $30,000",306,0.6296296296296297
socioeco,steered,6.0,Steered N=6,high,"$100,000 or more","Less than $30,000",309,0.6358024691358025
socioeco,steered,8.0,Steered N=8,high,"$100,000 or more","Less than $30,000",310,0.6378600823045267
socioeco,steered,10.0,Steered N=10,high,"$100,000 or more","Less than $30,000",308,0.6337448559670782
socioeco,steered,12.0,Steered N=12,high,"$100,000 or more","Less than $30,000",308,0.6337448559670782
socioeco,steered,14.0,Steered N=14,high,"$100,000 or more","Less than $30,000",307,0.6316872427983539
socioeco,steered,16.0,Steered N=16,high,"$100,000 or more","Less than $30,000",307,0.6316872427983539
socioeco,steered,18.0,Steered N=18,high,"$100,000 or more","Less than $30,000",306,0.6296296296296297
socioeco,steered,20.0,Steered N=20,high,"$100,000 or more","Less than $30,000",305,0.6275720164609053
education,steered,0.0,Neutral (N=0),some schooling,Less than high school,High school graduate,86,0.17695473251028807
education,steered,4.0,Steered N=4,some schooling,Less than high school,College graduate/some postgrad,140,0.2880658436213992
education,steered,6.0,Steered N=6,some schooling,Less than high school,College graduate/some postgrad,135,0.2777777777777778
education,steered,8.0,Steered N=8,some schooling,Less than high school,College graduate/some postgrad,135,0.2777777777777778
education,steered,10.0,Steered N=10,some schooling,Less than high school,College graduate/some postgrad,134,0.2757201646090535
education,steered,12.0,Steered N=12,some schooling,Less than high school,College graduate/some postgrad,132,0.2716049382716049
education,steered,14.0,Steered N=14,some schooling,Less than high school,College graduate/some postgrad,132,0.2716049382716049
education,steered,16.0,Steered N=16,some schooling,Less than high school,College graduate/some postgrad,132,0.2716049382716049
education,steered,18.0,Steered N=18,some schooling,Less than high school,College graduate/some postgrad,131,0.26954732510288065
education,steered,20.0,Steered N=20,some schooling,Less than high school,College graduate/some postgrad,133,0.2736625514403292
education,declared,,Declared,high school,High school graduate,High school graduate,81,0.16666666666666666
education,steered,0.0,Neutral (N=0),high school,High school graduate,High school graduate,86,0.17695473251028807
education,steered,8.0,Steered N=8,high school,High school graduate,College graduate/some postgrad,161,0.33127572016460904
education,steered,10.0,Steered N=10,high school,High school graduate,College graduate/some postgrad,161,0.33127572016460904
education,steered,12.0,Steered N=12,high school,High school graduate,College graduate/some postgrad,161,0.33127572016460904
education,steered,14.0,Steered N=14,high school,High school graduate,College graduate/some postgrad,161,0.33127572016460904
education,steered,16.0,Steered N=16,high school,High school graduate,College graduate/some postgrad,160,0.3292181069958848
education,steered,18.0,Steered N=18,high school,High school graduate,College graduate/some postgrad,159,0.3271604938271605
education,steered,20.0,Steered N=20,high school,High school graduate,College graduate/some postgrad,159,0.3271604938271605
education,declared,,Declared,college and more,College graduate/some postgrad,High school graduate,80,0.1646090534979424
education,steered,0.0,Neutral (N=0),college and more,College graduate/some postgrad,High school graduate,86,0.17695473251028807
education,steered,2.0,Steered N=2,college and more,College graduate/some postgrad,College graduate/some postgrad,145,0.29835390946502055
education,steered,4.0,Steered N=4,college and more,College graduate/some postgrad,College graduate/some postgrad,121,0.24897119341563786
socioeco,declared,,Declared,low,"Less than $30,000","$100,000 or more",254,0.522633744855967
socioeco,declared,,Declared,high,"$100,000 or more","$100,000 or more",303,0.6234567901234568
gender,steered,2.0,Steered N=2,female,Female,Male,273,0.5640495867768595
education,declared,,Declared,some schooling,Less than high school,Less than high school,139,0.28600823045267487
education,steered,2.0,Steered N=2,some schooling,Less than high school,High school graduate,119,0.2448559670781893
education,steered,2.0,Steered N=2,high school,High school graduate,Less than high school,179,0.3683127572016461
education,steered,4.0,Steered N=4,high school,High school graduate,Less than high school,182,0.37448559670781895
education,steered,6.0,Steered N=6,high school,High school graduate,Less than high school,181,0.3724279835390947
education,steered,8.0,Steered N=8,high school,High school graduate,Less than high school,178,0.3662551440329218
education,steered,10.0,Steered N=10,high school,High school graduate,Less than high school,178,0.3662551440329218
education,steered,12.0,Steered N=12,high school,High school graduate,Less than high school,178,0.3662551440329218
education,steered,14.0,Steered N=14,high school,High school graduate,Less than high school,178,0.3662551440329218
education,steered,16.0,Steered N=16,high school,High school graduate,Less than high school,180,0.37037037037037035
education,steered,18.0,Steered N=18,high school,High school graduate,Less than high school,181,0.3724279835390947
education,steered,20.0,Steered N=20,high school,High school graduate,Less than high school,181,0.3724279835390947
education,steered,6.0,Steered N=6,college and more,College graduate/some postgrad,High school graduate,153,0.3148148148148148
education,steered,8.0,Steered N=8,college and more,College graduate/some postgrad,High school graduate,150,0.30864197530864196
education,steered,10.0,Steered N=10,college and more,College graduate/some postgrad,High school graduate,152,0.31275720164609055
education,steered,12.0,Steered N=12,college and more,College graduate/some postgrad,High school graduate,152,0.31275720164609055
education,steered,14.0,Steered N=14,college and more,College graduate/some postgrad,High school graduate,152,0.31275720164609055
education,steered,16.0,Steered N=16,college and more,College graduate/some postgrad,High school graduate,153,0.3148148148148148
education,steered,18.0,Steered N=18,college and more,College graduate/some postgrad,High school graduate,152,0.31275720164609055
education,steered,20.0,Steered N=20,college and more,College graduate/some postgrad,High school graduate,150,0.30864197530864196
socioeco,steered,4.0,Steered N=4,low,"Less than $30,000","Less than $30,000",306,0.6296296296296297
socioeco,steered,6.0,Steered N=6,low,"Less than $30,000","Less than $30,000",317,0.6522633744855967
socioeco,steered,8.0,Steered N=8,low,"Less than $30,000","Less than $30,000",317,0.6522633744855967
socioeco,steered,10.0,Steered N=10,low,"Less than $30,000","Less than $30,000",315,0.6481481481481481
socioeco,steered,12.0,Steered N=12,low,"Less than $30,000","Less than $30,000",317,0.6522633744855967
socioeco,steered,14.0,Steered N=14,low,"Less than $30,000","Less than $30,000",318,0.654320987654321
socioeco,steered,16.0,Steered N=16,low,"Less than $30,000","Less than $30,000",322,0.6625514403292181
socioeco,steered,18.0,Steered N=18,low,"Less than $30,000","Less than $30,000",321,0.6604938271604939
socioeco,steered,20.0,Steered N=20,low,"Less than $30,000","Less than $30,000",321,0.6604938271604939
age,steered,2.0,Steered N=2,adult,30-49,65+,172,0.35684647302904565
age,steered,4.0,Steered N=4,adult,30-49,65+,195,0.4045643153526971
age,steered,6.0,Steered N=6,adult,30-49,65+,196,0.4066390041493776
gender,steered,4.0,Steered N=4,female,Female,Male,291,0.6012396694214877
gender,steered,6.0,Steered N=6,female,Female,Male,298,0.6157024793388429
gender,steered,8.0,Steered N=8,female,Female,Male,301,0.621900826446281
gender,steered,10.0,Steered N=10,female,Female,Male,302,0.6239669421487604
gender,steered,12.0,Steered N=12,female,Female,Male,304,0.628099173553719
gender,steered,14.0,Steered N=14,female,Female,Male,303,0.6260330578512396
gender,steered,16.0,Steered N=16,female,Female,Male,303,0.6260330578512396
gender,steered,18.0,Steered N=18,female,Female,Male,303,0.6260330578512396
gender,steered,20.0,Steered N=20,female,Female,Male,303,0.6260330578512396
socioeco,steered,0.0,Neutral (N=0),low,"Less than $30,000","$100,000 or more",289,0.5946502057613169
socioeco,steered,0.0,Neutral (N=0),high,"$100,000 or more","$100,000 or more",289,0.5946502057613169
education,steered,4.0,Steered N=4,college and more,College graduate/some postgrad,College graduate/some postgrad | Less than high school,1,0.00205761316872428
education,steered,6.0,Steered N=6,college and more,College graduate/some postgrad,College graduate/some postgrad | Less than high school,1,0.00205761316872428
education,steered,8.0,Steered N=8,college and more,College graduate/some postgrad,College graduate/some postgrad | Less than high school,1,0.00205761316872428
education,steered,10.0,Steered N=10,college and more,College graduate/some postgrad,College graduate/some postgrad | Less than high school,1,0.00205761316872428
education,steered,12.0,Steered N=12,college and more,College graduate/some postgrad,College graduate/some postgrad | Less than high school,1,0.00205761316872428
education,steered,14.0,Steered N=14,college and more,College graduate/some postgrad,College graduate/some postgrad | Less than high school,1,0.00205761316872428
education,steered,16.0,Steered N=16,college and more,College graduate/some postgrad,College graduate/some postgrad | Less than high school,1,0.00205761316872428
education,steered,18.0,Steered N=18,college and more,College graduate/some postgrad,College graduate/some postgrad | Less than high school,1,0.00205761316872428
education,steered,20.0,Steered N=20,college and more,College graduate/some postgrad,College graduate/some postgrad | Less than high school,1,0.00205761316872428
socioeco,steered,0.0,Neutral (N=0),low,"Less than $30,000","$100,000 or more | Less than $30,000",1,0.00205761316872428
socioeco,steered,0.0,Neutral (N=0),high,"$100,000 or more","$100,000 or more | Less than $30,000",1,0.00205761316872428
