qkey,attribute,channel,class_label,magnitude,n_occupations,response_distribution
WORRYB_W26,socioeco,inferred,high,,5,"[0.0002325, 0.95782449, 0.04194302]"
WORRYD_W26,socioeco,inferred,low,,5,"[8.52e-06, 0.13637677, 0.86361473]"
WORRYD_W26,socioeco,inferred,high,,5,"[1.2e-06, 0.00267366, 0.99732517]"
WORRYE_W26,socioeco,inferred,low,,5,"[0.00032917, 0.60059412, 0.39907672]"
WORRYE_W26,socioeco,inferred,high,,5,"[8.897e-05, 0.40709845, 0.59281255]"
WORRYF_W26,socioeco,inferred,low,,5,"[0.00012013, 0.58567051, 0.41420935]"
WORRYF_W26,socioeco,inferred,high,,5,"[8.015e-05, 0.64489981, 0.35502]"
BOYSF1B_W29,socioeco,inferred,low,,5,"[0.00049898, 0.9595593, 0.03994174]"
BOYSF1B_W29,socioeco,inferred,high,,5,"[0.0006713, 0.95122601, 0.04810269]"
FAVORS_CPS_W29,socioeco,inferred,low,,5,"[0.0004238, 0.16285524, 0.61454341, 0.0222529, 0.19662546, 0.00329919]"
FAVORS_CPS_W29,socioeco,inferred,high,,5,"[0.0001205, 0.09007483, 0.68059892, 0.01861688, 0.20882094, 0.0017679]"
FEM2_W29,socioeco,inferred,low,,5,"[1.7e-07, 0.0003032, 0.99945514, 0.00024147]"
FEM2_W29,socioeco,inferred,high,,5,"[1e-08, 5.4e-07, 0.99992992, 6.954e-05]"
GIRLSF2C_W29,socioeco,inferred,low,,5,"[0.03356613, 0.36757656, 0.59885732]"
GIRLSF2C_W29,socioeco,inferred,high,,5,"[0.04635194, 0.30753956, 0.64610848]"
GIRLSF2D_W29,socioeco,inferred,low,,5,"[0.01889389, 0.04211054, 0.93899555]"
GIRLSF2D_W29,socioeco,inferred,high,,5,"[0.01518718, 0.05142128, 0.93339149]"
GOPDIRCT_W29,socioeco,inferred,low,,5,"[8e-08, 0.46903834, 0.2497498, 0.28121175]"
GOPDIRCT_W29,socioeco,inferred,high,,5,"[1.9e-07, 0.55868101, 0.17168444, 0.26963432]"
HOOD_NHISB_W29,socioeco,inferred,low,,5,"[1.43e-06, 0.99999452, 3.46e-06, 6e-07]"
HOOD_NHISB_W29,socioeco,inferred,high,,5,"[1.24e-05, 0.99998531, 1.6e-06, 6.7e-07]"
LOCALELECT_W29,socioeco,inferred,low,,5,"[0.09051004, 0.64388956, 0.26558747, 1.293e-05]"
LOCALELECT_W29,socioeco,inferred,high,,5,"[0.12001822, 0.76472223, 0.11524688, 1.268e-05]"
MAN1A_W29,socioeco,inferred,low,,5,"[0.00277292, 0.99710352, 0.00012355, 0.0]"
MAN1A_W29,socioeco,inferred,high,,5,"[0.00129422, 0.99866897, 3.684e-05, 0.0]"
MAN1B_W29,socioeco,inferred,low,,5,"[0.00037171, 0.99962604, 2.23e-06, 0.0]"
MAN1B_W29,socioeco,inferred,high,,5,"[0.00013964, 0.99986012, 2.6e-07, 0.0]"
MAN1C_W29,socioeco,inferred,low,,5,"[0.44671158, 0.55328824, 1.8e-07, 0.0]"
MAN1C_W29,socioeco,inferred,high,,5,"[0.5149305, 0.48506934, 1.4e-07, 0.0]"
MAN1D_W29,socioeco,inferred,low,,5,"[0.00283885, 0.99697696, 0.00018416, 2e-08]"
MAN1D_W29,socioeco,inferred,high,,5,"[0.00245801, 0.99752891, 1.308e-05, 0.0]"
MAN1E_W29,socioeco,inferred,low,,5,"[0.83767048, 0.16232902, 4.7e-07, 2e-08]"
MAN1E_W29,socioeco,inferred,high,,5,"[0.83044323, 0.16955661, 1.5e-07, 1e-08]"
MASC2_W29,socioeco,inferred,low,,5,"[1e-08, 2.8e-07, 0.99949852, 0.00050118]"
MASC2_W29,socioeco,inferred,high,,5,"[0.0, 5e-08, 0.99983854, 0.0001614]"
S12_W29,socioeco,inferred,low,,5,"[0.40609387, 0.48133635, 0.00620454, 0.00355816, 0.03785536, 0.06495174]"
S12_W29,socioeco,inferred,high,,5,"[0.24217702, 0.63468306, 0.03963071, 0.00821255, 0.04059558, 0.03470108]"
S13_W29,socioeco,inferred,low,,5,"[0.00220195, 0.42697814, 0.38910712, 0.01717409, 0.06559189, 0.09894679]"
S13_W29,socioeco,inferred,high,,5,"[0.00167407, 0.73135184, 0.24390873, 0.00778814, 0.00575136, 0.00952586]"
SEENFEM_W29,socioeco,inferred,low,,5,"[0.0, 1.1e-07, 0.00022041, 0.99977946]"
SEENFEM_W29,socioeco,inferred,high,,5,"[0.0, 4e-08, 7.909e-05, 0.99992089]"
SEENMASC_W29,socioeco,inferred,low,,5,"[0.0, 1e-08, 1.746e-05, 0.99998252]"
SEENMASC_W29,socioeco,inferred,high,,5,"[0.0, 0.0, 7.6e-06, 0.99999242]"
TALK_CPS_W29,socioeco,inferred,low,,5,"[0.00024307, 0.01719038, 0.08136684, 0.00659922, 0.76703513, 0.12756537]"
TALK_CPS_W29,socioeco,inferred,high,,5,"[3.572e-05, 0.0017838, 0.05115394, 0.01733838, 0.89052946, 0.0391587]"
WORRYBILL_W29,socioeco,inferred,low,,5,"[1.91e-06, 1.356e-05, 0.53864898, 0.46133554]"
WORRYBILL_W29,socioeco,inferred,high,,5,"[3.99e-06, 4.79e-06, 0.70820063, 0.29179059]"
CLASS_W32,socioeco,inferred,low,,5,"[2e-08, 0.00043824, 0.95133152, 0.04820513, 2.506e-05]"
CLASS_W32,socioeco,inferred,high,,5,"[6e-08, 0.17716414, 0.82276366, 7.116e-05, 9.8e-07]"
COMMIMPA_W32,socioeco,inferred,low,,5,"[0.37609697, 0.62380942, 8.765e-05, 5.95e-06]"
COMMIMPA_W32,socioeco,inferred,high,,5,"[0.26639318, 0.73358732, 1.715e-05, 2.36e-06]"
COMMIMPB_W32,socioeco,inferred,low,,5,"[0.70666748, 0.28863845, 0.00462227, 7.18e-05]"
COMMIMPB_W32,socioeco,inferred,high,,5,"[0.76014297, 0.205693, 0.03402188, 0.00014217]"
COMMIMPC_W32,socioeco,inferred,low,,5,"[0.73461961, 0.26535453, 8.53e-06, 1.733e-05]"
COMMIMPC_W32,socioeco,inferred,high,,5,"[0.8258068, 0.17412844, 2.699e-05, 3.778e-05]"
COMMIMPF_W32,socioeco,inferred,low,,5,"[0.99851246, 0.00148673, 7.5e-07, 4e-08]"
COMMIMPF_W32,socioeco,inferred,high,,5,"[0.97890068, 0.02102272, 7.584e-05, 7.4e-07]"
COMMIMPG_W32,socioeco,inferred,low,,5,"[0.80567308, 0.19432608, 6.9e-07, 1.4e-07]"
COMMIMPG_W32,socioeco,inferred,high,,5,"[0.74335456, 0.25663434, 9.74e-06, 1.37e-06]"
COMMIMPH_W32,socioeco,inferred,low,,5,"[4.76e-06, 0.23565068, 0.74821501, 0.01612953]"
COMMIMPH_W32,socioeco,inferred,high,,5,"[1.78e-06, 0.05694356, 0.7771553, 0.16589936]"
COMMYRS_W32,socioeco,inferred,low,,5,"[0.99832484, 6.76e-06, 0.0002015, 0.00018106, 0.00128588]"
COMMYRS_W32,socioeco,inferred,high,,5,"[0.97522937, 4.7e-06, 0.00051273, 0.00051575, 0.02373744]"
ETHNCMAJ_W32,socioeco,inferred,low,,5,"[0.01022836, 2e-08, 0.98977163]"
ETHNCMAJ_W32,socioeco,inferred,high,,5,"[0.03278906, 3e-08, 0.96721094]"
GAYMARR2_W32,socioeco,inferred,low,,5,"[0.00578838, 0.99421164, 1e-08, 1e-08]"
GAYMARR2_W32,socioeco,inferred,high,,5,"[0.00362165, 0.99637837, 1e-08, 1e-08]"
HARASS2F1_W32,socioeco,inferred,low,,5,"[0.99999993, 0.0, 9e-08]"
HARASS2F1_W32,socioeco,inferred,high,,5,"[1.0, 0.0, 3e-08]"
IMMIMPACT_W32,socioeco,inferred,low,,5,"[1.0, 0.0, 1e-08]"
IMMIMPACT_W32,socioeco,inferred,high,,5,"[1.0, 0.0, 1e-08]"
MOVERURAL_W32,socioeco,inferred,low,,5,"[7.495e-05, 0.0383123, 0.96161278]"
MOVERURAL_W32,socioeco,inferred,high,,5,"[2.58e-06, 0.20800581, 0.79199162]"
MOVESUBURB_W32,socioeco,inferred,low,,5,"[0.87148345, 0.12703396, 0.00148261]"
MOVESUBURB_W32,socioeco,inferred,high,,5,"[0.81294871, 0.18703407, 1.722e-05]"
MOVEURBAN_W32,socioeco,inferred,low,,5,"[0.25582721, 0.74061438, 0.00355838]"
MOVEURBAN_W32,socioeco,inferred,high,,5,"[0.60630218, 0.39368455, 1.33e-05]"
NEIGHINTERA_W32,socioeco,inferred,low,,5,"[2.14e-05, 0.00075245, 0.06104744, 0.25075677, 0.56800831, 0.11941363]"
NEIGHINTERA_W32,socioeco,inferred,high,,5,"[3.1e-07, 3.166e-05, 0.00126555, 0.1206801, 0.82894745, 0.04907493]"
NEIGHINTERB_W32,socioeco,inferred,low,,5,"[1.6e-07, 2.47e-06, 0.00017589, 0.01226228, 0.75087173, 0.2366875]"
NEIGHINTERB_W32,socioeco,inferred,high,,5,"[7e-08, 1.15e-06, 0.00017142, 0.03644986, 0.88573773, 0.07763976]"
NEIGHKIDS_W32,socioeco,inferred,low,,5,"[0.10028383, 0.02683348, 0.8728827]"
NEIGHKIDS_W32,socioeco,inferred,high,,5,"[0.04941469, 0.09334873, 0.85723659]"
NEIGHSAMEA_W32,socioeco,inferred,low,,5,"[3e-08, 3.017e-05, 8.41e-06, 0.99922105, 0.00074032]"
NEIGHSAMEA_W32,socioeco,inferred,high,,5,"[2e-08, 7.869e-05, 6.27e-06, 0.99966767, 0.00024734]"
SATLIFED_W32,socioeco,inferred,low,,5,"[0.01075465, 0.98592856, 0.0032207, 9.607e-05]"
SATLIFED_W32,socioeco,inferred,high,,5,"[0.00100826, 0.99248618, 0.0063977, 0.00010787]"
SOCTRUST2_W32,socioeco,inferred,low,,5,"[1.0, 0.0]"
SOCTRUST2_W32,socioeco,inferred,high,,5,"[1.0, 0.0]"
VALUERURAL_W32,socioeco,inferred,low,,5,"[0.0, 0.99928099, 0.00071899, 2e-08]"
VALUERURAL_W32,socioeco,inferred,high,,5,"[0.0, 0.99895525, 0.00104471, 5e-08]"
WHADVANT_W32,socioeco,inferred,low,,5,"[0.4272355, 0.57276053, 9.6e-07, 3.02e-06]"
WHADVANT_W32,socioeco,inferred,high,,5,"[0.22508584, 0.77491005, 1.13e-06, 3.02e-06]"
WILLMOVE_W32,socioeco,inferred,low,,5,"[3.1e-07, 0.2100345, 0.78990456, 6.063e-05]"
WILLMOVE_W32,socioeco,inferred,high,,5,"[6.31e-06, 0.33371166, 0.66626716, 1.488e-05]"
EAT1_W34,socioeco,inferred,low,,5,"[1.808e-05, 0.99512819, 0.00479161, 6.055e-05, 1.57e-06]"
EAT1_W34,socioeco,inferred,high,,5,"[0.00115571, 0.98236223, 0.01637489, 8.373e-05, 2.346e-05]"
EAT2_W34,socioeco,inferred,low,,5,"[5e-08, 0.82519765, 0.10704078, 0.0626321, 0.00512941]"
EAT2_W34,socioeco,inferred,high,,5,"[1e-08, 0.83574725, 0.14183191, 0.0215219, 0.00089894]"
EAT5B_W34,socioeco,inferred,low,,5,"[1e-08, 0.85716559, 0.14283443, 1e-08]"
EAT5B_W34,socioeco,inferred,high,,5,"[1e-08, 0.99812752, 0.00187249, 0.0]"
EAT5C_W34,socioeco,inferred,low,,5,"[0.0, 1.3e-06, 0.99999869, 1e-08]"
EAT5C_W34,socioeco,inferred,high,,5,"[0.0, 9.6e-07, 0.99999902, 1e-08]"
EAT5D_W34,socioeco,inferred,low,,5,"[0.0, 2e-07, 0.99999981, 1e-08]"
EAT5D_W34,socioeco,inferred,high,,5,"[0.0, 1.4e-07, 0.99999983, 1e-08]"
EVOBIOA_W34,socioeco,inferred,low,,5,"[1.0, 0.0, 0.0]"
EVOBIOA_W34,socioeco,inferred,high,,5,"[1.0, 0.0, 0.0]"
EVOBIOB_W34,socioeco,inferred,low,,5,"[1.0, 0.0]"
EVOBIOB_W34,socioeco,inferred,high,,5,"[1.0, 0.0]"
EVOPERS3_W34,socioeco,inferred,low,,5,"[1.0, 2e-08, 0.0]"
EVOPERS3_W34,socioeco,inferred,high,,5,"[0.9999999, 1e-07, 0.0]"
EVOTHREE_W34,socioeco,inferred,low,,5,"[0.99999993, 9e-08]"
EVOTHREE_W34,socioeco,inferred,high,,5,"[0.99999852, 1.46e-06]"
FUD22_W34,socioeco,inferred,low,,5,"[8.78e-06, 0.15821147, 0.78654434, 0.05523539]"
FUD22_W34,socioeco,inferred,high,,5,"[6.41e-06, 0.17159727, 0.77467833, 0.05371796]"
FUD24_W34,socioeco,inferred,low,,5,"[0.81197508, 0.0, 0.18802493]"
FUD24_W34,socioeco,inferred,high,,5,"[0.98796912, 0.0, 0.01203087]"
FUD33B_W34,socioeco,inferred,low,,5,"[0.0, 0.0, 1.0]"
FUD33B_W34,socioeco,inferred,high,,5,"[0.0, 0.0, 1.0]"
FUD35_W34,socioeco,inferred,low,,5,"[5.2e-07, 8.968e-05, 0.84321014, 0.15669966]"
FUD35_W34,socioeco,inferred,high,,5,"[0.0083257, 0.1302704, 0.41922186, 0.44218203]"
FUD37A_W34,socioeco,inferred,low,,5,"[0.000521, 0.88203588, 0.11744057, 2.52e-06]"
FUD37A_W34,socioeco,inferred,high,,5,"[0.00222995, 0.75258488, 0.24518275, 2.43e-06]"
FUD37B_W34,socioeco,inferred,low,,5,"[0.0, 1.47e-06, 0.99999838, 1.5e-07]"
FUD37B_W34,socioeco,inferred,high,,5,"[0.0, 1.34e-06, 0.99999854, 1.3e-07]"
FUD37C_W34,socioeco,inferred,low,,5,"[7.51e-06, 0.61672471, 0.38326755, 2.2e-07]"
FUD37C_W34,socioeco,inferred,high,,5,"[5.41e-06, 0.85088137, 0.14911314, 4e-08]"
BETTERBIZ1F2D_W36,socioeco,inferred,low,,5,"[0.0, 0.0, 1.0]"
BETTERBIZ1F2D_W36,socioeco,inferred,high,,5,"[0.0, 0.0, 1.0]"
BETTERBIZ1F2E_W36,socioeco,inferred,low,,5,"[0.0, 0.0, 1.0]"
BETTERBIZ1F2E_W36,socioeco,inferred,high,,5,"[0.0, 0.0, 1.0]"
BETTERBIZ1F2H_W36,socioeco,inferred,low,,5,"[0.0, 0.0, 1.0]"
BETTERBIZ1F2H_W36,socioeco,inferred,high,,5,"[0.0, 0.0, 1.0]"
BETTERBIZ2F2C_W36,socioeco,inferred,low,,5,"[0.0, 0.0, 1.0]"
BETTERBIZ2F2C_W36,socioeco,inferred,high,,5,"[0.0, 0.0, 1.0]"
BETTERBIZ2F2E_W36,socioeco,inferred,low,,5,"[0.0, 0.0, 1.0]"
BETTERBIZ2F2E_W36,socioeco,inferred,high,,5,"[0.0, 0.0, 1.0]"
BETTERBIZ2F2F_W36,socioeco,inferred,low,,5,"[0.0, 0.0, 1.0]"
BETTERBIZ2F2F_W36,socioeco,inferred,high,,5,"[0.0, 0.0, 1.0]"
BETTERPOL1F1B_W36,socioeco,inferred,low,,5,"[0.0, 0.0, 1.0]"
BETTERPOL1F1B_W36,socioeco,inferred,high,,5,"[0.0, 0.0, 1.0]"
BETTERPOL1F1E_W36,socioeco,inferred,low,,5,"[0.0, 0.0, 1.0]"
BETTERPOL1F1E_W36,socioeco,inferred,high,,5,"[0.0, 0.0, 1.0]"
BETTERPOL1F1I_W36,socioeco,inferred,low,,5,"[0.0, 3e-08, 0.99999998]"
BETTERPOL1F1I_W36,socioeco,inferred,high,,5,"[0.0, 4e-08, 0.99999998]"
BETTERPOL2F1A_W36,socioeco,inferred,low,,5,"[0.0, 0.0, 1.0]"
BETTERPOL2F1A_W36,socioeco,inferred,high,,5,"[0.0, 0.0, 1.0]"
BETTERPOL2F1C_W36,socioeco,inferred,low,,5,"[0.0, 0.0, 1.0]"
BETTERPOL2F1C_W36,socioeco,inferred,high,,5,"[0.0, 0.0, 1.0]"
BETTERPOL2F1D_W36,socioeco,inferred,low,,5,"[0.0, 0.0, 1.0]"
BETTERPOL2F1D_W36,socioeco,inferred,high,,5,"[0.0, 0.0, 1.0]"
BETTERPOL2F1F_W36,socioeco,inferred,low,,5,"[0.0, 0.0, 1.0]"
BETTERPOL2F1F_W36,socioeco,inferred,high,,5,"[0.0, 0.0, 1.0]"
E5_W36,socioeco,inferred,low,,5,"[2.35e-06, 5.1e-07, 0.99999716]"
E5_W36,socioeco,inferred,high,,5,"[1.42e-06, 3.1e-07, 0.99999828]"
ESSENBIZF2E_W36,socioeco,inferred,low,,5,"[0.21334278, 0.78664528, 1.194e-05]"
ESSENBIZF2E_W36,socioeco,inferred,high,,5,"[0.9107549, 0.08924505, 6e-08]"
ESSENBIZF2J_W36,socioeco,inferred,low,,5,"[0.44549321, 0.55450645, 3.5e-07]"
ESSENBIZF2J_W36,socioeco,inferred,high,,5,"[0.99966016, 0.00033983, 1e-08]"
ESSENPOLF1A_W36,socioeco,inferred,low,,5,"[0.99936218, 0.00063732, 4.8e-07]"
ESSENPOLF1A_W36,socioeco,inferred,high,,5,"[0.99998705, 1.279e-05, 1.2e-07]"
ESSENPOLF1B_W36,socioeco,inferred,low,,5,"[0.02547141, 0.97371399, 0.0008146]"
ESSENPOLF1B_W36,socioeco,inferred,high,,5,"[0.00617851, 0.99366049, 0.000161]"
ESSENPOLF1D_W36,socioeco,inferred,low,,5,"[0.00374002, 0.85002401, 0.14623595]"
ESSENPOLF1D_W36,socioeco,inferred,high,,5,"[0.00450155, 0.99492457, 0.00057387]"
ESSENPOLF1G_W36,socioeco,inferred,low,,5,"[0.00247164, 0.99162173, 0.00590663]"
ESSENPOLF1G_W36,socioeco,inferred,high,,5,"[0.00944299, 0.99024969, 0.00030735]"
ESSENPOLF1H_W36,socioeco,inferred,low,,5,"[0.94556271, 0.05443575, 1.54e-06]"
ESSENPOLF1H_W36,socioeco,inferred,high,,5,"[0.99985012, 0.00014975, 1e-07]"
HIGHEDWRNGB_W36,socioeco,inferred,low,,5,"[8.6e-07, 0.31995745, 0.6800417]"
HIGHEDWRNGB_W36,socioeco,inferred,high,,5,"[0.00015373, 0.9026049, 0.09724135]"
HIGHEDWRNGC_W36,socioeco,inferred,low,,5,"[7e-08, 0.13259939, 0.8674005]"
HIGHEDWRNGC_W36,socioeco,inferred,high,,5,"[3.826e-05, 0.68544603, 0.31451571]"
IMPROVE1_W36,socioeco,inferred,low,,5,"[0.99999716, 2.85e-06, 0.0, 0.0]"
IMPROVE1_W36,socioeco,inferred,high,,5,"[0.9999995, 5.4e-07, 0.0, 0.0]"
IMPROVE2_W36,socioeco,inferred,low,,5,"[2.519e-05, 0.98670269, 0.01327212, 2e-08]"
IMPROVE2_W36,socioeco,inferred,high,,5,"[0.00010449, 0.99957824, 0.00031725, 1e-08]"
IMPROVE3_W36,socioeco,inferred,low,,5,"[0.99905715, 0.00094287, 0.0, 0.0]"
IMPROVE3_W36,socioeco,inferred,high,,5,"[0.99994929, 5.071e-05, 0.0, 0.0]"
MOREWMN1F2_W36,socioeco,inferred,low,,5,"[0.65296293, 1e-08, 0.34703707]"
MOREWMN1F2_W36,socioeco,inferred,high,,5,"[0.50788069, 1e-08, 0.49211933]"
