attribute,group_a,group_b,channel,magnitude,regime,n_questions,n_predictions,strict_accuracy,log_odds_slope_per_gap_sd,odds_ratio_per_gap_sd,slope_ci95_low,slope_ci95_high,cluster_robust_p_slope_le_zero
age,30-49,65+,steered,20.0,Steered N=20,482,964,0.48651452282157676,-0.08754279646067038,0.916179661565004,-0.1802610219712278,0.00517542904988702,0.9678860775128592
education,Less than high school,High school graduate,declared,,Declared,486,972,0.22633744855967078,0.19736183626622983,1.2181847443893004,0.0748356250408233,0.31988804749163635,0.0007966955926257748
education,Less than high school,College graduate/some postgrad,declared,,Declared,486,972,0.4331275720164609,0.21829035222820808,1.2439481983201308,0.1344398594055457,0.30214084505087047,1.675772652963378e-07
education,Less than high school,High school graduate,steered,0.0,Neutral (N=0),486,972,0.2139917695473251,0.15325812880932338,1.1656258217184505,0.032319850016715626,0.27419640760193115,0.006499524740938359
education,Less than high school,College graduate/some postgrad,steered,0.0,Neutral (N=0),486,972,0.411522633744856,0.11909506087402248,1.1264769970866795,0.06224702118593954,0.17594310056210544,2.0115810633736613e-05
education,Less than high school,High school graduate,steered,2.0,Steered N=2,486,972,0.37962962962962965,0.14973617594017788,1.1615277633316232,0.005320174833456787,0.294152177046899,0.021066458615687643
education,Less than high school,College graduate/some postgrad,steered,2.0,Steered N=2,486,972,0.36728395061728397,0.02210237445829251,1.0223484414811272,-0.08984309697936677,0.13404784589595178,0.34938552238819864
education,Less than high school,High school graduate,steered,4.0,Steered N=4,486,972,0.37037037037037035,0.09407910234342995,1.0986466480045076,-0.0402243981649463,0.2283826028518062,0.08488041589003553
education,Less than high school,College graduate/some postgrad,steered,4.0,Steered N=4,486,972,0.345679012345679,0.07851083853132844,1.0816750788679723,-0.03257770919374005,0.18959938625639694,0.08299375172626855
education,Less than high school,High school graduate,steered,6.0,Steered N=6,486,972,0.37962962962962965,0.11500390553537361,1.1218778190968897,-0.017796998242937442,0.24780480931368465,0.044816648515543206
education,Less than high school,College graduate/some postgrad,steered,6.0,Steered N=6,486,972,0.3497942386831276,0.13266879885602773,1.1418717464669275,0.02594548517647223,0.23939211253558323,0.00741518232477228
education,Less than high school,High school graduate,steered,8.0,Steered N=8,486,972,0.3816872427983539,0.13266510445348706,1.1418675279408386,-0.004253962686504326,0.26958417159347847,0.028775374456912174
education,Less than high school,College graduate/some postgrad,steered,8.0,Steered N=8,486,972,0.3477366255144033,0.13775434330809522,1.1476935770338355,0.03015951370885446,0.245349172907336,0.006046815053135444
education,Less than high school,High school graduate,steered,10.0,Steered N=10,486,972,0.3816872427983539,0.09452879940326923,1.099140817276824,-0.035190311551007894,0.22424791035754638,0.07660427140052933
education,Less than high school,College graduate/some postgrad,steered,10.0,Steered N=10,486,972,0.345679012345679,0.13470491984893,1.1441991040879047,0.027018613762802096,0.24239122593505788,0.007107850183904102
education,Less than high school,High school graduate,steered,12.0,Steered N=12,486,972,0.3816872427983539,0.09197278525319894,1.096334985195786,-0.03755506684047627,0.22150063734687414,0.08200341842164194
education,Less than high school,College graduate/some postgrad,steered,12.0,Steered N=12,486,972,0.3446502057613169,0.1291444343664668,1.1378544575854619,0.021347482186289624,0.23694138654664398,0.009433536410577446
education,Less than high school,High school graduate,steered,14.0,Steered N=14,486,972,0.3837448559670782,0.08697141760016656,1.0908654997188028,-0.04257544298445702,0.21651827818479014,0.09411253103151773
education,Less than high school,College graduate/some postgrad,steered,14.0,Steered N=14,486,972,0.345679012345679,0.12083791956760741,1.1284419991772634,0.012638335983244126,0.2290375031519707,0.01430062553802148
education,Less than high school,High school graduate,steered,16.0,Steered N=16,486,972,0.38271604938271603,0.08610031437386202,1.089915657028113,-0.04349995012433609,0.21570057887206012,0.09643567959944888
education,Less than high school,College graduate/some postgrad,steered,16.0,Steered N=16,486,972,0.34670781893004116,0.12086754591435844,1.1284754312864524,0.012634759660883496,0.22910033216783338,0.014305532850110112
education,Less than high school,High school graduate,steered,18.0,Steered N=18,486,972,0.38271604938271603,0.07398130434606494,1.0767866740770151,-0.05422063069468626,0.20218323938681615,0.12901610789742035
education,Less than high school,College graduate/some postgrad,steered,18.0,Steered N=18,486,972,0.34670781893004116,0.12025538091499305,1.1277848295274546,0.011882110255830497,0.2286286515741556,0.014818971372563664
education,Less than high school,High school graduate,steered,20.0,Steered N=20,486,972,0.3816872427983539,0.06664987182711822,1.0689211532372334,-0.06110410619353775,0.1944038498477742,0.15326233238434284
education,Less than high school,College graduate/some postgrad,steered,20.0,Steered N=20,486,972,0.34670781893004116,0.12651516315753245,1.134866659207539,0.018255678687154678,0.23477464762791023,0.010995807756025096
education,High school graduate,College graduate/some postgrad,declared,,Declared,486,972,0.3734567901234568,0.10384380116037858,1.1094271501474355,0.018216014273869374,0.1894715880468878,0.008727983304240398
education,High school graduate,College graduate/some postgrad,steered,0.0,Neutral (N=0),486,972,0.37448559670781895,0.06465872619621765,1.0667948931024682,-0.0077927510791512,0.1371102034715865,0.040129444252518104
education,High school graduate,College graduate/some postgrad,steered,2.0,Steered N=2,486,972,0.31069958847736623,0.10364669351307433,1.1092084951220111,-0.020106065079764743,0.2273994521059134,0.0503406610437102
education,High school graduate,College graduate/some postgrad,steered,4.0,Steered N=4,486,972,0.2736625514403292,0.11494091931310955,1.121807158476569,-0.01341819831340603,0.24330003693962515,0.03962035971680216
education,High school graduate,College graduate/some postgrad,steered,6.0,Steered N=6,486,972,0.2664609053497942,0.04204688458861376,1.042943375575612,-0.09303884403787509,0.1771326132151026,0.27090736783556163
education,High school graduate,College graduate/some postgrad,steered,8.0,Steered N=8,486,972,0.26851851851851855,0.013717525748931116,1.0138120426903057,-0.12291259632942428,0.15034764782728652,0.4219990636970343
education,High school graduate,College graduate/some postgrad,steered,10.0,Steered N=10,486,972,0.2664609053497942,0.019939663824694143,1.0201397868368174,-0.11685257596530396,0.15673190361469225,0.38755339746457595
education,High school graduate,College graduate/some postgrad,steered,12.0,Steered N=12,486,972,0.2654320987654321,0.010596969532665873,1.010653316273314,-0.12752448834862617,0.1487184274139579,0.4402342505170691
education,High school graduate,College graduate/some postgrad,steered,14.0,Steered N=14,486,972,0.26440329218106995,0.00540196939912992,1.0054165863440683,-0.13373081843631393,0.1445347572345738,0.4696701850120879
education,High school graduate,College graduate/some postgrad,steered,16.0,Steered N=16,486,972,0.26440329218106995,0.0008775580569879332,1.00087794322372,-0.13899043198801198,0.14074554810198786,0.4950941675099672
education,High school graduate,College graduate/some postgrad,steered,18.0,Steered N=18,486,972,0.26440329218106995,-0.006173165878690892,0.9938458489624159,-0.14648464758876617,0.1341383158313844,0.5343591887880348
education,High school graduate,College graduate/some postgrad,steered,20.0,Steered N=20,486,972,0.2654320987654321,-0.006718147484097427,0.9933043688178829,-0.1467247822023126,0.13328848723411774,0.5374651249471216
socioeco,"Less than $30,000","$100,000 or more",declared,,Declared,486,972,0.5504115226337448,0.28483105196648056,1.329537386418695,0.18584865640539977,0.38381344752756136,8.498442945392747e-09
socioeco,"Less than $30,000","$100,000 or more",steered,0.0,Neutral (N=0),486,972,0.49897119341563784,0.0027385189276373473,1.0027422720958545,-0.0028935256712427234,0.008370563526517417,0.17028790166904828
socioeco,"Less than $30,000","$100,000 or more",steered,2.0,Steered N=2,486,972,0.5020576131687243,0.04821848447869782,1.0493999078713139,-0.0616316813699435,0.15806865032733913,0.1948014821959279
socioeco,"Less than $30,000","$100,000 or more",steered,4.0,Steered N=4,486,972,0.5,0.054064482240982495,1.0555526643619277,-0.05660997737267166,0.16473894185463667,0.16916752436830318
socioeco,"Less than $30,000","$100,000 or more",steered,6.0,Steered N=6,486,972,0.5082304526748971,0.043083258715181295,1.0440248153968632,-0.07416019604440133,0.1603267134747639,0.23568924671286978
socioeco,"Less than $30,000","$100,000 or more",steered,8.0,Steered N=8,486,972,0.507201646090535,0.05531206192580108,1.0568703722241088,-0.05918209804590107,0.16980622189750322,0.1718512756133515
socioeco,"Less than $30,000","$100,000 or more",steered,10.0,Steered N=10,486,972,0.507201646090535,0.07439869632213666,1.0772362100045338,-0.03996808383392633,0.18876547647819966,0.1011487407543123
socioeco,"Less than $30,000","$100,000 or more",steered,12.0,Steered N=12,486,972,0.5092592592592593,0.07234222881689495,1.0750231850300815,-0.042387904387629266,0.18707236202141916,0.10825467833772556
socioeco,"Less than $30,000","$100,000 or more",steered,14.0,Steered N=14,486,972,0.5113168724279835,0.07686636298776836,1.0798977524401525,-0.03765589510682693,0.19138862108236365,0.094165033381863
socioeco,"Less than $30,000","$100,000 or more",steered,16.0,Steered N=16,486,972,0.5154320987654321,0.08781072745741286,1.0917814582183756,-0.02220349076085415,0.19782494567567988,0.05885886207521512
socioeco,"Less than $30,000","$100,000 or more",steered,18.0,Steered N=18,486,972,0.5154320987654321,0.09262160337639402,1.0970465380124939,-0.017662421293631797,0.20290562804641984,0.04987176391262206
socioeco,"Less than $30,000","$100,000 or more",steered,20.0,Steered N=20,486,972,0.5164609053497943,0.08870813246711509,1.092761668125338,-0.021730285729912563,0.19914655066414275,0.05770409837979431
