attribute,magnitude,prompt_variant,n_profiles,strict_accuracy,mean_target_probability,mean_target_margin,refusal_prediction_rate,unique_prediction_fraction,complete_collapse,all_profiles_correct,mean_pairwise_js
age,12.0,represented_profile,4,0.25,0.28433817401752887,0.08016798302959831,0.0,0.5,0,0,0.19822204850564748
age,12.0,user_role,4,0.25,0.23517513764708511,0.01679105331343679,0.0,0.5,0,0,0.17768493558900544
age,14.0,current_perspective,4,0.25,0.1506867804890292,-0.0828959039551011,0.25,0.5,0,0,0.24408347862817079
age,14.0,represented_profile,4,0.25,0.22777349496231986,0.011470965884985126,0.0,0.5,0,0,0.19665259987482944
age,14.0,user_role,4,0.25,0.19154059421239347,-0.03508500759523809,0.0,0.75,0,0,0.19605645284452036
age,16.0,current_perspective,4,0.25,0.13264069465089867,-0.10239258824836245,0.25,0.5,0,0,0.25822384443634144
age,16.0,represented_profile,4,0.25,0.1825021939013271,-0.04263583979026131,0.0,0.75,0,0,0.20733098509464998
age,16.0,user_role,4,0.25,0.16380968638365745,-0.06775338916941723,0.0,0.75,0,0,0.2161180901551167
age,18.0,current_perspective,4,0.25,0.12149344790078816,-0.11428691416606684,0.25,0.5,0,0,0.26474322328901817
age,18.0,represented_profile,4,0.25,0.15805280240581177,-0.07156903038677093,0.0,0.75,0,0,0.2135624928113761
age,18.0,user_role,4,0.25,0.14687622595631564,-0.08805055732755179,0.0,0.75,0,0,0.22690717691739928
age,20.0,current_perspective,4,0.0,0.11461641123322444,-0.12189091757892226,0.5,0.5,0,0,0.26317018389735963
age,20.0,represented_profile,4,0.25,0.14551551445253758,-0.08661956887852915,0.0,0.75,0,0,0.21061869891226034
age,20.0,user_role,4,0.25,0.1359377763894333,-0.10173168902586349,0.0,0.75,0,0,0.22737833465273397
education,0.0,current_perspective,3,0.3333333333333333,0.3285293894212737,0.0,0.0,0.3333333333333333,1,0,0.0
education,0.0,represented_profile,3,0.3333333333333333,0.33176293533421963,0.0,0.0,0.3333333333333333,1,0,0.0
education,0.0,user_role,3,0.3333333333333333,0.332110443551665,0.0,0.0,0.3333333333333333,1,0,0.0
education,2.0,current_perspective,3,0.3333333333333333,0.3325497053741726,0.022442740981019282,0.0,0.3333333333333333,1,0,0.02258938630846863
education,2.0,represented_profile,3,0.3333333333333333,0.3492435477478051,0.031045048443819796,0.0,0.3333333333333333,1,0,0.013913129422252235
education,2.0,user_role,3,0.3333333333333333,0.34251559414316807,0.020552792635310995,0.0,0.3333333333333333,1,0,0.011375434850686109
education,4.0,current_perspective,3,0.3333333333333333,0.30630634820414643,0.028207996335636754,0.0,0.3333333333333333,1,0,0.05637078653261726
education,4.0,represented_profile,3,0.3333333333333333,0.42608428306851603,0.16742781177920454,0.0,0.3333333333333333,1,0,0.10130728965981396
education,4.0,user_role,3,0.3333333333333333,0.37068263702898374,0.08441857864620413,0.0,0.3333333333333333,1,0,0.05860664606082005
education,6.0,current_perspective,3,0.0,0.27059384016866456,0.009909154408536902,0.0,0.6666666666666666,0,0,0.07414103148500616
education,6.0,represented_profile,3,0.6666666666666666,0.48928716934188915,0.274918459973696,0.0,0.6666666666666666,0,0,0.15485923117461245
education,6.0,user_role,3,0.3333333333333333,0.3581268371144318,0.1019409773646741,0.0,0.3333333333333333,1,0,0.06087491276358139
education,8.0,current_perspective,3,0.0,0.2545951382931586,-0.026490629325793314,0.0,0.6666666666666666,0,0,0.10403864366244732
education,8.0,represented_profile,3,0.6666666666666666,0.505918873162114,0.30132272585159153,0.0,0.6666666666666666,0,0,0.19048286494024758
education,8.0,user_role,3,0.3333333333333333,0.3161342575876768,0.08080581766284925,0.0,0.6666666666666666,0,0,0.09023060592531518
education,10.0,current_perspective,3,0.0,0.23884819562992277,-0.0724521638148818,0.0,1.0,0,0,0.12427956556284103
education,10.0,represented_profile,3,0.6666666666666666,0.4695314389518909,0.25065150268473496,0.0,0.6666666666666666,0,0,0.20200922522549544
education,10.0,user_role,3,0.6666666666666666,0.2817948525198587,0.025177940862742287,0.0,0.6666666666666666,0,0,0.1466880382799879
education,12.0,current_perspective,3,0.3333333333333333,0.21469312692604278,-0.12357501183278441,0.0,0.6666666666666666,0,0,0.1466241091625434
education,12.0,represented_profile,3,0.6666666666666666,0.4049597759388166,0.16135688978847418,0.0,0.6666666666666666,0,0,0.20224714251006168
education,12.0,user_role,3,0.3333333333333333,0.2643596347276878,-0.014743980398308015,0.0,0.6666666666666666,0,0,0.18508291942651056
education,14.0,current_perspective,3,0.0,0.19571281386279615,-0.15989523101468625,0.0,0.6666666666666666,0,0,0.16493580983039605
education,14.0,represented_profile,3,0.6666666666666666,0.3480366914202448,0.08224708537545543,0.0,0.6666666666666666,0,0,0.20204644527610172
education,14.0,user_role,3,0.3333333333333333,0.2612679451592636,-0.029092207294643624,0.0,0.6666666666666666,0,0,0.1986277713280502
education,16.0,current_perspective,3,0.0,0.18914839921981266,-0.17265613104672642,0.0,0.6666666666666666,0,0,0.17036743308422675
education,16.0,represented_profile,3,0.6666666666666666,0.31385007298078604,0.034711837782954856,0.0,0.6666666666666666,0,0,0.196512951595233
education,16.0,user_role,3,0.3333333333333333,0.26639272390140406,-0.02643027747734585,0.0,0.6666666666666666,0,0,0.19345744599933637
education,18.0,current_perspective,3,0.0,0.19160600168648245,-0.1684702734619877,0.0,0.6666666666666666,0,0,0.16531888024642394
education,18.0,represented_profile,3,0.6666666666666666,0.2955527786871975,0.010404870860668334,0.0,0.6666666666666666,0,0,0.1859492697231072
education,18.0,user_role,3,0.3333333333333333,0.27386440799411504,-0.017080730924861214,0.0,0.6666666666666666,0,0,0.18194425101385028
education,20.0,current_perspective,3,0.0,0.19913796839102993,-0.15462820856859066,0.0,0.6666666666666666,0,0,0.1558967167347116
education,20.0,represented_profile,3,0.6666666666666666,0.28763140054294084,0.0012124799312876928,0.0,0.6666666666666666,0,0,0.1731719759858125
education,20.0,user_role,3,0.3333333333333333,0.27999269122855747,-0.007358518034868218,0.0,0.6666666666666666,0,0,0.16951972965617754
gender,0.0,current_perspective,2,0.0,0.16736233736294043,0.0,1.0,0.0,1,0,0.0
gender,0.0,represented_profile,2,0.0,0.08621211915192273,0.0,1.0,0.0,1,0,0.0
gender,0.0,user_role,2,0.0,0.133084690077831,0.0,1.0,0.0,1,0,0.0
gender,2.0,current_perspective,2,0.0,0.16906398720369264,-0.04981781504468506,1.0,0.0,1,0,0.003341937802300348
gender,2.0,represented_profile,2,0.0,0.13695044569448192,0.0016061409002626342,1.0,0.0,1,0,0.0005441843210137057
gender,2.0,user_role,2,0.0,0.1521838542588078,-0.01957418512599214,1.0,0.0,1,0,0.0013318630780124307
gender,4.0,current_perspective,2,0.0,0.19265342018291517,-0.11552825855230528,1.0,0.0,1,0,0.01545504603534634
gender,4.0,represented_profile,2,0.0,0.24619769207858033,0.016077050566298698,1.0,0.0,1,0,0.0005966172906353715
gender,4.0,user_role,2,0.0,0.2436509091649376,-0.014885791928599512,1.0,0.0,1,0,0.0004006150041382939
gender,6.0,current_perspective,2,0.0,0.27195047604427147,-0.058573336133927845,0.5,0.5,0,0,0.01181620233758518
gender,6.0,represented_profile,2,0.5,0.38107809448522606,0.11494408426344394,0.0,0.5,1,0,0.013254231621862443
gender,6.0,user_role,2,0.0,0.330591082694319,0.029727143514092447,0.5,0.5,0,0,0.005253865487378426
gender,8.0,current_perspective,2,0.5,0.3871271976297631,0.1176898868312974,0.5,0.5,0,0,0.04251145314415853
gender,8.0,represented_profile,2,1.0,0.47305997799624905,0.23252809461038,0.0,1.0,0,1,0.06356055833512637
gender,8.0,user_role,2,1.0,0.4111892877132518,0.14639744733030688,0.0,1.0,0,1,0.040422573209094814
gender,10.0,current_perspective,2,0.5,0.4797221601854621,0.25448660746153495,0.5,0.5,0,0,0.09528338132975983
gender,10.0,represented_profile,2,1.0,0.5232699524883464,0.30745698925260306,0.0,1.0,0,1,0.11293379522285887
gender,10.0,user_role,2,1.0,0.4863358372478004,0.2497014901804392,0.0,1.0,0,1,0.07972638876369187
gender,12.0,current_perspective,2,1.0,0.5412995585605568,0.33559385187039004,0.0,1.0,0,1,0.12308972725422024
gender,12.0,represented_profile,2,1.0,0.5430810390258943,0.33668345068479344,0.0,1.0,0,1,0.13350232835135803
gender,12.0,user_role,2,1.0,0.5291223573198119,0.30011689643496475,0.0,1.0,0,1,0.09740912331904593
gender,14.0,current_perspective,2,1.0,0.5739067627619859,0.3731043348384274,0.0,1.0,0,1,0.13141387133989327
gender,14.0,represented_profile,2,1.0,0.550293378063119,0.34460582231444015,0.0,1.0,0,1,0.13585565886597323
gender,14.0,user_role,2,1.0,0.5520100444749682,0.3269718805372729,0.0,1.0,0,1,0.10343236046728324
gender,16.0,current_perspective,2,1.0,0.5863407564602787,0.3810306230668743,0.0,1.0,0,1,0.12796838025924828
gender,16.0,represented_profile,2,1.0,0.5506377772546365,0.3369798833552389,0.0,1.0,0,1,0.1268072344425618
gender,16.0,user_role,2,1.0,0.5617626520775165,0.3343524716558355,0.0,1.0,0,1,0.10105700174053103
gender,18.0,current_perspective,2,1.0,0.5890126442970411,0.37444263097328284,0.0,1.0,0,1,0.11844781947366967
gender,18.0,represented_profile,2,1.0,0.5480997023711964,0.32153500516198463,0.0,1.0,0,1,0.11275896736955329
gender,18.0,user_role,2,1.0,0.5650062392650175,0.3313566347552349,0.0,1.0,0,1,0.09442402667574656
gender,20.0,current_perspective,2,1.0,0.5871856466041576,0.36108295390015654,0.0,1.0,0,1,0.10659646378736518
gender,20.0,represented_profile,2,1.0,0.5450998686874345,0.30395814115694864,0.0,1.0,0,1,0.09720608134282116
gender,20.0,user_role,2,1.0,0.5652590090608772,0.32242063236812646,0.0,1.0,0,1,0.08512677924391457
socioeco,0.0,current_perspective,3,0.3333333333333333,0.31732909839341716,0.0,0.0,0.3333333333333333,1,0,0.0
socioeco,0.0,represented_profile,3,0.3333333333333333,0.3323997399928246,-3.700743415417188e-17,0.0,0.3333333333333333,1,0,0.0
socioeco,0.0,user_role,3,0.3333333333333333,0.32884874803283937,-3.700743415417188e-17,0.0,0.3333333333333333,1,0,0.0
socioeco,2.0,current_perspective,3,0.3333333333333333,0.38672217386557106,0.1204203147186043,0.0,0.3333333333333333,1,0,0.0280194273820271
socioeco,2.0,represented_profile,3,0.3333333333333333,0.34442663430139425,0.020816791841151705,0.0,0.3333333333333333,1,0,0.007549984166358062
socioeco,2.0,user_role,3,0.3333333333333333,0.34038394521932025,0.022503279437796953,0.0,0.3333333333333333,1,0,0.005385131767953602
socioeco,4.0,current_perspective,3,0.3333333333333333,0.4623692764105045,0.26643538454382004,0.0,0.3333333333333333,1,0,0.10014217319239112
socioeco,4.0,represented_profile,3,0.3333333333333333,0.42300282578500803,0.15478183401292164,0.0,0.3333333333333333,1,0,0.06838734350849231
socioeco,4.0,user_role,3,0.3333333333333333,0.3793309800503785,0.1018443438559189,0.0,0.3333333333333333,1,0,0.03410688333171337
socioeco,6.0,current_perspective,3,0.6666666666666666,0.4729803513858732,0.30735532132487137,0.0,0.6666666666666666,0,0,0.14888813465619347
socioeco,6.0,represented_profile,3,0.6666666666666666,0.5761970472531827,0.4027265167602257,0.0,0.6666666666666666,0,0,0.21256704817921057
socioeco,6.0,user_role,3,0.3333333333333333,0.44956032394998524,0.2507322201034903,0.0,0.3333333333333333,1,0,0.0943386564018719
socioeco,8.0,current_perspective,3,0.6666666666666666,0.44868930611870383,0.2774041229641719,0.0,0.6666666666666666,0,0,0.14263078604375845
socioeco,8.0,represented_profile,3,0.6666666666666666,0.6131709185129135,0.4665213482499199,0.0,0.6666666666666666,0,0,0.25522385510854473
socioeco,8.0,user_role,3,0.6666666666666666,0.4650599644441349,0.3004209116677191,0.0,0.6666666666666666,0,0,0.11793597366653762
socioeco,10.0,current_perspective,3,0.6666666666666666,0.39942168752457424,0.19845904703075448,0.0,0.6666666666666666,0,0,0.10382717825896177
socioeco,10.0,represented_profile,3,0.6666666666666666,0.5481807109087432,0.37723914207796777,0.0,0.6666666666666666,0,0,0.19233480321760213
socioeco,10.0,user_role,3,0.6666666666666666,0.4310179811165648,0.2560667256545958,0.0,0.6666666666666666,0,0,0.08805302477525234
socioeco,12.0,current_perspective,3,0.3333333333333333,0.3643983258301822,0.13280605032550383,0.0,0.6666666666666666,0,0,0.08356175650520266
socioeco,12.0,represented_profile,3,0.3333333333333333,0.44599516240727866,0.2264537330518929,0.0,0.6666666666666666,0,0,0.1491516006691956
socioeco,12.0,user_role,3,0.6666666666666666,0.4023092045767112,0.20592668072434653,0.0,0.6666666666666666,0,0,0.07414367686156664
socioeco,14.0,current_perspective,3,0.3333333333333333,0.3691707755965248,0.1227049945989926,0.0,0.6666666666666666,0,0,0.09347927052554444
socioeco,14.0,represented_profile,3,0.3333333333333333,0.4017298568019678,0.1542163151523758,0.0,0.6666666666666666,0,0,0.1466210207766976
socioeco,14.0,user_role,3,0.3333333333333333,0.40917827183508865,0.19830230422044018,0.0,0.6666666666666666,0,0,0.08707357156128115
socioeco,16.0,current_perspective,3,0.3333333333333333,0.39603748316752135,0.14856163855153456,0.0,0.6666666666666666,0,0,0.11234035313941522
socioeco,16.0,represented_profile,3,0.3333333333333333,0.39694292249579455,0.1404978881300956,0.0,0.6666666666666666,0,0,0.14625074098251947
socioeco,16.0,user_role,3,0.3333333333333333,0.42912369444108717,0.21224114211643727,0.0,0.6666666666666666,0,0,0.10674097939890316
socioeco,18.0,current_perspective,3,0.3333333333333333,0.422165000880828,0.178813799275417,0.0,0.6666666666666666,0,0,0.1264547977324609
socioeco,18.0,represented_profile,3,0.3333333333333333,0.40627018953499267,0.1502778040400773,0.0,0.6666666666666666,0,0,0.14066808762684757
socioeco,18.0,user_role,3,0.3333333333333333,0.4469742660101446,0.2292389549701481,0.0,0.3333333333333333,1,0,0.12043566364117368
socioeco,20.0,current_perspective,3,0.6666666666666666,0.44382157541363726,0.20700246946306922,0.0,0.6666666666666666,0,0,0.13254188317832982
socioeco,20.0,represented_profile,3,0.3333333333333333,0.4197956233717357,0.16872137763588105,0.0,0.6666666666666666,0,0,0.13319797344302833
socioeco,20.0,user_role,3,0.3333333333333333,0.4641956040810369,0.24958582565499218,0.0,0.3333333333333333,1,0,0.12837689999599386
