attribute,magnitude,prompt_variant,n_profiles,strict_accuracy,mean_target_probability,mean_target_margin,refusal_prediction_rate,unique_prediction_fraction,complete_collapse,all_profiles_correct,mean_pairwise_js
age,14.0,current_perspective,4,0.25,0.1924619221885186,-0.0019737310133556285,0.0,0.75,0,0,0.08057121757361384
age,14.0,represented_profile,4,0.25,0.19719703013677992,-0.00015413868076098042,0.0,0.75,0,0,0.08078741716537825
age,14.0,user_role,4,0.25,0.19147489714541643,-0.002292938060504429,0.0,0.75,0,0,0.0805983881771596
age,16.0,current_perspective,4,0.25,0.19329266875766637,-0.0016524711765422487,0.0,0.75,0,0,0.08199911516293035
age,16.0,represented_profile,4,0.25,0.19706177952251336,-0.0002760393510901904,0.0,0.75,0,0,0.08159890890759101
age,16.0,user_role,4,0.25,0.19184242594027434,-0.002309108845331913,0.0,0.75,0,0,0.08192146485214784
age,18.0,current_perspective,4,0.25,0.19331286151927646,-0.0018121820149535894,0.0,0.75,0,0,0.0825072033695196
age,18.0,represented_profile,4,0.25,0.19670049621375524,-0.0009655702450871093,0.0,0.75,0,0,0.08262555463352295
age,18.0,user_role,4,0.25,0.19266258128741634,-0.001969893522278783,0.0,0.75,0,0,0.08284422294798072
age,20.0,current_perspective,4,0.25,0.19289190175290022,-0.0026283523096500006,0.0,0.75,0,0,0.08308497882819867
age,20.0,represented_profile,4,0.25,0.19551890447600095,-0.0022747207904783365,0.0,0.75,0,0,0.08341971127485882
age,20.0,user_role,4,0.25,0.19183317342807485,-0.003296452101455759,0.0,0.75,0,0,0.08301946429703953
education,0.0,current_perspective,3,0.0,0.0011279528935143745,0.0,1.0,0.0,1,0,0.0
education,0.0,represented_profile,3,0.3333333333333333,0.2835662376083529,0.0,0.0,0.3333333333333333,1,0,0.0
education,0.0,user_role,3,0.0,0.1914511210182779,0.0,1.0,0.0,1,0,0.0
education,2.0,current_perspective,3,0.6666666666666666,0.32297039215619433,0.10129796520319273,0.3333333333333333,0.6666666666666666,0,0,0.10552094574676991
education,2.0,represented_profile,3,0.6666666666666666,0.31498516458663517,0.06774773946062901,0.0,0.6666666666666666,0,0,0.09618021496127949
education,2.0,user_role,3,0.3333333333333333,0.3171396893966962,0.07906533118785428,0.3333333333333333,0.6666666666666666,0,0,0.0967693320774452
education,4.0,current_perspective,3,0.6666666666666666,0.32286057586364747,0.1005982439075563,0.3333333333333333,0.6666666666666666,0,0,0.11688981261859066
education,4.0,represented_profile,3,0.6666666666666666,0.32038985718524987,0.08699755854074882,0.0,0.6666666666666666,0,0,0.11068043530042744
education,4.0,user_role,3,0.6666666666666666,0.3201050826865805,0.09027929499407279,0.3333333333333333,0.6666666666666666,0,0,0.11170087830437825
education,6.0,current_perspective,3,0.6666666666666666,0.3165718310883938,0.09213037607988993,0.3333333333333333,0.6666666666666666,0,0,0.1178608352924944
education,6.0,represented_profile,3,0.6666666666666666,0.31570293456746784,0.08405632779650997,0.0,0.6666666666666666,0,0,0.1146967482711811
education,6.0,user_role,3,0.6666666666666666,0.3129168345041857,0.08305557919124519,0.3333333333333333,0.6666666666666666,0,0,0.11469402839615199
education,8.0,current_perspective,3,0.6666666666666666,0.3145515702298093,0.08982709036099322,0.3333333333333333,0.6666666666666666,0,0,0.11834925287546975
education,8.0,represented_profile,3,0.6666666666666666,0.3139598210436139,0.08354792260544014,0.0,0.6666666666666666,0,0,0.11641134799174187
education,8.0,user_role,3,0.6666666666666666,0.3107504868323015,0.08161563741136284,0.3333333333333333,0.6666666666666666,0,0,0.11618590900303553
education,10.0,current_perspective,3,0.6666666666666666,0.31221312820704034,0.08648449090062797,0.3333333333333333,0.6666666666666666,0,0,0.1180273014038451
education,10.0,represented_profile,3,0.6666666666666666,0.3110824878454794,0.08089442088892097,0.0,0.6666666666666666,0,0,0.11663478544993784
education,10.0,user_role,3,0.6666666666666666,0.308564539936848,0.07953874024267346,0.3333333333333333,0.6666666666666666,0,0,0.11611109856841899
education,12.0,current_perspective,3,0.6666666666666666,0.3091444617625223,0.08274409718312885,0.3333333333333333,0.6666666666666666,0,0,0.11854734683428224
education,12.0,represented_profile,3,0.6666666666666666,0.3092250908889255,0.07939378820545924,0.0,0.6666666666666666,0,0,0.1169217258516585
education,12.0,user_role,3,0.6666666666666666,0.306868873858304,0.07765298536587707,0.0,0.6666666666666666,0,0,0.11697034556642598
education,14.0,current_perspective,3,0.6666666666666666,0.308602176570605,0.08220070132113044,0.3333333333333333,0.6666666666666666,0,0,0.11785791298358532
education,14.0,represented_profile,3,0.6666666666666666,0.307131444936548,0.07736300740964742,0.0,0.6666666666666666,0,0,0.11626630774255813
education,14.0,user_role,3,0.6666666666666666,0.3062611929930757,0.07727966814961985,0.0,0.6666666666666666,0,0,0.1161847083629115
education,16.0,current_perspective,3,0.6666666666666666,0.3077925498686927,0.08174325930714117,0.3333333333333333,0.6666666666666666,0,0,0.118959130483686
education,16.0,represented_profile,3,0.6666666666666666,0.30715478206545316,0.077547476809217,0.0,0.6666666666666666,0,0,0.11768843889479756
education,16.0,user_role,3,0.6666666666666666,0.30570981506838796,0.07718614676638726,0.3333333333333333,0.6666666666666666,0,0,0.11758897112236992
education,18.0,current_perspective,3,0.6666666666666666,0.30589379562584834,0.0790430849107942,0.0,0.6666666666666666,0,0,0.11843220823411449
education,18.0,represented_profile,3,0.6666666666666666,0.3059806833379663,0.07688743305457806,0.0,0.6666666666666666,0,0,0.11748201293987572
education,18.0,user_role,3,0.6666666666666666,0.303813037025328,0.07441802675363342,0.0,0.6666666666666666,0,0,0.11674586558461608
education,20.0,current_perspective,3,0.6666666666666666,0.30543900821860354,0.07890914714106405,0.3333333333333333,0.6666666666666666,0,0,0.1177257034025631
education,20.0,represented_profile,3,0.6666666666666666,0.3050663062850159,0.07593805537688597,0.0,0.6666666666666666,0,0,0.1169247159755183
education,20.0,user_role,3,0.6666666666666666,0.30442106473242975,0.07620634016828207,0.0,0.6666666666666666,0,0,0.1173287942972827
gender,0.0,current_perspective,2,0.0,2.430527507823471e-07,0.0,1.0,0.0,1,0,0.0
gender,0.0,represented_profile,2,0.0,0.0007407333364648268,0.0,1.0,0.0,1,0,0.0
gender,0.0,user_role,2,0.0,8.130006065663612e-06,0.0,1.0,0.0,1,0,0.0
gender,2.0,current_perspective,2,0.0,0.2564826374049255,0.0205994034595368,1.0,0.0,1,0,0.002108164943860742
gender,2.0,represented_profile,2,0.0,0.29470532929402915,0.020134941327518724,1.0,0.0,1,0,0.0011220772728912816
gender,2.0,user_role,2,0.0,0.2862927843086812,0.04242171904797405,1.0,0.0,1,0,0.002218709626013762
gender,4.0,current_perspective,2,0.5,0.3341591177112465,0.05799992779654668,0.5,0.5,0,0,0.03320107877726705
gender,4.0,represented_profile,2,0.5,0.3480100521918269,0.05687509482841202,0.5,0.5,0,0,0.031702277672483035
gender,4.0,user_role,2,0.5,0.34529128670692444,0.07014666497707367,0.5,0.5,0,0,0.03246026857073243
gender,6.0,current_perspective,2,0.5,0.3518884598646027,0.07703979083777097,0.5,0.5,0,0,0.0495419273202756
gender,6.0,represented_profile,2,0.5,0.3566504626337043,0.06955707401522764,0.5,0.5,0,0,0.047045895479914994
gender,6.0,user_role,2,0.5,0.3570878502603125,0.08175417869954574,0.5,0.5,0,0,0.048718825368993225
gender,8.0,current_perspective,2,0.5,0.3620930076389475,0.08683515105446843,0.5,0.5,0,0,0.05644402645422163
gender,8.0,represented_profile,2,0.5,0.3634987529380985,0.08149995488446342,0.5,0.5,0,0,0.05628481365823879
gender,8.0,user_role,2,0.5,0.36557115054079137,0.09282881950955074,0.5,0.5,0,0,0.05663632972308237
gender,10.0,current_perspective,2,0.5,0.36577764944425506,0.0882870832126966,0.5,0.5,0,0,0.05876189082536723
gender,10.0,represented_profile,2,0.5,0.3676228864687513,0.08600790797749212,0.5,0.5,0,0,0.05948425735697345
gender,10.0,user_role,2,0.5,0.36850162045210433,0.09337421532605206,0.5,0.5,0,0,0.05940910437947797
gender,12.0,current_perspective,2,0.5,0.36782457403725255,0.09313987021029219,0.5,0.5,0,0,0.062400616051333006
gender,12.0,represented_profile,2,0.5,0.36921658564846294,0.08916225473200629,0.5,0.5,0,0,0.0623492377720747
gender,12.0,user_role,2,0.5,0.3721466621353652,0.09875544845296826,0.5,0.5,0,0,0.06387026790652171
gender,14.0,current_perspective,2,0.5,0.3690874204246161,0.09129640627512119,0.5,0.5,0,0,0.06271425538997208
gender,14.0,represented_profile,2,0.5,0.3719264281510861,0.09110220966446236,0.5,0.5,0,0,0.06291337905092051
gender,14.0,user_role,2,0.5,0.3719150343830183,0.09595351540313145,0.5,0.5,0,0,0.06377755965753804
gender,16.0,current_perspective,2,0.5,0.3719333539394307,0.09562294895027279,0.5,0.5,0,0,0.0648470133457158
gender,16.0,represented_profile,2,0.5,0.3728632840189046,0.09342110623365787,0.5,0.5,0,0,0.06545028722341253
gender,16.0,user_role,2,0.5,0.37373212717366977,0.09919478590457356,0.5,0.5,0,0,0.06584134298815547
gender,18.0,current_perspective,2,0.5,0.3733321998328687,0.0985090524164997,0.5,0.5,0,0,0.06648965869456153
gender,18.0,represented_profile,2,0.5,0.3747101632520422,0.09610873953591234,0.5,0.5,0,0,0.06474307442629888
gender,18.0,user_role,2,0.5,0.37507688924000226,0.10036909672012334,0.5,0.5,0,0,0.06590705209922146
gender,20.0,current_perspective,2,0.5,0.37240790921625744,0.09498530553874975,0.5,0.5,0,0,0.06559129616073266
gender,20.0,represented_profile,2,0.5,0.37371508018610505,0.09253093426856811,0.5,0.5,0,0,0.06468959680335423
gender,20.0,user_role,2,0.5,0.3761931786699897,0.09998235815456058,0.5,0.5,0,0,0.06521417563140167
socioeco,0.0,current_perspective,3,0.0,5.181377051491528e-06,0.0,1.0,0.0,1,0,0.0
socioeco,0.0,represented_profile,3,0.3333333333333333,0.3175315229035689,0.0,0.0,0.3333333333333333,1,0,0.0
socioeco,0.0,user_role,3,0.3333333333333333,0.33283295157044607,-1.850371707708594e-17,0.0,0.3333333333333333,1,0,0.0
socioeco,2.0,current_perspective,3,1.0,0.37598057870149537,0.19871314122497688,0.0,1.0,0,1,0.04435248514756496
socioeco,2.0,represented_profile,3,0.3333333333333333,0.3947886403398541,0.17156976911393765,0.0,0.3333333333333333,1,0,0.03536427549753052
socioeco,2.0,user_role,3,0.3333333333333333,0.39105468228766954,0.15932247663668672,0.0,0.3333333333333333,1,0,0.033843102918269176
socioeco,4.0,current_perspective,3,1.0,0.42984847410919363,0.2500611210680061,0.0,1.0,0,1,0.0730215344930853
socioeco,4.0,represented_profile,3,0.6666666666666666,0.4382691247884747,0.24263240610054862,0.0,0.6666666666666666,0,0,0.06931612813438527
socioeco,4.0,user_role,3,0.6666666666666666,0.43712646688257295,0.23846172818875266,0.0,0.6666666666666666,0,0,0.06745765651358941
socioeco,6.0,current_perspective,3,1.0,0.4448647421970786,0.26762111659945026,0.0,1.0,0,1,0.08578103960615775
socioeco,6.0,represented_profile,3,0.6666666666666666,0.4518034409186639,0.2657811637963384,0.0,0.6666666666666666,0,0,0.08431031927219775
socioeco,6.0,user_role,3,0.6666666666666666,0.4510510398360294,0.26372454044013666,0.0,0.6666666666666666,0,0,0.08382266200755716
socioeco,8.0,current_perspective,3,1.0,0.450187958243956,0.27463225009788916,0.0,1.0,0,1,0.0916221046996545
socioeco,8.0,represented_profile,3,0.6666666666666666,0.4559514939781925,0.2745639072934918,0.0,0.6666666666666666,0,0,0.09084523120186228
socioeco,8.0,user_role,3,0.6666666666666666,0.454718542746167,0.2714923246906764,0.0,0.6666666666666666,0,0,0.0896190985512972
socioeco,10.0,current_perspective,3,1.0,0.45494212628665914,0.281040287119285,0.0,1.0,0,1,0.09597307091003253
socioeco,10.0,represented_profile,3,0.6666666666666666,0.4617975756866415,0.2839406530236753,0.0,0.6666666666666666,0,0,0.09684354867270313
socioeco,10.0,user_role,3,0.6666666666666666,0.4602861068459531,0.2806591073549303,0.0,0.6666666666666666,0,0,0.09515982971940491
socioeco,12.0,current_perspective,3,1.0,0.457414489032858,0.2841765652166397,0.0,1.0,0,1,0.09867123071855395
socioeco,12.0,represented_profile,3,0.6666666666666666,0.4613948681999902,0.284311159388444,0.0,0.6666666666666666,0,0,0.09858491221457223
socioeco,12.0,user_role,3,0.6666666666666666,0.46122489202607436,0.28300770044546825,0.0,0.6666666666666666,0,0,0.0972088741461964
socioeco,14.0,current_perspective,3,1.0,0.4585650764859767,0.28557323512906424,0.0,1.0,0,1,0.09988638700418102
socioeco,14.0,represented_profile,3,0.6666666666666666,0.46242259917007855,0.28659914912959256,0.0,0.6666666666666666,0,0,0.10040195400908851
socioeco,14.0,user_role,3,0.6666666666666666,0.46286149302061014,0.28619274509478737,0.0,0.6666666666666666,0,0,0.09960306384751678
socioeco,16.0,current_perspective,3,0.6666666666666666,0.45984294677224696,0.287658412344165,0.3333333333333333,0.6666666666666666,0,0,0.10157466287566282
socioeco,16.0,represented_profile,3,0.6666666666666666,0.4614813171778849,0.28609581916682997,0.0,0.6666666666666666,0,0,0.10067476551331367
socioeco,16.0,user_role,3,0.6666666666666666,0.46214236084025595,0.2863361294072927,0.0,0.6666666666666666,0,0,0.10057796602827211
socioeco,18.0,current_perspective,3,1.0,0.4599407010581879,0.2876436669036223,0.0,1.0,0,1,0.10191529095892825
socioeco,18.0,represented_profile,3,0.6666666666666666,0.4624239166159276,0.28759617295101636,0.0,0.6666666666666666,0,0,0.10204562246858766
socioeco,18.0,user_role,3,0.6666666666666666,0.46347543946635456,0.28825986824605804,0.0,0.6666666666666666,0,0,0.10179778073369523
socioeco,20.0,current_perspective,3,0.6666666666666666,0.4616574878953367,0.29011342267487805,0.3333333333333333,0.6666666666666666,0,0,0.10386916593481077
socioeco,20.0,represented_profile,3,0.6666666666666666,0.46456399998795544,0.29072046909877713,0.0,0.6666666666666666,0,0,0.103358849859792
socioeco,20.0,user_role,3,0.6666666666666666,0.46514603444553004,0.29106972412404425,0.0,0.6666666666666666,0,0,0.10384470465652736
