attribute,magnitude,prompt_variant,n_profiles,strict_accuracy,mean_target_probability,mean_target_margin,refusal_prediction_rate,unique_prediction_fraction,complete_collapse,all_profiles_correct,mean_pairwise_js
gender,10.0,represented_profile,2,0.0,8.384798891690946e-06,5.857312641460098e-06,1.0,0.0,1,0,6.691613051128863e-06
gender,10.0,user_role,2,0.0,4.81148595093528e-05,4.6569042031018545e-05,1.0,0.0,1,0,3.1782120874692086e-05
gender,12.0,current_perspective,2,0.0,7.04797235020628e-08,2.2094446719817085e-08,1.0,0.0,1,0,8.936233935478086e-09
gender,12.0,represented_profile,2,0.0,6.173978752035558e-05,5.0732885521597714e-05,1.0,0.0,1,0,4.8319563154630916e-05
gender,12.0,user_role,2,0.0,0.00016773802336455466,0.00016481242698524558,1.0,0.0,1,0,0.00011440949597606287
gender,14.0,current_perspective,2,0.0,2.955280456411557e-07,2.020508669434846e-07,1.0,0.0,1,0,1.0353747994210897e-07
gender,14.0,represented_profile,2,0.0,0.0007505732368608075,0.0006955210290845195,1.0,0.0,1,0,0.000552763468240007
gender,14.0,user_role,2,0.0,0.0009634503639445181,0.0009573977628836061,1.0,0.0,1,0,0.0006641592124682675
gender,16.0,current_perspective,2,0.0,1.477734612716404e-06,1.2056654026749606e-06,1.0,0.0,1,0,6.387768575920873e-07
gender,16.0,represented_profile,2,0.0,0.004287435717903128,0.004118805855265657,1.0,0.0,1,0,0.003077361933650206
gender,16.0,user_role,2,0.0,0.0033465153993329166,0.00333525283700131,1.0,0.0,1,0,0.0023164668183675227
gender,18.0,current_perspective,2,0.0,8.432573308832348e-06,7.741871583411332e-06,1.0,0.0,1,0,4.728283474861656e-06
gender,18.0,represented_profile,2,0.0,0.018645367562931107,0.018130819809430647,1.0,0.0,1,0,0.013322586891046874
gender,18.0,user_role,2,0.0,0.014655800092419001,0.014626363044980804,1.0,0.0,1,0,0.010245547672082477
gender,20.0,current_perspective,2,0.0,3.7991322884405013e-05,3.5932344527228314e-05,1.0,0.0,1,0,2.187700476648541e-05
gender,20.0,represented_profile,2,0.0,0.0475940102326,0.04662062628088078,1.0,0.0,1,0,0.03415019285469165
gender,20.0,user_role,2,0.0,0.03792796767566169,0.037871411156343404,1.0,0.0,1,0,0.026958899037836027
socioeco,0.0,current_perspective,3,0.0,0.08996356588565152,-9.25185853854297e-18,1.0,0.0,1,0,0.0
socioeco,0.0,represented_profile,3,0.3333333333333333,0.33333293037056466,-1.850371707708594e-17,0.0,0.3333333333333333,1,0,0.0
socioeco,0.0,user_role,3,0.3333333333333333,0.30158861233287443,0.0,0.0,0.3333333333333333,1,0,0.0
socioeco,2.0,current_perspective,3,0.0,0.14613170258884764,0.06282867908927946,1.0,0.0,1,0,0.03862598366274184
socioeco,2.0,represented_profile,3,0.3333333333333333,0.3333614147846579,4.270448611159994e-05,0.0,0.3333333333333333,1,0,5.5924859380347777e-05
socioeco,2.0,user_role,3,0.3333333333333333,0.3135257372619042,0.023286680500928008,0.0,0.3333333333333333,1,0,0.0107036598643444
socioeco,4.0,current_perspective,3,0.3333333333333333,0.16690348449675477,0.07244188764861405,0.3333333333333333,0.3333333333333333,0,0,0.09088275726487145
socioeco,4.0,represented_profile,3,0.3333333333333333,0.333406914776559,0.00011096602602483907,0.0,0.3333333333333333,1,0,0.0002689938795701079
socioeco,4.0,user_role,3,0.3333333333333333,0.3179590243664138,0.046104756814196325,0.0,0.3333333333333333,1,0,0.046039176080752274
socioeco,6.0,current_perspective,3,0.3333333333333333,0.22668459888807138,0.0982170288505363,0.3333333333333333,0.3333333333333333,0,0,0.19997409187075563
socioeco,6.0,represented_profile,3,0.3333333333333333,0.3334570307000945,0.00018629585762223547,0.0,0.3333333333333333,1,0,0.0009170440301932194
socioeco,6.0,user_role,3,0.3333333333333333,0.32619475087682354,0.09151748962445076,0.3333333333333333,0.3333333333333333,0,0,0.13605850145334528
socioeco,8.0,current_perspective,3,0.3333333333333333,0.24410789019005122,0.09308060891963048,0.3333333333333333,0.3333333333333333,0,0,0.2784622505922144
socioeco,8.0,represented_profile,3,0.3333333333333333,0.3335055735953037,0.0002592738220844419,0.0,0.3333333333333333,1,0,0.0012649337367259075
socioeco,8.0,user_role,3,0.3333333333333333,0.3285933296429843,0.11950621168957491,0.3333333333333333,0.3333333333333333,0,0,0.221493163484809
socioeco,10.0,current_perspective,3,0.3333333333333333,0.2731148764907431,0.11202287772942543,0.3333333333333333,0.3333333333333333,0,0,0.35131656837642145
socioeco,10.0,represented_profile,3,0.3333333333333333,0.333529166112188,0.0002948204470894685,0.0,0.3333333333333333,1,0,0.0019685397840817852
socioeco,10.0,user_role,3,0.3333333333333333,0.3313643732672999,0.14984782372163616,0.3333333333333333,0.3333333333333333,0,0,0.3425391199491384
socioeco,12.0,current_perspective,3,0.3333333333333333,0.29836558205464025,0.13222474550583094,0.3333333333333333,0.3333333333333333,0,0,0.4007021676319673
socioeco,12.0,represented_profile,3,0.3333333333333333,0.3336525786546208,0.00048040526401268063,0.0,0.3333333333333333,1,0,0.003329300573552201
socioeco,12.0,user_role,3,0.3333333333333333,0.3329874347296347,0.1618281386937484,0.3333333333333333,0.3333333333333333,0,0,0.4136537936968984
socioeco,14.0,current_perspective,3,0.3333333333333333,0.3163012860350313,0.14977245836967495,0.3333333333333333,0.3333333333333333,0,0,0.4283962783001553
socioeco,14.0,represented_profile,3,0.3333333333333333,0.3338837434079939,0.0008276222888491391,0.0,0.3333333333333333,1,0,0.003626560246705934
socioeco,14.0,user_role,3,0.3333333333333333,0.33348295491355745,0.1649983170514088,0.3333333333333333,0.3333333333333333,0,0,0.43803260442849207
socioeco,16.0,current_perspective,3,0.3333333333333333,0.32822236508087055,0.16153692827956878,0.3333333333333333,0.3333333333333333,0,0,0.44625488885224046
socioeco,16.0,represented_profile,3,0.3333333333333333,0.33490238585965804,0.0023579495325072495,0.0,0.3333333333333333,1,0,0.0037258912785879303
socioeco,16.0,user_role,3,0.3333333333333333,0.333603671370611,0.16625070705839112,0.3333333333333333,0.3333333333333333,0,0,0.4505075941871179
socioeco,18.0,current_perspective,3,0.3333333333333333,0.3321563967911482,0.16537190967877477,0.3333333333333333,0.3333333333333333,0,0,0.45346574316174393
socioeco,18.0,represented_profile,3,0.3333333333333333,0.3393164962013227,0.008988379093580226,0.0,0.3333333333333333,1,0,0.006113135983405367
socioeco,18.0,user_role,3,0.3333333333333333,0.33363026510324656,0.16658697767982095,0.3333333333333333,0.3333333333333333,0,0,0.4546634300188647
socioeco,20.0,current_perspective,3,0.3333333333333333,0.3338339361404388,0.16723757402201264,0.3333333333333333,0.3333333333333333,0,0,0.46039824813551844
socioeco,20.0,represented_profile,3,0.3333333333333333,0.3556956832131845,0.03359263988283073,0.0,0.3333333333333333,1,0,0.013385230718480183
socioeco,20.0,user_role,3,0.3333333333333333,0.3334272537546883,0.16661893277242582,0.3333333333333333,0.3333333333333333,0,0,0.4586080434216259
