qkey,attribute,channel,magnitude,regime,model_class,human_attribute,human_group,own_human_group,is_own_group,wasserstein
CARRYGUN_W26,age,steered,20.0,Steered N=20,adult,AGE,65+,30-49,False,0.5664918050038659
CARRYGUN_W26,age,declared,,Declared,older_adult,AGE,30-49,65+,False,0.9009970099999965
CARRYGUN_W26,age,declared,,Declared,older_adult,AGE,65+,65+,True,0.8162984399999965
CARRYGUN_W26,age,steered,0.0,Neutral (N=0),older_adult,AGE,30-49,65+,False,0.9009969400000029
CARRYGUN_W26,age,steered,0.0,Neutral (N=0),older_adult,AGE,65+,65+,True,0.8162983700000028
CARRYGUN_W26,age,steered,2.0,Steered N=2,older_adult,AGE,30-49,65+,False,0.900996910000005
CARRYGUN_W26,age,steered,2.0,Steered N=2,older_adult,AGE,65+,65+,True,0.816298340000005
CARRYGUN_W26,age,steered,4.0,Steered N=4,older_adult,AGE,30-49,65+,False,0.9009969200000032
CARRYGUN_W26,age,steered,4.0,Steered N=4,older_adult,AGE,65+,65+,True,0.8162983500000032
CARRYGUN_W26,age,steered,6.0,Steered N=6,older_adult,AGE,30-49,65+,False,0.9009968299999925
CARRYGUN_W26,age,steered,6.0,Steered N=6,older_adult,AGE,65+,65+,True,0.8162982599999925
CARRYGUN_W26,age,steered,8.0,Steered N=8,older_adult,AGE,30-49,65+,False,0.9009966599999832
CARRYGUN_W26,age,steered,8.0,Steered N=8,older_adult,AGE,65+,65+,True,0.8162980899999832
CARRYGUN_W26,age,steered,10.0,Steered N=10,older_adult,AGE,30-49,65+,False,0.9009963799999929
CARRYGUN_W26,age,steered,10.0,Steered N=10,older_adult,AGE,65+,65+,True,0.816297809999993
CARRYGUN_W26,age,steered,12.0,Steered N=12,older_adult,AGE,30-49,65+,False,0.9009954700000805
CARRYGUN_W26,age,steered,12.0,Steered N=12,older_adult,AGE,65+,65+,True,0.8162969000000805
CARRYGUN_W26,age,steered,14.0,Steered N=14,older_adult,AGE,30-49,65+,False,0.9009906599996149
CARRYGUN_W26,age,steered,14.0,Steered N=14,older_adult,AGE,65+,65+,True,0.8162920899996149
CARRYGUN_W26,age,steered,16.0,Steered N=16,older_adult,AGE,30-49,65+,False,0.90095948
CARRYGUN_W26,age,steered,16.0,Steered N=16,older_adult,AGE,65+,65+,True,0.81626091
CARRYGUN_W26,age,steered,18.0,Steered N=18,older_adult,AGE,30-49,65+,False,0.900695239969816
CARRYGUN_W26,age,steered,18.0,Steered N=18,older_adult,AGE,65+,65+,True,0.815996669969816
CARRYGUN_W26,age,steered,20.0,Steered N=20,older_adult,AGE,30-49,65+,False,0.8990538600971609
CARRYGUN_W26,age,steered,20.0,Steered N=20,older_adult,AGE,65+,65+,True,0.8143552900971609
CARRYGUN_W26,education,declared,,Declared,some schooling,EDUCATION,Less than high school,Less than high school,True,1.5806083099998725
CARRYGUN_W26,education,declared,,Declared,some schooling,EDUCATION,High school graduate,Less than high school,False,0.9409882199998724
CARRYGUN_W26,education,declared,,Declared,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.9177559899998724
CARRYGUN_W26,education,steered,0.0,Neutral (N=0),some schooling,EDUCATION,Less than high school,Less than high school,True,1.580609330000003
CARRYGUN_W26,education,steered,0.0,Neutral (N=0),some schooling,EDUCATION,High school graduate,Less than high school,False,0.9409892400000028
CARRYGUN_W26,education,steered,0.0,Neutral (N=0),some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.9177570100000029
CARRYGUN_W26,education,steered,2.0,Steered N=2,some schooling,EDUCATION,Less than high school,Less than high school,True,1.5806093400000014
CARRYGUN_W26,education,steered,2.0,Steered N=2,some schooling,EDUCATION,High school graduate,Less than high school,False,0.9409892500000013
CARRYGUN_W26,education,steered,2.0,Steered N=2,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.9177570200000014
CARRYGUN_W26,education,steered,4.0,Steered N=4,some schooling,EDUCATION,Less than high school,Less than high school,True,1.5806093400000014
CARRYGUN_W26,education,steered,4.0,Steered N=4,some schooling,EDUCATION,High school graduate,Less than high school,False,0.9409892500000013
CARRYGUN_W26,education,steered,4.0,Steered N=4,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.9177570200000014
CARRYGUN_W26,education,steered,6.0,Steered N=6,some schooling,EDUCATION,Less than high school,Less than high school,True,1.580609259999994
CARRYGUN_W26,education,steered,6.0,Steered N=6,some schooling,EDUCATION,High school graduate,Less than high school,False,0.9409891699999937
CARRYGUN_W26,education,steered,6.0,Steered N=6,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.9177569399999937
CARRYGUN_W26,education,steered,8.0,Steered N=8,some schooling,EDUCATION,Less than high school,Less than high school,True,1.5806092300000003
CARRYGUN_W26,education,steered,8.0,Steered N=8,some schooling,EDUCATION,High school graduate,Less than high school,False,0.94098914
CARRYGUN_W26,education,steered,8.0,Steered N=8,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.91775691
CARRYGUN_W26,education,steered,10.0,Steered N=10,some schooling,EDUCATION,Less than high school,Less than high school,True,1.5806090700000042
CARRYGUN_W26,education,steered,10.0,Steered N=10,some schooling,EDUCATION,High school graduate,Less than high school,False,0.940988980000004
CARRYGUN_W26,education,steered,10.0,Steered N=10,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.917756750000004
CARRYGUN_W26,education,steered,12.0,Steered N=12,some schooling,EDUCATION,Less than high school,Less than high school,True,1.5806087299999927
CARRYGUN_W26,education,steered,12.0,Steered N=12,some schooling,EDUCATION,High school graduate,Less than high school,False,0.9409886399999926
CARRYGUN_W26,education,steered,12.0,Steered N=12,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.9177564099999926
CARRYGUN_W26,education,steered,14.0,Steered N=14,some schooling,EDUCATION,Less than high school,Less than high school,True,1.5806066499998874
CARRYGUN_W26,education,steered,14.0,Steered N=14,some schooling,EDUCATION,High school graduate,Less than high school,False,0.9409865599998872
CARRYGUN_W26,education,steered,14.0,Steered N=14,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.9177543299998873
CARRYGUN_W26,education,steered,16.0,Steered N=16,some schooling,EDUCATION,Less than high school,Less than high school,True,1.5805919700003501
CARRYGUN_W26,education,steered,16.0,Steered N=16,some schooling,EDUCATION,High school graduate,Less than high school,False,0.9409718800003499
CARRYGUN_W26,education,steered,16.0,Steered N=16,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.91773965000035
CARRYGUN_W26,education,steered,18.0,Steered N=18,some schooling,EDUCATION,Less than high school,Less than high school,True,1.5805303400055393
CARRYGUN_W26,education,steered,18.0,Steered N=18,some schooling,EDUCATION,High school graduate,Less than high school,False,0.9409102500055391
CARRYGUN_W26,education,steered,18.0,Steered N=18,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.9176780200055392
CARRYGUN_W26,education,steered,20.0,Steered N=20,some schooling,EDUCATION,Less than high school,Less than high school,True,1.5800316900000002
CARRYGUN_W26,education,steered,20.0,Steered N=20,some schooling,EDUCATION,High school graduate,Less than high school,False,0.9404116
CARRYGUN_W26,education,steered,20.0,Steered N=20,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.9171793699999999
CARRYGUN_W26,education,declared,,Declared,high school,EDUCATION,Less than high school,High school graduate,False,1.5806094500000007
CARRYGUN_W26,education,declared,,Declared,high school,EDUCATION,High school graduate,High school graduate,True,0.9409893600000004
CARRYGUN_W26,education,declared,,Declared,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.9177571300000005
CARRYGUN_W26,education,steered,0.0,Neutral (N=0),high school,EDUCATION,Less than high school,High school graduate,False,1.580609330000003
CARRYGUN_W26,education,steered,0.0,Neutral (N=0),high school,EDUCATION,High school graduate,High school graduate,True,0.9409892400000028
CARRYGUN_W26,education,steered,0.0,Neutral (N=0),high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.9177570100000029
CARRYGUN_W26,education,steered,2.0,Steered N=2,high school,EDUCATION,Less than high school,High school graduate,False,1.5806093899999971
CARRYGUN_W26,education,steered,2.0,Steered N=2,high school,EDUCATION,High school graduate,High school graduate,True,0.9409892999999968
CARRYGUN_W26,education,steered,2.0,Steered N=2,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.9177570699999968
CARRYGUN_W26,education,steered,4.0,Steered N=4,high school,EDUCATION,Less than high school,High school graduate,False,1.5806094200000027
CARRYGUN_W26,education,steered,4.0,Steered N=4,high school,EDUCATION,High school graduate,High school graduate,True,0.9409893300000025
CARRYGUN_W26,education,steered,4.0,Steered N=4,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.9177571000000025
CARRYGUN_W26,education,steered,6.0,Steered N=6,high school,EDUCATION,Less than high school,High school graduate,False,1.5806094300000018
CARRYGUN_W26,education,steered,6.0,Steered N=6,high school,EDUCATION,High school graduate,High school graduate,True,0.9409893400000016
CARRYGUN_W26,education,steered,6.0,Steered N=6,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.9177571100000016
CARRYGUN_W26,education,steered,8.0,Steered N=8,high school,EDUCATION,Less than high school,High school graduate,False,1.5806094300000018
CARRYGUN_W26,education,steered,8.0,Steered N=8,high school,EDUCATION,High school graduate,High school graduate,True,0.9409893400000016
CARRYGUN_W26,education,steered,8.0,Steered N=8,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.9177571100000016
CARRYGUN_W26,education,steered,10.0,Steered N=10,high school,EDUCATION,Less than high school,High school graduate,False,1.5806093299999988
CARRYGUN_W26,education,steered,10.0,Steered N=10,high school,EDUCATION,High school graduate,High school graduate,True,0.9409892399999986
CARRYGUN_W26,education,steered,10.0,Steered N=10,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.9177570099999985
CARRYGUN_W26,education,steered,12.0,Steered N=12,high school,EDUCATION,Less than high school,High school graduate,False,1.5806089800000247
CARRYGUN_W26,education,steered,12.0,Steered N=12,high school,EDUCATION,High school graduate,High school graduate,True,0.9409888900000245
CARRYGUN_W26,education,steered,12.0,Steered N=12,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.9177566600000244
CARRYGUN_W26,education,steered,14.0,Steered N=14,high school,EDUCATION,Less than high school,High school graduate,False,1.580607280000066
CARRYGUN_W26,education,steered,14.0,Steered N=14,high school,EDUCATION,High school graduate,High school graduate,True,0.9409871900000657
CARRYGUN_W26,education,steered,14.0,Steered N=14,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.9177549600000657
CARRYGUN_W26,education,steered,16.0,Steered N=16,high school,EDUCATION,Less than high school,High school graduate,False,1.5805946299991098
CARRYGUN_W26,education,steered,16.0,Steered N=16,high school,EDUCATION,High school graduate,High school graduate,True,0.9409745399991095
CARRYGUN_W26,education,steered,16.0,Steered N=16,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.9177423099991096
CARRYGUN_W26,education,steered,18.0,Steered N=18,high school,EDUCATION,Less than high school,High school graduate,False,1.5804198700189602
CARRYGUN_W26,education,steered,18.0,Steered N=18,high school,EDUCATION,High school graduate,High school graduate,True,0.9407997800189599
CARRYGUN_W26,education,steered,18.0,Steered N=18,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.91756755001896
CARRYGUN_W26,education,steered,20.0,Steered N=20,high school,EDUCATION,Less than high school,High school graduate,False,1.5777485799141733
CARRYGUN_W26,education,steered,20.0,Steered N=20,high school,EDUCATION,High school graduate,High school graduate,True,0.9381284899141733
CARRYGUN_W26,education,steered,20.0,Steered N=20,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.9148962599141732
CARRYGUN_W26,education,declared,,Declared,college and more,EDUCATION,Less than high school,College graduate/some postgrad,False,1.5806092299999954
CARRYGUN_W26,education,declared,,Declared,college and more,EDUCATION,High school graduate,College graduate/some postgrad,False,0.9409891399999951
CARRYGUN_W26,education,declared,,Declared,college and more,EDUCATION,College graduate/some postgrad,College graduate/some postgrad,True,0.9177569099999952
CARRYGUN_W26,education,steered,0.0,Neutral (N=0),college and more,EDUCATION,Less than high school,College graduate/some postgrad,False,1.580609330000003
CARRYGUN_W26,education,steered,0.0,Neutral (N=0),college and more,EDUCATION,High school graduate,College graduate/some postgrad,False,0.9409892400000028
CARRYGUN_W26,education,steered,0.0,Neutral (N=0),college and more,EDUCATION,College graduate/some postgrad,College graduate/some postgrad,True,0.9177570100000029
CARRYGUN_W26,education,steered,2.0,Steered N=2,college and more,EDUCATION,Less than high school,College graduate/some postgrad,False,1.5806093100000065
CARRYGUN_W26,education,steered,2.0,Steered N=2,college and more,EDUCATION,High school graduate,College graduate/some postgrad,False,0.9409892200000064
CARRYGUN_W26,education,steered,2.0,Steered N=2,college and more,EDUCATION,College graduate/some postgrad,College graduate/some postgrad,True,0.9177569900000064
CARRYGUN_W26,education,steered,4.0,Steered N=4,college and more,EDUCATION,Less than high school,College graduate/some postgrad,False,1.5806092799999907
CARRYGUN_W26,education,steered,4.0,Steered N=4,college and more,EDUCATION,High school graduate,College graduate/some postgrad,False,0.9409891899999905
CARRYGUN_W26,education,steered,4.0,Steered N=4,college and more,EDUCATION,College graduate/some postgrad,College graduate/some postgrad,True,0.9177569599999905
CARRYGUN_W26,education,steered,6.0,Steered N=6,college and more,EDUCATION,Less than high school,College graduate/some postgrad,False,1.5806091599999847
CARRYGUN_W26,education,steered,6.0,Steered N=6,college and more,EDUCATION,High school graduate,College graduate/some postgrad,False,0.9409890699999844
CARRYGUN_W26,education,steered,6.0,Steered N=6,college and more,EDUCATION,College graduate/some postgrad,College graduate/some postgrad,True,0.9177568399999845
CARRYGUN_W26,education,steered,8.0,Steered N=8,college and more,EDUCATION,Less than high school,College graduate/some postgrad,False,1.5806087200000152
CARRYGUN_W26,education,steered,8.0,Steered N=8,college and more,EDUCATION,High school graduate,College graduate/some postgrad,False,0.940988630000015
CARRYGUN_W26,education,steered,8.0,Steered N=8,college and more,EDUCATION,College graduate/some postgrad,College graduate/some postgrad,True,0.917756400000015
CARRYGUN_W26,education,steered,10.0,Steered N=10,college and more,EDUCATION,Less than high school,College graduate/some postgrad,False,1.5806070800001435
CARRYGUN_W26,education,steered,10.0,Steered N=10,college and more,EDUCATION,High school graduate,College graduate/some postgrad,False,0.9409869900001434
CARRYGUN_W26,education,steered,10.0,Steered N=10,college and more,EDUCATION,College graduate/some postgrad,College graduate/some postgrad,True,0.9177547600001434
CARRYGUN_W26,education,steered,12.0,Steered N=12,college and more,EDUCATION,Less than high school,College graduate/some postgrad,False,1.5806001199996262
CARRYGUN_W26,education,steered,12.0,Steered N=12,college and more,EDUCATION,High school graduate,College graduate/some postgrad,False,0.940980029999626
CARRYGUN_W26,education,steered,12.0,Steered N=12,college and more,EDUCATION,College graduate/some postgrad,College graduate/some postgrad,True,0.9177477999996261
CARRYGUN_W26,education,steered,14.0,Steered N=14,college and more,EDUCATION,Less than high school,College graduate/some postgrad,False,1.5805563399973437
CARRYGUN_W26,education,steered,14.0,Steered N=14,college and more,EDUCATION,High school graduate,College graduate/some postgrad,False,0.9409362499973435
CARRYGUN_W26,education,steered,14.0,Steered N=14,college and more,EDUCATION,College graduate/some postgrad,College graduate/some postgrad,True,0.9177040199973435
CARRYGUN_W26,education,steered,16.0,Steered N=16,college and more,EDUCATION,Less than high school,College graduate/some postgrad,False,1.5801119699850752
CARRYGUN_W26,education,steered,16.0,Steered N=16,college and more,EDUCATION,High school graduate,College graduate/some postgrad,False,0.940491879985075
CARRYGUN_W26,education,steered,16.0,Steered N=16,college and more,EDUCATION,College graduate/some postgrad,College graduate/some postgrad,True,0.917259649985075
CARRYGUN_W26,education,steered,18.0,Steered N=18,college and more,EDUCATION,Less than high school,College graduate/some postgrad,False,1.575318769523837
CARRYGUN_W26,education,steered,18.0,Steered N=18,college and more,EDUCATION,High school graduate,College graduate/some postgrad,False,0.9356986795238369
CARRYGUN_W26,education,steered,18.0,Steered N=18,college and more,EDUCATION,College graduate/some postgrad,College graduate/some postgrad,True,0.9124664495238369
CARRYGUN_W26,education,steered,20.0,Steered N=20,college and more,EDUCATION,Less than high school,College graduate/some postgrad,False,1.5509519317794525
CARRYGUN_W26,education,steered,20.0,Steered N=20,college and more,EDUCATION,High school graduate,College graduate/some postgrad,False,0.9113318417794523
CARRYGUN_W26,education,steered,20.0,Steered N=20,college and more,EDUCATION,College graduate/some postgrad,College graduate/some postgrad,True,0.8880996117794523
CARRYGUN_W26,socioeco,declared,,Declared,low,INCOME,"Less than $30,000","Less than $30,000",True,0.9137271799999969
CARRYGUN_W26,socioeco,declared,,Declared,low,INCOME,"$100,000 or more","Less than $30,000",False,1.2018206399999967
CARRYGUN_W26,socioeco,steered,0.0,Neutral (N=0),low,INCOME,"Less than $30,000","Less than $30,000",True,0.9137271200000028
CARRYGUN_W26,socioeco,steered,0.0,Neutral (N=0),low,INCOME,"$100,000 or more","Less than $30,000",False,1.2018205800000028
CARRYGUN_W26,socioeco,steered,2.0,Steered N=2,low,INCOME,"Less than $30,000","Less than $30,000",True,0.9137271300000014
CARRYGUN_W26,socioeco,steered,2.0,Steered N=2,low,INCOME,"$100,000 or more","Less than $30,000",False,1.2018205900000014
CARRYGUN_W26,socioeco,steered,4.0,Steered N=4,low,INCOME,"Less than $30,000","Less than $30,000",True,0.9137271599999981
CARRYGUN_W26,socioeco,steered,4.0,Steered N=4,low,INCOME,"$100,000 or more","Less than $30,000",False,1.2018206199999981
CARRYGUN_W26,socioeco,steered,6.0,Steered N=6,low,INCOME,"Less than $30,000","Less than $30,000",True,0.9137271699999974
CARRYGUN_W26,socioeco,steered,6.0,Steered N=6,low,INCOME,"$100,000 or more","Less than $30,000",False,1.2018206299999972
CARRYGUN_W26,socioeco,steered,8.0,Steered N=8,low,INCOME,"Less than $30,000","Less than $30,000",True,0.9137271300000014
CARRYGUN_W26,socioeco,steered,8.0,Steered N=8,low,INCOME,"$100,000 or more","Less than $30,000",False,1.2018205900000014
CARRYGUN_W26,socioeco,steered,10.0,Steered N=10,low,INCOME,"Less than $30,000","Less than $30,000",True,0.9137271499999988
CARRYGUN_W26,socioeco,steered,10.0,Steered N=10,low,INCOME,"$100,000 or more","Less than $30,000",False,1.2018206099999988
CARRYGUN_W26,socioeco,steered,12.0,Steered N=12,low,INCOME,"Less than $30,000","Less than $30,000",True,0.9137271199999999
CARRYGUN_W26,socioeco,steered,12.0,Steered N=12,low,INCOME,"$100,000 or more","Less than $30,000",False,1.20182058
CARRYGUN_W26,socioeco,steered,14.0,Steered N=14,low,INCOME,"Less than $30,000","Less than $30,000",True,0.9137270700000075
CARRYGUN_W26,socioeco,steered,14.0,Steered N=14,low,INCOME,"$100,000 or more","Less than $30,000",False,1.2018205300000075
CARRYGUN_W26,socioeco,steered,16.0,Steered N=16,low,INCOME,"Less than $30,000","Less than $30,000",True,0.9137268900000258
CARRYGUN_W26,socioeco,steered,16.0,Steered N=16,low,INCOME,"$100,000 or more","Less than $30,000",False,1.2018203500000257
CARRYGUN_W26,socioeco,steered,18.0,Steered N=18,low,INCOME,"Less than $30,000","Less than $30,000",True,0.9137266100000325
CARRYGUN_W26,socioeco,steered,18.0,Steered N=18,low,INCOME,"$100,000 or more","Less than $30,000",False,1.2018200700000325
CARRYGUN_W26,socioeco,steered,20.0,Steered N=20,low,INCOME,"Less than $30,000","Less than $30,000",True,0.9137254000000744
CARRYGUN_W26,socioeco,steered,20.0,Steered N=20,low,INCOME,"$100,000 or more","Less than $30,000",False,1.2018188600000743
CARRYGUN_W26,socioeco,declared,,Declared,high,INCOME,"Less than $30,000","$100,000 or more",False,0.9137267900000188
CARRYGUN_W26,socioeco,declared,,Declared,high,INCOME,"$100,000 or more","$100,000 or more",True,1.2018202500000186
CARRYGUN_W26,socioeco,steered,0.0,Neutral (N=0),high,INCOME,"Less than $30,000","$100,000 or more",False,0.9137271200000028
CARRYGUN_W26,socioeco,steered,0.0,Neutral (N=0),high,INCOME,"$100,000 or more","$100,000 or more",True,1.2018205800000028
CARRYGUN_W26,socioeco,steered,2.0,Steered N=2,high,INCOME,"Less than $30,000","$100,000 or more",False,0.9137271899999966
CARRYGUN_W26,socioeco,steered,2.0,Steered N=2,high,INCOME,"$100,000 or more","$100,000 or more",True,1.2018206499999966
CARRYGUN_W26,socioeco,steered,4.0,Steered N=4,high,INCOME,"Less than $30,000","$100,000 or more",False,0.9137272300000008
CARRYGUN_W26,socioeco,steered,4.0,Steered N=4,high,INCOME,"$100,000 or more","$100,000 or more",True,1.2018206900000008
