qkey,name,ssa_sex_label,position,gender_layer_accuracy,gender_majority_prediction,gender_majority_correct,gender_mean_strength,gender_mean_confidence,age_mean_strength,age_mean_confidence,education_mean_strength,education_mean_confidence,socioeco_mean_strength,socioeco_mean_confidence
CARRYGUN_W26,Andrew,male,final_prompt,0.6206896551724138,male,True,0.49111955724137923,0.7455597786206896,0.420267651724138,0.5652007389655173,0.4796238048275862,0.6530825372413794,0.3693854106896552,0.5795902741379312
CARRYGUN_W26,Daniel,male,after_name,0.5862068965517241,male,True,0.5348753848275862,0.7674376920689656,0.3515466975862069,0.5136600224137932,0.504401984137931,0.6696013231034483,0.39904183793103454,0.5993612251724137
CARRYGUN_W26,Daniel,male,final_prompt,0.6206896551724138,male,True,0.49465441310344826,0.7473272072413795,0.4214436172413793,0.5660827131034483,0.483765008275862,0.6558433396551723,0.3724553831034484,0.581636921724138
CARRYGUN_W26,Nicholas,male,after_name,0.5862068965517241,male,True,0.5261053417241379,0.7630526713793105,0.34231718206896555,0.5067378855172414,0.5114588703448275,0.674305913448276,0.4076148220689656,0.6050765493103448
CARRYGUN_W26,Nicholas,male,final_prompt,0.6206896551724138,male,True,0.491814291724138,0.7459071472413792,0.42306149344827587,0.5672961189655173,0.4811504358620689,0.6541002903448275,0.37439707482758616,0.5829313831034483
CARRYGUN_W26,Joseph,male,after_name,0.5517241379310345,male,True,0.5216825334482758,0.7608412672413793,0.3488407996551724,0.5116305993103449,0.515619204137931,0.6770794686206897,0.3990857603448276,0.5993905062068966
CARRYGUN_W26,Joseph,male,final_prompt,0.6206896551724138,male,True,0.4881856279310344,0.7440928144827585,0.4249533968965517,0.568715047586207,0.48195560931034476,0.6546370727586205,0.3746021306896552,0.5830680868965518
CARRYGUN_W26,David,male,after_name,0.5862068965517241,male,True,0.5389972475862069,0.7694986227586208,0.35583497172413797,0.5168762289655171,0.5178561193103447,0.6785707462068964,0.4059205372413793,0.6039470255172413
CARRYGUN_W26,David,male,final_prompt,0.6206896551724138,male,True,0.49450630137931023,0.747253151724138,0.4251765796551724,0.5688824344827585,0.4819472937931034,0.6546315293103447,0.37164089068965517,0.5810939272413793
CARRYGUN_W26,Tyler,male,after_name,0.6206896551724138,male,True,0.53139594,0.7656979696551723,0.35449565241379305,0.5158717389655173,0.5197791237931034,0.6798527493103447,0.4120185282758621,0.6080123524137931
CARRYGUN_W26,Tyler,male,final_prompt,0.6206896551724138,male,True,0.5029055786206895,0.751452788965517,0.4241883137931034,0.5681412355172415,0.4816480796551724,0.6544320537931034,0.37049585310344824,0.58033057
CARRYGUN_W26,Ryan,male,after_name,0.6206896551724138,male,True,0.5339594255172414,0.7669797124137933,0.35290325482758617,0.5146774406896552,0.5267939896551725,0.6845293279310345,0.4023677913793103,0.6015785279310345
CARRYGUN_W26,Ryan,male,final_prompt,0.6206896551724138,male,True,0.4940836351724138,0.7470418165517241,0.4230811548275862,0.5673108658620689,0.4800299482758621,0.6533532986206897,0.3657942582758621,0.5771961727586208
CARRYGUN_W26,James,male,after_name,0.6206896551724138,male,True,0.5112370951724138,0.7556185472413793,0.35248959413793096,0.5143671958620689,0.5322534513793105,0.6881689672413797,0.4158349172413794,0.6105566120689655
CARRYGUN_W26,James,male,final_prompt,0.5862068965517241,male,True,0.4958306889655172,0.7479153441379309,0.41745487344827586,0.5630911548275862,0.48294982482758625,0.6552998824137931,0.3700628524137931,0.580041902413793
CARRYGUN_W26,John,male,after_name,0.6206896551724138,male,True,0.5180020124137931,0.7590010072413792,0.3580990962068965,0.5185743220689656,0.5337422141379311,0.6891614768965518,0.41233036344827584,0.6082202424137931
CARRYGUN_W26,John,male,final_prompt,0.6206896551724138,male,True,0.4874622210344828,0.7437311103448276,0.42308379482758623,0.5673128451724139,0.4776992268965517,0.6517994834482757,0.36909487758620696,0.5793965851724137
CARRYGUN_W26,William,male,after_name,0.5517241379310345,male,True,0.5137221768965518,0.7568610879310346,0.3576858358620689,0.5182643755172415,0.5262837427586207,0.6841891620689656,0.41090878931034475,0.6072725262068965
CARRYGUN_W26,William,male,final_prompt,0.6206896551724138,male,True,0.5030899913793104,0.7515449965517241,0.42253125068965514,0.5668984386206898,0.483834875862069,0.6558899165517241,0.36927164206896557,0.5795144275862069
CARRYGUN_W26,Brandon,male,after_name,0.5862068965517241,male,True,0.5372500420689655,0.7686250210344829,0.35478159758620686,0.5160861968965518,0.50361756,0.6690783734482759,0.40892879068965515,0.6059525282758621
CARRYGUN_W26,Brandon,male,final_prompt,0.5862068965517241,male,True,0.5005383293103448,0.7502691651724139,0.42043542862068967,0.565326572413793,0.4810160441379311,0.6540106965517241,0.37145535068965513,0.5809702344827588
CARRYGUN_W26,Anthony,male,after_name,0.5517241379310345,male,True,0.5043442824137931,0.7521721403448276,0.35861107482758625,0.5189583068965516,0.5163477165517242,0.6775651441379311,0.41783760620689653,0.6118917379310345
CARRYGUN_W26,Anthony,male,final_prompt,0.6206896551724138,male,True,0.4919977679310345,0.7459988841379311,0.4226793068965518,0.5670094810344829,0.4820124648275862,0.6546749751724137,0.37166618620689656,0.5811107906896552
CARRYGUN_W26,Zachary,male,after_name,0.5862068965517241,male,True,0.5341103,0.7670551503448275,0.3477052917241379,0.5107789682758621,0.5088224265517242,0.672548284137931,0.4176900082758621,0.6117933396551725
CARRYGUN_W26,Zachary,male,final_prompt,0.6206896551724138,male,True,0.49666636517241386,0.7483331824137932,0.41988098827586207,0.56491074,0.48153877344827595,0.6543591810344828,0.3699165648275862,0.5799443758620689
CARRYGUN_W26,Justin,male,after_name,0.5517241379310345,male,True,0.5214706086206897,0.7607353044827587,0.3529122858620689,0.5146842137931035,0.52965402,0.686436014137931,0.40509330965517243,0.6033955396551725
CARRYGUN_W26,Justin,male,final_prompt,0.6206896551724138,male,True,0.4993027244827587,0.749651362413793,0.42122487793103447,0.5659186582758621,0.4823317920689654,0.6548878610344827,0.3692925420689655,0.5795283617241378
CARRYGUN_W26,Alexander,male,after_name,0.5862068965517241,male,True,0.5393691803448276,0.7696845896551723,0.3495097575862069,0.5121323168965516,0.5533356193103449,0.702223747586207,0.406835458275862,0.6045569734482759
CARRYGUN_W26,Alexander,male,final_prompt,0.5862068965517241,male,True,0.4901322327586206,0.7450661172413792,0.4151917924137931,0.5613938451724138,0.48283059965517233,0.6552203993103447,0.37513994448275867,0.5834266296551726
CARRYGUN_W26,Ashley,female,after_name,0.41379310344827586,male,False,0.5163746534482759,0.7581873268965518,0.34475547827586206,0.5085666086206897,0.4874998486206897,0.6583332331034484,0.41305309931034473,0.6087020668965518
CARRYGUN_W26,Ashley,female,final_prompt,0.3793103448275862,male,False,0.4804934431034482,0.7402467210344826,0.4233059313793104,0.5674794486206898,0.48330846896551727,0.6555389786206898,0.36879455379310355,0.5791963686206898
CARRYGUN_W26,Emily,female,after_name,0.4827586206896552,male,False,0.5102407272413794,0.7551203631034484,0.34628631241379315,0.5097147337931035,0.508363395862069,0.6722422644827585,0.4246452251724138,0.61643015
CARRYGUN_W26,Emily,female,final_prompt,0.41379310344827586,male,False,0.47424169310344827,0.7371208475862069,0.4218227806896552,0.566367085862069,0.48051331517241386,0.6536755444827588,0.37417457,0.5827830462068966
CARRYGUN_W26,Jessica,female,after_name,0.4482758620689655,male,False,0.5178654731034483,0.7589327362068966,0.35871684862068964,0.5190376362068966,0.4996294413793103,0.6664196275862069,0.414907154137931,0.6099381034482758
CARRYGUN_W26,Jessica,female,final_prompt,0.4482758620689655,male,False,0.48435422896551716,0.742177114827586,0.4235728462068966,0.5676796344827586,0.4833401479310345,0.6555600996551726,0.37596655965517245,0.5839777062068966
CARRYGUN_W26,Samantha,female,after_name,0.41379310344827586,male,False,0.5204557841379309,0.7602278913793102,0.34527995655172417,0.5089599675862069,0.5099265534482759,0.6732843700000001,0.42426631310344826,0.6161775437931035
CARRYGUN_W26,Samantha,female,final_prompt,0.41379310344827586,male,False,0.47564600206896557,0.7378230013793103,0.42051381344827593,0.5653853603448276,0.4788629413793104,0.652575294137931,0.3740685824137931,0.5827123893103449
CARRYGUN_W26,Sarah,female,after_name,0.5172413793103449,female,True,0.515660651724138,0.757830325862069,0.35637620344827586,0.5172821531034483,0.50695577,0.6713038465517241,0.42654482793103443,0.6176965524137932
CARRYGUN_W26,Sarah,female,final_prompt,0.4482758620689655,male,False,0.48013352551724137,0.7400667624137931,0.4219829910344828,0.566487242413793,0.4803150751724139,0.6535433844827586,0.37327667655172414,0.5821844506896552
CARRYGUN_W26,Hannah,female,after_name,0.4482758620689655,male,False,0.5224382096551724,0.7612191041379311,0.34655827137931045,0.5099187037931034,0.5031325444827586,0.6687550303448275,0.4139109644827586,0.6092739765517241
CARRYGUN_W26,Hannah,female,final_prompt,0.4482758620689655,male,False,0.475793131724138,0.737896565862069,0.4267562017241379,0.5700671520689655,0.4786322831034482,0.6524215203448275,0.3731136586206896,0.5820757720689657
CARRYGUN_W26,Elizabeth,female,after_name,0.4482758620689655,male,False,0.5149071920689654,0.7574535944827587,0.34615627655172415,0.509617207586207,0.49716014896551725,0.6647734324137932,0.41924419275862074,0.6128294613793104
CARRYGUN_W26,Elizabeth,female,final_prompt,0.4482758620689655,male,False,0.4798985137931034,0.7399492579310345,0.4230210424137931,0.5672657810344827,0.48072285620689653,0.6538152379310345,0.37249891827586207,0.5816659448275862
CARRYGUN_W26,Amanda,female,after_name,0.5172413793103449,female,True,0.5419725996551723,0.7709863000000001,0.34456258965517245,0.5084219410344828,0.4765064,0.6510042672413795,0.41802890965517236,0.6120192734482758
CARRYGUN_W26,Amanda,female,final_prompt,0.41379310344827586,male,False,0.48163328965517244,0.7408166444827586,0.42042650655172414,0.5653198806896552,0.483882934137931,0.6559219579310345,0.3695813089655173,0.5797208713793104
CARRYGUN_W26,Madison,female,after_name,0.4482758620689655,male,False,0.5181584937931034,0.7590792465517242,0.33883256758620683,0.5041244255172415,0.49676176724137944,0.664507844137931,0.42871189310344826,0.6191412613793104
CARRYGUN_W26,Madison,female,final_prompt,0.41379310344827586,male,False,0.491643087586207,0.7458215431034483,0.4174557255172414,0.5630917941379311,0.48611553448275857,0.6574103565517241,0.37418753103448266,0.582791687586207
CARRYGUN_W26,Lauren,female,after_name,0.5172413793103449,female,True,0.5189962224137931,0.759498111724138,0.3402378834482758,0.5051784127586207,0.4820052582758621,0.6546701713793104,0.43003613310344824,0.6200240886206895
CARRYGUN_W26,Lauren,female,final_prompt,0.4482758620689655,male,False,0.47830691379310347,0.7391534575862068,0.42282152310344834,0.567116142413793,0.48243564206896555,0.6549570951724137,0.3720166486206896,0.5813444331034483
CARRYGUN_W26,Kayla,female,after_name,0.4827586206896552,male,False,0.5427530596551724,0.7713765293103448,0.33233586827586203,0.49925190137931036,0.5132101937931034,0.6754734617241379,0.43633002620689654,0.6242200175862069
CARRYGUN_W26,Kayla,female,final_prompt,0.4482758620689655,male,False,0.4866372175862069,0.7433186093103449,0.4252905620689655,0.5689679220689655,0.48268300965517236,0.6551220068965516,0.37198872758620694,0.5813258186206897
CARRYGUN_W26,Brittany,female,after_name,0.4482758620689655,male,False,0.52861314,0.7643065693103448,0.338207665862069,0.5036557489655172,0.5066326558620691,0.6710884362068965,0.41619655793103455,0.6107977048275862
CARRYGUN_W26,Brittany,female,final_prompt,0.4482758620689655,male,False,0.4864706710344827,0.7432353355172412,0.4196876651724138,0.5647657493103447,0.48328698724137936,0.6555246582758621,0.3723017693103448,0.5815345134482758
CARRYGUN_W26,Megan,female,after_name,0.4482758620689655,male,False,0.5406538689655174,0.7703269344827588,0.33752134827586205,0.5031410110344827,0.49224520379310344,0.6614968031034482,0.4345715362068965,0.6230476903448277
CARRYGUN_W26,Megan,female,final_prompt,0.4482758620689655,male,False,0.4767953772413793,0.7383976893103449,0.4200404220689655,0.5650303158620689,0.48209092448275864,0.6547272831034485,0.3708268106896552,0.5805512075862069
CARRYGUN_W26,Jennifer,female,after_name,0.5172413793103449,female,True,0.5231420468965516,0.7615710231034483,0.35783227965517245,0.5183742100000001,0.49481363965517244,0.6632090931034483,0.4161801762068965,0.6107867844827586
CARRYGUN_W26,Jennifer,female,final_prompt,0.41379310344827586,male,False,0.4867698610344828,0.7433849313793104,0.42757399379310346,0.5706804958620689,0.48006076310344825,0.6533738403448276,0.3694930293103448,0.5796620196551723
CARRYGUN_W26,Alyssa,female,after_name,0.5172413793103449,female,True,0.5189072431034483,0.7594536220689655,0.3399001034482759,0.504925077586207,0.5006075703448276,0.6670717137931036,0.43722716965517244,0.6248181134482758
CARRYGUN_W26,Alyssa,female,final_prompt,0.41379310344827586,male,False,0.4848947803448275,0.7424473913793104,0.4204491020689656,0.565336825862069,0.4828841651724138,0.65525611,0.36720137931034497,0.5781342531034483
CARRYGUN_W26,Rachel,female,after_name,0.41379310344827586,male,False,0.515337837586207,0.7576689189655172,0.35270970310344824,0.5145322772413793,0.4978959351724137,0.6652639568965516,0.40584558275862065,0.6038970562068966
CARRYGUN_W26,Rachel,female,final_prompt,0.41379310344827586,male,False,0.473702245862069,0.7368511231034485,0.4223314020689655,0.5667485510344827,0.48240462000000006,0.6549364127586208,0.37286828758620694,0.5819121924137932
CARRYGUN_W26,Emma,female,after_name,0.4827586206896552,male,False,0.5264069920689655,0.7632034941379309,0.34523959448275865,0.5089296962068967,0.5125909317241379,0.67506062,0.42212810413793106,0.6147520689655174
CARRYGUN_W26,Emma,female,final_prompt,0.4482758620689655,male,False,0.4789671327586207,0.7394835662068963,0.42665917482758625,0.569994382413793,0.4790054727586207,0.6526703158620689,0.37731423241379314,0.5848761544827586
CARRYGUN_W26,Stephanie,female,after_name,0.5172413793103449,female,True,0.5245512103448275,0.7622756055172413,0.3433096024137931,0.507482202413793,0.49021045517241374,0.660140303448276,0.42289299,0.6152619948275863
CARRYGUN_W26,Stephanie,female,final_prompt,0.4482758620689655,male,False,0.48138346206896543,0.7406917331034484,0.41878692034482756,0.5640901913793104,0.478047124137931,0.6520314162068966,0.3729577503448276,0.5819718324137931
CARRYGUN_W26,Olivia,female,after_name,0.4827586206896552,male,False,0.5011574444827587,0.7505787213793103,0.3434732962068966,0.5076049720689655,0.5270176417241379,0.684678428275862,0.42026061689655164,0.6135070786206896
CARRYGUN_W26,Olivia,female,final_prompt,0.4482758620689655,male,False,0.47858765965517236,0.7392938306896552,0.4177886603448276,0.5633414944827586,0.48438764172413795,0.6562584272413793,0.37925891344827584,0.5861726089655173
CARRYGUN_W26,Abigail,female,after_name,0.5172413793103449,female,True,0.5238351375862069,0.7619175679310347,0.34668670931034484,0.5100150313793104,0.52495548,0.6833036534482758,0.4203668131034483,0.6135778755172414
CARRYGUN_W26,Abigail,female,final_prompt,0.4482758620689655,male,False,0.4893987020689656,0.744699351724138,0.42117029413793106,0.5658777199999999,0.4873750017241379,0.658250000689655,0.37250803586206904,0.5816720244827585
GROWUPGUN2A_W26,Michael,male,final_prompt,0.5172413793103449,male,True,0.5202314731034483,0.7601157365517242,0.3805143824137931,0.5353857862068966,0.460273711724138,0.6401824748275863,0.3783245558620689,0.5855497037931034
GROWUPGUN2A_W26,Matthew,male,final_prompt,0.5172413793103449,male,True,0.5160066710344827,0.7580033365517241,0.3853651134482759,0.5390238348275862,0.4696316962068965,0.6464211296551725,0.3802440848275862,0.5868293906896551
GROWUPGUN2A_W26,Christopher,male,final_prompt,0.5172413793103449,male,True,0.5196361213793103,0.7598180603448277,0.38326786758620685,0.5374509010344827,0.46637297137931033,0.644248648275862,0.3768157424137931,0.584543828275862
GROWUPGUN2A_W26,Joshua,male,final_prompt,0.5172413793103449,male,True,0.5088252275862069,0.7544126144827586,0.38010368620689644,0.5350777641379311,0.46599927655172413,0.6439995172413794,0.3820567879310345,0.5880378589655173
GROWUPGUN2A_W26,Jacob,male,final_prompt,0.5172413793103449,male,True,0.5139902010344828,0.756995100689655,0.3793422634482759,0.5345066972413793,0.4618102510344827,0.6412068337931034,0.3817991506896552,0.5878661010344828
GROWUPGUN2A_W26,Andrew,male,final_prompt,0.5172413793103449,male,True,0.5163254203448275,0.7581627099999999,0.38177416655172414,0.5363306251724138,0.4600325982758621,0.6400217324137933,0.37916231172413795,0.5861082065517241
GROWUPGUN2A_W26,Daniel,male,final_prompt,0.5172413793103449,male,True,0.5223828179310345,0.7611914089655171,0.37988336413793106,0.5349125237931035,0.4589055372413793,0.6392703579310345,0.3779634796551724,0.5853089858620689
GROWUPGUN2A_W26,Nicholas,male,final_prompt,0.5172413793103449,male,True,0.5104637796551724,0.7552318906896552,0.3824925682758621,0.5368694265517242,0.46560569310344824,0.643737129310345,0.3810308679310345,0.5873539124137931
GROWUPGUN2A_W26,Joseph,male,final_prompt,0.5172413793103449,male,True,0.5174139037931035,0.7587069517241379,0.37872003,0.5340400220689655,0.4676432131034483,0.645095476551724,0.37780127931034485,0.5852008524137932
GROWUPGUN2A_W26,David,male,final_prompt,0.5172413793103449,male,True,0.5179941568965517,0.7589970786206897,0.3789980589655173,0.5342485444827585,0.45881798379310346,0.6392119889655172,0.37513715137931036,0.5834247686206898
GROWUPGUN2A_W26,Tyler,male,final_prompt,0.5172413793103449,male,True,0.51799666,0.7589983303448274,0.38365737344827583,0.5377430296551724,0.46642387413793107,0.6442825820689655,0.3825163951724138,0.5883442641379311
GROWUPGUN2A_W26,Ryan,male,final_prompt,0.5172413793103449,male,True,0.5186353431034483,0.7593176710344828,0.38162813793103445,0.5362211020689656,0.4616381337931034,0.6410920889655172,0.3802092551724138,0.5868061689655172
GROWUPGUN2A_W26,James,male,final_prompt,0.5172413793103449,male,True,0.51537434,0.7576871699999997,0.38072389758620695,0.5355429227586207,0.4625946124137931,0.6417297417241379,0.37700892172413797,0.5846726148275864
GROWUPGUN2A_W26,John,male,final_prompt,0.5172413793103449,male,True,0.5090025165517242,0.7545012586206897,0.38564889965517246,0.5392366744827587,0.4600949786206897,0.6400633203448277,0.38175647206896557,0.5878376468965518
GROWUPGUN2A_W26,William,male,final_prompt,0.5172413793103449,male,True,0.5207465058620689,0.7603732537931035,0.37894043034482755,0.5342053217241379,0.4650682906896552,0.6433788589655172,0.3753330631034483,0.583555374137931
GROWUPGUN2A_W26,Brandon,male,final_prompt,0.5172413793103449,male,True,0.5193877013793103,0.7596938506896551,0.3878527658620689,0.5408895748275862,0.46801145379310344,0.645340968275862,0.38030217241379316,0.5868681137931033
GROWUPGUN2A_W26,Anthony,male,final_prompt,0.5172413793103449,male,True,0.5193484158620689,0.7596742079310345,0.3819479093103448,0.5364609324137931,0.465176004137931,0.6434506686206897,0.3798652006896551,0.5865768
GROWUPGUN2A_W26,Zachary,male,final_prompt,0.5172413793103449,male,True,0.5216621286206897,0.7608310644827587,0.3806910055172413,0.5355182544827588,0.46478730999999995,0.6431915403448276,0.3824179413793104,0.5882786279310346
GROWUPGUN2A_W26,Justin,male,final_prompt,0.5172413793103449,male,True,0.5137829248275863,0.7568914627586207,0.38151822689655174,0.5361386706896552,0.4628598162068965,0.6419065441379308,0.3836398931034483,0.5890932627586206
GROWUPGUN2A_W26,Alexander,male,final_prompt,0.5172413793103449,male,True,0.5156703937931034,0.757835197586207,0.3767809789655172,0.5325857344827586,0.45464082965517244,0.6364272193103448,0.37545325137931035,0.5836355013793102
GROWUPGUN2A_W26,Ashley,female,final_prompt,0.4827586206896552,male,False,0.5240854768965518,0.7620427382758623,0.3829075996551724,0.5371806989655173,0.46670982827586205,0.6444732189655171,0.3819994996551724,0.587999667586207
GROWUPGUN2A_W26,Emily,female,final_prompt,0.4827586206896552,male,False,0.522272554137931,0.7611362768965517,0.38614805758620685,0.5396110437931034,0.46976715551724135,0.6465114358620689,0.3852266351724138,0.5901510910344829
GROWUPGUN2A_W26,Jessica,female,final_prompt,0.4827586206896552,male,False,0.5228473727586207,0.7614236868965517,0.3872162189655172,0.5404121644827586,0.46415587620689647,0.6427705841379311,0.3833356206896552,0.5888904131034484
GROWUPGUN2A_W26,Samantha,female,final_prompt,0.4827586206896552,male,False,0.524840527586207,0.7624202648275861,0.38517452241379313,0.5388808924137931,0.46082375344827586,0.6405491696551724,0.38352703724137926,0.5890180244827585
GROWUPGUN2A_W26,Sarah,female,final_prompt,0.4827586206896552,male,False,0.5262155286206898,0.7631077641379311,0.3870081586206897,0.5402561193103448,0.4575966275862069,0.6383977506896552,0.3826718648275862,0.5884479103448276
GROWUPGUN2A_W26,Hannah,female,final_prompt,0.4827586206896552,male,False,0.5223487203448275,0.7611743603448275,0.387865055862069,0.5408987920689654,0.46533031724137924,0.6435535448275863,0.38503268,0.590021787586207
GROWUPGUN2A_W26,Elizabeth,female,final_prompt,0.4827586206896552,male,False,0.5246028572413792,0.7623014289655172,0.38517021344827584,0.5388776599999999,0.4651739572413794,0.6434493044827587,0.3778911027586207,0.5852607368965519
GROWUPGUN2A_W26,Amanda,female,final_prompt,0.4827586206896552,male,False,0.5300342379310344,0.7650171199999999,0.391850235862069,0.5438876768965517,0.4676089344827586,0.6450726220689657,0.3806099089655172,0.5870732724137931
GROWUPGUN2A_W26,Madison,female,final_prompt,0.4827586206896552,male,False,0.5239254068965518,0.7619627044827586,0.3896555110344828,0.5422416320689655,0.4700173062068965,0.6466782044827586,0.3898636303448276,0.5932424203448275
GROWUPGUN2A_W26,Lauren,female,final_prompt,0.4827586206896552,male,False,0.523384144137931,0.7616920724137932,0.3889893137931035,0.5417419855172414,0.46832697655172423,0.6455513179310346,0.3827749551724138,0.5885166375862068
GROWUPGUN2A_W26,Kayla,female,final_prompt,0.4827586206896552,male,False,0.52926981,0.7646349058620688,0.38829942413793106,0.5412245682758621,0.4639351948275863,0.6426234624137931,0.3814564296551724,0.5876376193103449
GROWUPGUN2A_W26,Brittany,female,final_prompt,0.4827586206896552,male,False,0.5234718448275862,0.761735921724138,0.3854581096551724,0.5390935824137931,0.4695564689655172,0.6463709786206897,0.38293895379310333,0.58862597
GROWUPGUN2A_W26,Megan,female,final_prompt,0.4827586206896552,male,False,0.5200022910344828,0.7600011451724138,0.3915197231034482,0.5436397917241379,0.4702955896551724,0.6468637272413794,0.38658839,0.5910589262068966
GROWUPGUN2A_W26,Jennifer,female,final_prompt,0.4827586206896552,male,False,0.5266574048275863,0.7633287031034482,0.3899905186206897,0.5424928896551724,0.46708129931034476,0.6447208665517242,0.3835480396551725,0.589032025862069
GROWUPGUN2A_W26,Alyssa,female,final_prompt,0.4827586206896552,male,False,0.5266095448275863,0.763304771724138,0.386730595862069,0.5400479468965517,0.4614002165517241,0.6409334779310345,0.38138241724137933,0.587588278275862
GROWUPGUN2A_W26,Rachel,female,final_prompt,0.4827586206896552,male,False,0.5275374155172414,0.7637687072413795,0.38451544310344826,0.5383865820689655,0.46406190241379314,0.6427079368965517,0.380759184137931,0.5871727896551724
GROWUPGUN2A_W26,Emma,female,final_prompt,0.4827586206896552,male,False,0.5231343720689655,0.7615671855172415,0.3842570613793103,0.5381927965517241,0.4549137458620689,0.6366091641379309,0.38494130172413793,0.5899608679310344
GROWUPGUN2A_W26,Stephanie,female,final_prompt,0.4827586206896552,male,False,0.5192087768965516,0.7596043889655172,0.3882554231034483,0.5411915675862069,0.4697417062068965,0.6464944706896552,0.3828367272413793,0.5885578186206897
GROWUPGUN2A_W26,Olivia,female,final_prompt,0.4827586206896552,male,False,0.5214456889655171,0.7607228455172412,0.39132268517241375,0.5434920137931034,0.46895850034482756,0.645972332413793,0.3864557024137931,0.590970468275862
GROWUPGUN2A_W26,Abigail,female,final_prompt,0.4827586206896552,male,False,0.52597191,0.7629859551724136,0.3854869003448275,0.5391151751724138,0.46294848413793105,0.641965655862069,0.3835965262068966,0.58906435
GROWUPGUN2B_W26,Michael,male,final_prompt,0.5172413793103449,male,True,0.4877492713793103,0.7438746362068966,0.3813228251724137,0.5359921186206896,0.49545197551724135,0.6636346506896551,0.41600068137931023,0.61066712
GROWUPGUN2B_W26,Matthew,male,final_prompt,0.5172413793103449,male,True,0.48416800068965526,0.7420839989655172,0.3859829355172414,0.5394872013793104,0.5010722282758621,0.6673814855172415,0.4162375955172414,0.6108250634482758
GROWUPGUN2B_W26,Christopher,male,final_prompt,0.5172413793103449,male,True,0.48513665758620683,0.7425683282758622,0.3848659886206897,0.5386494913793104,0.5022171458620689,0.6681447634482759,0.4158411820689655,0.6105607879310344
GROWUPGUN2B_W26,Joshua,male,final_prompt,0.5172413793103449,male,True,0.4815497934482759,0.7407748968965516,0.38162657724137933,0.5362199327586207,0.49577414068965514,0.6638494275862069,0.41589073206896543,0.6105938210344829
GROWUPGUN2B_W26,Jacob,male,final_prompt,0.5172413793103449,male,True,0.48487010068965514,0.7424350503448276,0.3837274696551725,0.5377956020689655,0.5005825296551725,0.6670550203448277,0.4199702248275862,0.6133134837931034
GROWUPGUN2B_W26,Andrew,male,final_prompt,0.5172413793103449,male,True,0.47945081827586206,0.7397254089655171,0.38291712931034494,0.5371878468965516,0.49742153620689655,0.6649476910344829,0.41543991758620696,0.6102932786206895
GROWUPGUN2B_W26,Daniel,male,final_prompt,0.5172413793103449,male,True,0.48674367206896557,0.7433718362068965,0.38165102793103445,0.5362382720689655,0.49705300793103435,0.6647020062068967,0.41556852896551716,0.6103790193103448
