qkey,attribute,channel,class_label,magnitude,n_names,response_distribution
REASONGUNC_W26,gender,inferred,female,,20,"[0.00874874, 0.98331485, 0.00793641]"
REASONGUND_W26,gender,inferred,male,,20,"[0.0419324, 0.06909843, 0.88896915]"
REASONGUND_W26,gender,inferred,female,,20,"[0.07314592, 0.10002182, 0.82683224]"
REASONGUNE_W26,gender,inferred,male,,20,"[0.18194848, 0.09553602, 0.72251551]"
REASONGUNE_W26,gender,inferred,female,,20,"[0.03718498, 0.04787186, 0.91494314]"
SHOOTFREQ_W26,gender,inferred,male,,20,"[0.0, 0.0, 2e-08, 1.0]"
SHOOTFREQ_W26,gender,inferred,female,,20,"[0.0, 0.0, 2e-08, 1.0]"
WORRYB_W26,gender,inferred,male,,20,"[4.11e-06, 0.08599495, 0.91400093]"
WORRYB_W26,gender,inferred,female,,20,"[3.19e-06, 0.06548356, 0.93451326]"
WORRYD_W26,gender,inferred,male,,20,"[4.1e-07, 0.00011619, 0.99988339]"
WORRYD_W26,gender,inferred,female,,20,"[3.2e-07, 0.00014548, 0.99985419]"
WORRYE_W26,gender,inferred,male,,20,"[5.1e-07, 0.00053613, 0.99946338]"
WORRYE_W26,gender,inferred,female,,20,"[3.3e-07, 0.00024191, 0.99975776]"
WORRYF_W26,gender,inferred,male,,20,"[4.2e-07, 0.00115961, 0.99883997]"
WORRYF_W26,gender,inferred,female,,20,"[3.8e-07, 0.00050822, 0.99949141]"
BOYSF1B_W29,gender,inferred,male,,20,"[0.00017578, 0.41654793, 0.58327631]"
BOYSF1B_W29,gender,inferred,female,,20,"[0.00029792, 0.20686834, 0.79283373]"
FAVORS_CPS_W29,gender,inferred,male,,20,"[1.585e-05, 0.00011386, 0.00067275, 0.00078562, 0.92828537, 0.07012657]"
FAVORS_CPS_W29,gender,inferred,female,,20,"[3.06e-05, 0.00015636, 0.00278253, 0.00101599, 0.91837785, 0.07763666]"
FEM2_W29,gender,inferred,male,,20,"[3e-08, 1.7e-07, 0.62525765, 0.37474217]"
FEM2_W29,gender,inferred,female,,20,"[6.14e-06, 0.00034751, 0.83566937, 0.16397699]"
GIRLSF2C_W29,gender,inferred,male,,20,"[0.01174569, 0.11367059, 0.87458369]"
GIRLSF2C_W29,gender,inferred,female,,20,"[0.01112395, 0.1354036, 0.85347246]"
GIRLSF2D_W29,gender,inferred,male,,20,"[0.00534369, 0.00265457, 0.99200179]"
GIRLSF2D_W29,gender,inferred,female,,20,"[0.00576724, 0.00220045, 0.99203232]"
GOPDIRCT_W29,gender,inferred,male,,20,"[0.0, 0.83789319, 0.16103968, 0.00106715]"
GOPDIRCT_W29,gender,inferred,female,,20,"[0.0, 0.87311542, 0.12558256, 0.001302]"
HOOD_NHISB_W29,gender,inferred,male,,20,"[1.135e-05, 0.99954619, 0.00038117, 6.129e-05]"
HOOD_NHISB_W29,gender,inferred,female,,20,"[1.6e-05, 0.9992681, 0.00061886, 9.706e-05]"
LOCALELECT_W29,gender,inferred,male,,20,"[0.00763556, 0.87296787, 0.11934345, 5.31e-05]"
LOCALELECT_W29,gender,inferred,female,,20,"[0.02834433, 0.85017272, 0.12145061, 3.234e-05]"
MAN1A_W29,gender,inferred,male,,20,"[0.01104048, 0.9889581, 1.41e-06, 0.0]"
MAN1A_W29,gender,inferred,female,,20,"[0.00572803, 0.99426895, 3.01e-06, 0.0]"
MAN1B_W29,gender,inferred,male,,20,"[0.00310851, 0.99689144, 3e-08, 0.0]"
MAN1B_W29,gender,inferred,female,,20,"[0.00375774, 0.99624216, 9e-08, 0.0]"
MAN1C_W29,gender,inferred,male,,20,"[0.97664644, 0.02335356, 2e-08, 0.0]"
MAN1C_W29,gender,inferred,female,,20,"[0.97562026, 0.02437973, 3e-08, 0.0]"
MAN1D_W29,gender,inferred,male,,20,"[0.01229046, 0.98770926, 2.8e-07, 0.0]"
MAN1D_W29,gender,inferred,female,,20,"[0.01444213, 0.98555762, 2.7e-07, 0.0]"
MAN1E_W29,gender,inferred,male,,20,"[0.99862882, 0.00137117, 0.0, 0.0]"
MAN1E_W29,gender,inferred,female,,20,"[0.99638847, 0.00361155, 1e-08, 0.0]"
MASC2_W29,gender,inferred,male,,20,"[2.2e-07, 2.013e-05, 0.9386847, 0.06129493]"
MASC2_W29,gender,inferred,female,,20,"[0.0, 8e-08, 0.98541533, 0.01458459]"
S12_W29,gender,inferred,male,,20,"[0.4194302, 0.02451107, 0.00100894, 0.00372295, 0.27817212, 0.27315472]"
S12_W29,gender,inferred,female,,20,"[0.58768511, 0.01764727, 0.00226659, 0.00243621, 0.21948089, 0.17048393]"
S13_W29,gender,inferred,male,,20,"[0.00286125, 0.03409141, 0.01464418, 0.00878713, 0.16520647, 0.77440955]"
S13_W29,gender,inferred,female,,20,"[0.00729806, 0.0234923, 0.04690985, 0.00471252, 0.1537403, 0.76384698]"
SEENFEM_W29,gender,inferred,male,,20,"[1e-08, 9e-08, 6.989e-05, 0.99993]"
SEENFEM_W29,gender,inferred,female,,20,"[2e-08, 1.38e-06, 0.00303525, 0.99696337]"
SEENMASC_W29,gender,inferred,male,,20,"[0.0, 1.6e-07, 0.00209812, 0.99790171]"
SEENMASC_W29,gender,inferred,female,,20,"[0.0, 2e-08, 0.00027751, 0.9997225]"
TALK_CPS_W29,gender,inferred,male,,20,"[2.6e-07, 2.4e-07, 4.1e-07, 7.25e-06, 0.1035701, 0.89642174]"
TALK_CPS_W29,gender,inferred,female,,20,"[4.8e-07, 4.3e-07, 1.62e-06, 1.032e-05, 0.22828931, 0.77169783]"
WORRYBILL_W29,gender,inferred,male,,20,"[8.1e-07, 6e-07, 0.00053969, 0.99945887]"
WORRYBILL_W29,gender,inferred,female,,20,"[1.18e-06, 1.05e-06, 0.00349757, 0.9965002]"
CLASS_W32,gender,inferred,male,,20,"[2.92e-06, 0.31665942, 0.68257432, 0.00055561, 0.00020771]"
CLASS_W32,gender,inferred,female,,20,"[7.26e-06, 0.29032584, 0.70816767, 0.00051997, 0.00097927]"
COMMIMPA_W32,gender,inferred,male,,20,"[0.99948225, 0.00051774, 2e-08, 1e-08]"
COMMIMPA_W32,gender,inferred,female,,20,"[0.99958486, 0.00041514, 1e-08, 1e-08]"
COMMIMPB_W32,gender,inferred,male,,20,"[0.9999623, 3.751e-05, 7e-08, 1.2e-07]"
COMMIMPB_W32,gender,inferred,female,,20,"[0.9999679, 3.198e-05, 6e-08, 9e-08]"
COMMIMPC_W32,gender,inferred,male,,20,"[0.58267729, 0.41728083, 9.52e-06, 3.235e-05]"
COMMIMPC_W32,gender,inferred,female,,20,"[0.67294262, 0.32703179, 6.66e-06, 1.894e-05]"
COMMIMPF_W32,gender,inferred,male,,20,"[0.99717821, 0.00282143, 3.1e-07, 3e-08]"
COMMIMPF_W32,gender,inferred,female,,20,"[0.99416006, 0.00583915, 7.2e-07, 6e-08]"
COMMIMPG_W32,gender,inferred,male,,20,"[0.9989517, 0.00104824, 4e-08, 2e-08]"
COMMIMPG_W32,gender,inferred,female,,20,"[0.99931102, 0.00068896, 2e-08, 1e-08]"
COMMIMPH_W32,gender,inferred,male,,20,"[8.6e-06, 0.82392739, 0.16294564, 0.01311837]"
COMMIMPH_W32,gender,inferred,female,,20,"[1.078e-05, 0.83805732, 0.15579588, 0.00613604]"
COMMYRS_W32,gender,inferred,male,,20,"[0.99989798, 3.8e-07, 4.993e-05, 1.679e-05, 3.49e-05]"
COMMYRS_W32,gender,inferred,female,,20,"[0.99977683, 7.5e-07, 9.405e-05, 6.868e-05, 5.968e-05]"
ETHNCMAJ_W32,gender,inferred,male,,20,"[0.0004837, 1e-08, 0.9995163]"
ETHNCMAJ_W32,gender,inferred,female,,20,"[0.00059971, 2e-08, 0.99940031]"
GAYMARR2_W32,gender,inferred,male,,20,"[0.01636944, 0.98363056, 2e-08, 1e-08]"
GAYMARR2_W32,gender,inferred,female,,20,"[0.02708096, 0.97291904, 2e-08, 2e-08]"
HARASS2F1_W32,gender,inferred,male,,20,"[1.0, 0.0, 2e-08]"
HARASS2F1_W32,gender,inferred,female,,20,"[1.0, 0.0, 2e-08]"
IMMIMPACT_W32,gender,inferred,male,,20,"[1.0, 0.0, 0.0]"
IMMIMPACT_W32,gender,inferred,female,,20,"[1.0, 0.0, 0.0]"
MOVERURAL_W32,gender,inferred,male,,20,"[0.00013988, 0.00025152, 0.99960863]"
MOVERURAL_W32,gender,inferred,female,,20,"[0.00014735, 0.00024147, 0.99961119]"
MOVESUBURB_W32,gender,inferred,male,,20,"[0.98933425, 0.00379259, 0.0068732]"
MOVESUBURB_W32,gender,inferred,female,,20,"[0.97215277, 0.00491312, 0.02293413]"
MOVEURBAN_W32,gender,inferred,male,,20,"[0.74567187, 0.24326533, 0.01106279]"
MOVEURBAN_W32,gender,inferred,female,,20,"[0.77759548, 0.190114, 0.03229051]"
NEIGHINTERA_W32,gender,inferred,male,,20,"[1.09e-06, 3.93e-06, 8.358e-05, 0.00051421, 0.36514976, 0.63424745]"
NEIGHINTERA_W32,gender,inferred,female,,20,"[1.81e-06, 1.12e-05, 0.00068097, 0.00158348, 0.38062514, 0.61709738]"
NEIGHINTERB_W32,gender,inferred,male,,20,"[2.1e-07, 4.8e-07, 6.86e-06, 8.759e-05, 0.43688147, 0.56302339]"
NEIGHINTERB_W32,gender,inferred,female,,20,"[2.8e-07, 8.7e-07, 3.383e-05, 0.00019433, 0.48124865, 0.51852202]"
NEIGHKIDS_W32,gender,inferred,male,,20,"[0.06777967, 0.09056742, 0.84165287]"
NEIGHKIDS_W32,gender,inferred,female,,20,"[0.25521897, 0.10357585, 0.64120518]"
NEIGHSAMEA_W32,gender,inferred,male,,20,"[1.75e-06, 0.0001822, 4.971e-05, 0.98571132, 0.01405504]"
NEIGHSAMEA_W32,gender,inferred,female,,20,"[5.2e-07, 0.00014568, 3.04e-05, 0.99519002, 0.00463339]"
SATLIFED_W32,gender,inferred,male,,20,"[0.27505242, 0.60377229, 0.07279839, 0.0483769]"
SATLIFED_W32,gender,inferred,female,,20,"[0.27706378, 0.53382829, 0.11299495, 0.07611297]"
SOCTRUST2_W32,gender,inferred,male,,20,"[1.0, 0.0]"
SOCTRUST2_W32,gender,inferred,female,,20,"[1.0, 0.0]"
VALUERURAL_W32,gender,inferred,male,,20,"[0.0, 0.99983893, 0.00016107, 2e-08]"
VALUERURAL_W32,gender,inferred,female,,20,"[0.0, 0.99994099, 5.9e-05, 1e-08]"
WHADVANT_W32,gender,inferred,male,,20,"[0.05473379, 0.94526383, 9e-07, 1.45e-06]"
WHADVANT_W32,gender,inferred,female,,20,"[0.08697152, 0.91302702, 4.3e-07, 1.04e-06]"
WILLMOVE_W32,gender,inferred,male,,20,"[7.39e-06, 0.99994516, 3.358e-05, 1.388e-05]"
WILLMOVE_W32,gender,inferred,female,,20,"[1.426e-05, 0.99995023, 2.838e-05, 7.12e-06]"
EAT1_W34,gender,inferred,male,,20,"[8.263e-05, 0.99231444, 0.00682983, 0.00074962, 2.348e-05]"
EAT1_W34,gender,inferred,female,,20,"[8.875e-05, 0.99410951, 0.00557796, 0.00021492, 8.86e-06]"
EAT2_W34,gender,inferred,male,,20,"[2.48e-06, 0.21923089, 0.45203053, 0.2932728, 0.03546331]"
EAT2_W34,gender,inferred,female,,20,"[9.1e-07, 0.15756082, 0.66160596, 0.15236203, 0.02847028]"
EAT5B_W34,gender,inferred,male,,20,"[1e-08, 0.99990921, 9.08e-05, 0.0]"
EAT5B_W34,gender,inferred,female,,20,"[1e-08, 0.99987437, 0.00012563, 0.0]"
EAT5C_W34,gender,inferred,male,,20,"[0.0, 6.1e-07, 0.99999939, 1e-08]"
EAT5C_W34,gender,inferred,female,,20,"[0.0, 1.13e-06, 0.99999884, 1e-08]"
EAT5D_W34,gender,inferred,male,,20,"[0.0, 1e-08, 1.0, 1e-08]"
EAT5D_W34,gender,inferred,female,,20,"[0.0, 2e-08, 1.0, 1e-08]"
EVOBIOA_W34,gender,inferred,male,,20,"[1.0, 0.0, 0.0]"
EVOBIOA_W34,gender,inferred,female,,20,"[1.0, 0.0, 0.0]"
EVOBIOB_W34,gender,inferred,male,,20,"[1.0, 0.0]"
EVOBIOB_W34,gender,inferred,female,,20,"[1.0, 0.0]"
EVOPERS3_W34,gender,inferred,male,,20,"[1.0, 0.0, 0.0]"
EVOPERS3_W34,gender,inferred,female,,20,"[1.0, 0.0, 0.0]"
EVOTHREE_W34,gender,inferred,male,,20,"[1.0, 0.0]"
EVOTHREE_W34,gender,inferred,female,,20,"[1.0, 0.0]"
FUD22_W34,gender,inferred,male,,20,"[2.3e-07, 0.00024439, 0.01710365, 0.98265174]"
FUD22_W34,gender,inferred,female,,20,"[2.25e-06, 0.0081662, 0.52384118, 0.46799036]"
FUD24_W34,gender,inferred,male,,20,"[0.34033766, 0.0, 0.65966234]"
FUD24_W34,gender,inferred,female,,20,"[0.09700823, 0.0, 0.90299176]"
FUD33B_W34,gender,inferred,male,,20,"[0.0, 0.0, 1.0]"
FUD33B_W34,gender,inferred,female,,20,"[0.0, 0.0, 1.0]"
FUD35_W34,gender,inferred,male,,20,"[0.00129934, 0.00466601, 0.99403212, 2.54e-06]"
FUD35_W34,gender,inferred,female,,20,"[0.00138204, 0.00467757, 0.99393863, 1.78e-06]"
FUD37A_W34,gender,inferred,male,,20,"[0.00062633, 0.99937296, 7e-07, 3e-08]"
FUD37A_W34,gender,inferred,female,,20,"[0.00055873, 0.99944029, 9.6e-07, 3e-08]"
FUD37B_W34,gender,inferred,male,,20,"[0.0, 0.00333191, 0.99666755, 5.2e-07]"
FUD37B_W34,gender,inferred,female,,20,"[0.0, 0.001271, 0.99872852, 4.5e-07]"
FUD37C_W34,gender,inferred,male,,20,"[1.273e-05, 0.99998726, 2e-08, 0.0]"
FUD37C_W34,gender,inferred,female,,20,"[6.44e-06, 0.99999353, 3e-08, 0.0]"
BETTERBIZ1F2D_W36,gender,inferred,male,,20,"[0.0, 0.0, 1.0]"
BETTERBIZ1F2D_W36,gender,inferred,female,,20,"[0.0, 0.0, 1.0]"
BETTERBIZ1F2E_W36,gender,inferred,male,,20,"[0.0, 0.0, 1.0]"
BETTERBIZ1F2E_W36,gender,inferred,female,,20,"[0.0, 0.0, 1.0]"
BETTERBIZ1F2H_W36,gender,inferred,male,,20,"[0.0, 0.0, 1.0]"
BETTERBIZ1F2H_W36,gender,inferred,female,,20,"[0.0, 0.0, 1.0]"
BETTERBIZ2F2C_W36,gender,inferred,male,,20,"[0.0, 0.0, 1.0]"
BETTERBIZ2F2C_W36,gender,inferred,female,,20,"[0.0, 0.0, 1.0]"
BETTERBIZ2F2E_W36,gender,inferred,male,,20,"[0.0, 0.0, 1.0]"
BETTERBIZ2F2E_W36,gender,inferred,female,,20,"[0.0, 0.0, 1.0]"
BETTERBIZ2F2F_W36,gender,inferred,male,,20,"[0.0, 0.0, 1.0]"
BETTERBIZ2F2F_W36,gender,inferred,female,,20,"[0.0, 0.0, 1.0]"
BETTERPOL1F1B_W36,gender,inferred,male,,20,"[0.0, 0.0, 1.0]"
BETTERPOL1F1B_W36,gender,inferred,female,,20,"[0.0, 0.0, 1.0]"
BETTERPOL1F1E_W36,gender,inferred,male,,20,"[0.0, 0.0, 1.0]"
BETTERPOL1F1E_W36,gender,inferred,female,,20,"[0.0, 0.0, 1.0]"
BETTERPOL1F1I_W36,gender,inferred,male,,20,"[0.0, 0.0, 1.0]"
BETTERPOL1F1I_W36,gender,inferred,female,,20,"[0.0, 1e-08, 1.0]"
BETTERPOL2F1A_W36,gender,inferred,male,,20,"[0.0, 0.0, 1.0]"
BETTERPOL2F1A_W36,gender,inferred,female,,20,"[0.0, 0.0, 1.0]"
BETTERPOL2F1C_W36,gender,inferred,male,,20,"[0.0, 0.0, 1.0]"
BETTERPOL2F1C_W36,gender,inferred,female,,20,"[0.0, 0.0, 1.0]"
BETTERPOL2F1D_W36,gender,inferred,male,,20,"[0.0, 0.0, 1.0]"
BETTERPOL2F1D_W36,gender,inferred,female,,20,"[0.0, 0.0, 1.0]"
BETTERPOL2F1F_W36,gender,inferred,male,,20,"[0.0, 0.0, 1.0]"
BETTERPOL2F1F_W36,gender,inferred,female,,20,"[0.0, 0.0, 1.0]"
E5_W36,gender,inferred,male,,20,"[2.24e-06, 2.4e-07, 0.99999751]"
E5_W36,gender,inferred,female,,20,"[2.573e-05, 6.6e-07, 0.99997361]"
ESSENBIZF2E_W36,gender,inferred,male,,20,"[0.99684241, 0.00315759, 1e-08]"
ESSENBIZF2E_W36,gender,inferred,female,,20,"[0.98899377, 0.01100623, 1e-08]"
ESSENBIZF2J_W36,gender,inferred,male,,20,"[0.99865258, 0.00134743, 1e-08]"
ESSENBIZF2J_W36,gender,inferred,female,,20,"[0.99757411, 0.00242588, 1e-08]"
ESSENPOLF1A_W36,gender,inferred,male,,20,"[1.0, 0.0, 0.0]"
ESSENPOLF1A_W36,gender,inferred,female,,20,"[1.0, 0.0, 0.0]"
ESSENPOLF1B_W36,gender,inferred,male,,20,"[0.72594289, 0.27405702, 1e-07]"
ESSENPOLF1B_W36,gender,inferred,female,,20,"[0.87690785, 0.12309203, 8e-08]"
ESSENPOLF1D_W36,gender,inferred,male,,20,"[0.99998151, 1.85e-05, 1e-08]"
ESSENPOLF1D_W36,gender,inferred,female,,20,"[0.99995553, 4.445e-05, 1e-08]"
ESSENPOLF1G_W36,gender,inferred,male,,20,"[0.80857198, 0.19142776, 2.5e-07]"
ESSENPOLF1G_W36,gender,inferred,female,,20,"[0.77039806, 0.22960162, 3.2e-07]"
ESSENPOLF1H_W36,gender,inferred,male,,20,"[0.99999957, 4.6e-07, 0.0]"
ESSENPOLF1H_W36,gender,inferred,female,,20,"[0.99999947, 5.5e-07, 1e-08]"
HIGHEDWRNGB_W36,gender,inferred,male,,20,"[0.05077378, 0.94919606, 3.015e-05]"
HIGHEDWRNGB_W36,gender,inferred,female,,20,"[0.03530936, 0.96460909, 8.155e-05]"
HIGHEDWRNGC_W36,gender,inferred,male,,20,"[0.15870185, 0.84082759, 0.00047056]"
HIGHEDWRNGC_W36,gender,inferred,female,,20,"[0.1132604, 0.88554436, 0.00119526]"
IMPROVE1_W36,gender,inferred,male,,20,"[0.99999948, 5.5e-07, 0.0, 0.0]"
IMPROVE1_W36,gender,inferred,female,,20,"[0.99999963, 3.7e-07, 0.0, 0.0]"
IMPROVE2_W36,gender,inferred,male,,20,"[9.477e-05, 0.99984436, 6.086e-05, 2e-08]"
IMPROVE2_W36,gender,inferred,female,,20,"[0.00013317, 0.99982107, 4.576e-05, 1e-08]"
IMPROVE3_W36,gender,inferred,male,,20,"[0.99989884, 0.00010117, 0.0, 0.0]"
IMPROVE3_W36,gender,inferred,female,,20,"[0.99997404, 2.595e-05, 0.0, 0.0]"
MOREWMN1F2_W36,gender,inferred,male,,20,"[0.85017414, 3e-08, 0.14982584]"
MOREWMN1F2_W36,gender,inferred,female,,20,"[0.98493491, 2e-08, 0.01506509]"
POLCHF1_W36,gender,inferred,male,,20,"[0.0, 1.0, 0.0]"
POLCHF1_W36,gender,inferred,female,,20,"[0.0, 1.0, 0.0]"
TRAITBIZMF2C_W36,gender,inferred,male,,20,"[1.0, 0.0, 0.0]"
TRAITBIZMF2C_W36,gender,inferred,female,,20,"[1.0, 0.0, 0.0]"
TRAITBIZMF2D_W36,gender,inferred,male,,20,"[1.0, 0.0, 1e-08]"
TRAITBIZMF2D_W36,gender,inferred,female,,20,"[0.99999973, 0.0, 2.5e-07]"
TRAITBIZMF2E_W36,gender,inferred,male,,20,"[1.0, 0.0, 1e-08]"
TRAITBIZMF2E_W36,gender,inferred,female,,20,"[0.99999996, 0.0, 6e-08]"
TRAITBIZMF2G_W36,gender,inferred,male,,20,"[0.00442407, 1e-08, 0.99557594]"
TRAITBIZMF2G_W36,gender,inferred,female,,20,"[0.02631518, 1e-08, 0.97368481]"
TRAITBIZWF2C_W36,gender,inferred,male,,20,"[0.99999977, 3e-08, 2.1e-07]"
TRAITBIZWF2C_W36,gender,inferred,female,,20,"[0.9999999, 2e-08, 8e-08]"
TRAITBIZWF2D_W36,gender,inferred,male,,20,"[0.99999987, 0.0, 1.3e-07]"
