qkey,attribute,channel,magnitude,regime,model_class,human_attribute,human_group,own_human_group,is_own_group,wasserstein,available_groups,expected_groups
GUNRESPNOKIDSF_W26,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,1.0886431525000484,2,2
GUNRESPNOKIDSF_W26,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.7598432949015718,2,2
GUNRESPNOKIDSF_W26,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,1.088641058000094,2,2
GUNRESPNOKIDSF_W26,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.7598412004016175,2,2
GUNSAFETYKIDS_W26,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.49633954625021937,2,2
GUNSAFETYKIDS_W26,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.49747343125021937,2,2
GUNSAFETYKIDS_W26,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.4962919139987458,2,2
GUNSAFETYKIDS_W26,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.4974257989987458,2,2
GUNSAFE_W26,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.34990937478714934,2,2
GUNSAFE_W26,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.3221529347871493,2,2
GUNSAFE_W26,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.37394744850109224,2,2
GUNSAFE_W26,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.3461910085010922,2,2
GUNTYPEOWNC_W26,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,1.17269198,2,2
GUNTYPEOWNC_W26,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.8297468800000001,2,2
GUNTYPEOWNC_W26,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,1.1726919795,2,2
GUNTYPEOWNC_W26,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.8297468795,2,2
NOCARRYGUN_W26,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.5831014825888453,2,2
NOCARRYGUN_W26,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.6563582125888453,2,2
NOCARRYGUN_W26,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.5804581530983509,2,2
NOCARRYGUN_W26,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.6537148830983509,2,2
REASONGUNA_W26,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.41736659682629595,2,2
REASONGUNA_W26,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.364469440999977,2,2
REASONGUNA_W26,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.41736606082630434,2,2
REASONGUNA_W26,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.3644689049999854,2,2
REASONGUNB_W26,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.2409318746509193,2,2
REASONGUNB_W26,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.31784399561188603,2,2
REASONGUNB_W26,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.3384640548968096,2,2
REASONGUNB_W26,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.41180363929677966,2,2
REASONGUNC_W26,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.5669913572277476,2,2
REASONGUNC_W26,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.6532468939424148,2,2
REASONGUNC_W26,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.5685260160417129,2,2
REASONGUNC_W26,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.6547815527563801,2,2
REASONGUND_W26,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.4322025264818456,2,2
REASONGUND_W26,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.32225272648184555,2,2
REASONGUND_W26,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.33885209908109937,2,2
REASONGUND_W26,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.22890229908109938,2,2
REASONGUNE_W26,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.1956464406891494,2,2
REASONGUNE_W26,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.20489365068914944,2,2
REASONGUNE_W26,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.14154469759421895,2,2
REASONGUNE_W26,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.13229748759421892,2,2
SHOOTFREQ_W26,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.9953445275000006,2,2
SHOOTFREQ_W26,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.6730152875000005,2,2
SHOOTFREQ_W26,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.9953445285000005,2,2
SHOOTFREQ_W26,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.6730152885000005,2,2
WORRYB_W26,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.5192752519311965,2,2
WORRYB_W26,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.764886607983981,2,2
WORRYB_W26,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.539788484733095,2,2
WORRYB_W26,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.7853998407858794,2,2
WORRYD_W26,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.9529680764986543,2,2
WORRYD_W26,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,1.2021521264986543,2,2
WORRYD_W26,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.9529389784985388,2,2
WORRYD_W26,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,1.202123028498539,2,2
WORRYE_W26,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.6839264035091316,2,2
WORRYE_W26,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.9016789435091315,2,2
WORRYE_W26,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.6842209765,2,2
WORRYE_W26,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.9019735165,2,2
WORRYF_W26,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.4509012860159754,2,2
WORRYF_W26,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.7494234014953582,2,2
WORRYF_W26,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.4515527460274884,2,2
WORRYF_W26,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.7500748615068713,2,2
BOYSF1B_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.12286885472960869,2,2
BOYSF1B_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.16436258972960868,2,2
BOYSF1B_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.22764757511954337,2,2
BOYSF1B_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.2691413101195434,2,2
FAVORS_CPS_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,1.1513195598473378,2,2
FAVORS_CPS_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,1.1067565325327902,2,2
FAVORS_CPS_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,1.1391730182570732,2,2
FAVORS_CPS_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,1.0946099909425255,2,2
GIRLSF2C_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.22834805318063134,2,2
GIRLSF2C_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.2407389512151023,2,2
GIRLSF2C_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.21779241929947835,2,2
GIRLSF2C_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.2301833173339493,2,2
GIRLSF2D_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.21796081920995436,2,2
GIRLSF2D_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.26364094688635514,2,2
GIRLSF2D_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.21797610555378194,2,2
GIRLSF2D_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.2636562332301827,2,2
GOPDIRCT_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.5353435482028487,2,2
GOPDIRCT_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.36946054820284874,2,2
GOPDIRCT_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.5703309492822276,2,2
GOPDIRCT_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.4044479492822276,2,2
HOOD_NHISB_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.5983407324943342,2,2
HOOD_NHISB_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.6125891424943339,2,2
HOOD_NHISB_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.5980268550078753,2,2
HOOD_NHISB_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.6122752650078751,2,2
LOCALELECT_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.8509628171405829,2,2
LOCALELECT_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.8229436671405831,2,2
LOCALELECT_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.8281884129509826,2,2
LOCALELECT_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.8001692629509828,2,2
MAN1A_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.5893050539558323,2,2
MAN1A_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,1.0110390730441563,2,2
MAN1A_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.594615911939824,2,2
MAN1A_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,1.0057250240601128,2,2
MAN1B_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.9591797379502632,2,2
MAN1B_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,2.0031084730497355,2,2
MAN1B_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.9585304489736951,2,2
MAN1B_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,2.0037576440263036,2,2
MAN1C_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,1.6076887824320418,2,2
MAN1C_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.9678193724320417,2,2
MAN1C_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,1.6066625771216851,2,2
MAN1C_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.9667931671216852,2,2
MAN1D_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.6848968414851067,2,2
MAN1D_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,2.0122901735430156,2,2
MAN1D_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.6827451833025298,2,2
MAN1D_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,2.014441849725605,2,2
MAN1E_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.7739408899904017,2,2
MAN1E_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.32901982099040183,2,2
MAN1E_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.7717004896245991,2,2
MAN1E_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.32677943562459866,2,2
MASC2_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,1.2082192917255736,2,2
MASC2_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.9387256497438758,2,2
MASC2_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,1.1615294384184038,2,2
MASC2_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.9854155030510457,2,2
S12_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,1.5121266181934407,2,2
S12_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,1.5894486181934406,2,2
S12_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.8778006407224298,2,2
S12_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.8470684407224298,2,2
S13_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,3.214440481251355,2,2
S13_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,3.4316889190788706,2,2
S13_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,3.1574712380768197,2,2
S13_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,3.374719675904335,2,2
SEENMASC_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,1.3592376714643266,2,2
SEENMASC_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.0020984385356734546,2,2
SEENMASC_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,1.3610585545080491,2,2
SEENMASC_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.0002775554919508907,2,2
TALK_CPS_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,2.876948420896412,2,2
TALK_CPS_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,2.781657580896412,2,2
TALK_CPS_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,2.752217546173448,2,2
TALK_CPS_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,2.6569267061734485,2,2
WORRYBILL_W29,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,1.380896873985602,2,2
WORRYBILL_W29,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,1.5871245139856018,2,2
WORRYBILL_W29,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,1.377936994491242,2,2
WORRYBILL_W29,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,1.5841646344912421,2,2
CLASS_W32,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.6192311998667026,2,2
CLASS_W32,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.6669294198667025,2,2
CLASS_W32,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.5913901479776031,2,2
CLASS_W32,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.639088367977603,2,2
COMMIMPA_W32,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,1.3028194665106154,2,2
COMMIMPA_W32,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,1.0972658655327785,2,2
COMMIMPA_W32,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,1.3029220845093419,2,2
COMMIMPA_W32,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,1.097368483531505,2,2
COMMIMPB_W32,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,0.699177256999772,2,2
COMMIMPB_W32,gender,inferred,,Inferred from name,male,SEX,Female,Male,False,0.5610832369997721,2,2
COMMIMPB_W32,gender,inferred,,Inferred from name,female,SEX,Male,Female,False,0.6991828960010681,2,2
COMMIMPB_W32,gender,inferred,,Inferred from name,female,SEX,Female,Female,True,0.5610888760010683,2,2
COMMIMPC_W32,gender,inferred,,Inferred from name,male,SEX,Male,Male,True,1.0372903622791578,2,2
