qkey,attribute,channel,class_label,magnitude,n_names,response_distribution
GUNRESPNOKIDSA_W26,gender,inferred,male,,20,"[0.72016567, 0.02314959, 0.07217759, 0.18450715]"
GUNRESPNOKIDSA_W26,gender,inferred,female,,20,"[0.71297387, 0.01945237, 0.08492554, 0.18264823]"
GUNRESPNOKIDSB_W26,gender,inferred,male,,20,"[0.53472947, 0.02978346, 0.1204916, 0.31499549]"
GUNRESPNOKIDSB_W26,gender,inferred,female,,20,"[0.61927596, 0.02387035, 0.08859152, 0.26826217]"
GUNRESPNOKIDSC_W26,gender,inferred,male,,20,"[0.4680008, 0.02532774, 0.24202275, 0.26464871]"
GUNRESPNOKIDSC_W26,gender,inferred,female,,20,"[0.31245123, 0.02723789, 0.42978402, 0.23052685]"
GUNRESPNOKIDSD_W26,gender,inferred,male,,20,"[0.61057443, 0.03119831, 0.14557273, 0.21265454]"
GUNRESPNOKIDSD_W26,gender,inferred,female,,20,"[0.57888487, 0.02607406, 0.17416741, 0.22087366]"
GUNRESPNOKIDSE_W26,gender,inferred,male,,20,"[0.6499721, 0.02799128, 0.10937639, 0.21266022]"
GUNRESPNOKIDSE_W26,gender,inferred,female,,20,"[0.5984031, 0.02327614, 0.15005564, 0.22826514]"
GUNRESPNOKIDSF_W26,gender,inferred,male,,20,"[0.495918, 0.03149561, 0.2414353, 0.23115108]"
GUNRESPNOKIDSF_W26,gender,inferred,female,,20,"[0.39450328, 0.03031599, 0.36571553, 0.20946519]"
GUNSAFETYKIDS_W26,gender,inferred,male,,20,"[0.48391001, 0.20877829, 0.30731171]"
GUNSAFETYKIDS_W26,gender,inferred,female,,20,"[0.53752761, 0.16051763, 0.30195477]"
GUNSAFE_W26,gender,inferred,male,,20,"[0.44517936, 0.05307547, 0.50174517]"
GUNSAFE_W26,gender,inferred,female,,20,"[0.54635312, 0.03598096, 0.41766591]"
GUNTYPEOWNC_W26,gender,inferred,male,,20,"[0.67653493, 0.00898791, 0.31447716]"
GUNTYPEOWNC_W26,gender,inferred,female,,20,"[0.62365278, 0.01354077, 0.36280645]"
IMPREASONGUN_W26,gender,inferred,male,,20,"[0.01165098, 0.00511, 0.04513765, 0.93120794, 0.00689343]"
IMPREASONGUN_W26,gender,inferred,female,,20,"[0.03739236, 0.01131062, 0.09480715, 0.83421599, 0.02227389]"
NOCARRYGUN_W26,gender,inferred,male,,20,"[0.94009075, 0.05990925]"
NOCARRYGUN_W26,gender,inferred,female,,20,"[0.93743078, 0.06256922]"
REASONGUNA_W26,gender,inferred,male,,20,"[0.65449298, 0.05740213, 0.2881049]"
REASONGUNA_W26,gender,inferred,female,,20,"[0.69808457, 0.02411792, 0.27779751]"
REASONGUNB_W26,gender,inferred,male,,20,"[0.60679635, 0.01870924, 0.37449442]"
REASONGUNB_W26,gender,inferred,female,,20,"[0.47754297, 0.01201871, 0.51043831]"
REASONGUNC_W26,gender,inferred,male,,20,"[0.64821913, 0.02749251, 0.32428836]"
REASONGUNC_W26,gender,inferred,female,,20,"[0.49527088, 0.01646138, 0.48826774]"
REASONGUND_W26,gender,inferred,male,,20,"[0.43558199, 0.09716288, 0.46725512]"
REASONGUND_W26,gender,inferred,female,,20,"[0.55959784, 0.04737036, 0.3930318]"
REASONGUNE_W26,gender,inferred,male,,20,"[0.30061642, 0.14762261, 0.55176098]"
REASONGUNE_W26,gender,inferred,female,,20,"[0.50962786, 0.11107726, 0.37929486]"
SHOOTFREQ_W26,gender,inferred,male,,20,"[0.15205567, 0.01797939, 0.12929314, 0.7006718]"
SHOOTFREQ_W26,gender,inferred,female,,20,"[0.17077728, 0.01730075, 0.19446474, 0.61745725]"
WORRYB_W26,gender,inferred,male,,20,"[0.20453842, 0.1587483, 0.63671329]"
WORRYB_W26,gender,inferred,female,,20,"[0.23414983, 0.154848, 0.61100217]"
WORRYD_W26,gender,inferred,male,,20,"[0.1221135, 0.0156437, 0.86224283]"
WORRYD_W26,gender,inferred,female,,20,"[0.10511421, 0.01736094, 0.87752485]"
WORRYE_W26,gender,inferred,male,,20,"[0.20877234, 0.14664029, 0.64458738]"
WORRYE_W26,gender,inferred,female,,20,"[0.25142993, 0.15389293, 0.59467713]"
WORRYF_W26,gender,inferred,male,,20,"[0.28964666, 0.10715232, 0.60320102]"
WORRYF_W26,gender,inferred,female,,20,"[0.30864424, 0.1024065, 0.58894926]"
BOYSF1B_W29,gender,inferred,male,,20,"[0.38988975, 0.05315465, 0.55695561]"
BOYSF1B_W29,gender,inferred,female,,20,"[0.34936059, 0.04224953, 0.60838988]"
FAVORS_CPS_W29,gender,inferred,male,,20,"[0.14273391, 0.01468673, 0.31419414, 0.48767765, 0.01181363, 0.02889396]"
FAVORS_CPS_W29,gender,inferred,female,,20,"[0.13554593, 0.01850831, 0.3437889, 0.4389536, 0.02287073, 0.04033252]"
FEM2_W29,gender,inferred,male,,20,"[0.16136025, 0.04622251, 0.44164769, 0.35076954]"
FEM2_W29,gender,inferred,female,,20,"[0.0658109, 0.01257618, 0.10433486, 0.81727805]"
GIRLSF2C_W29,gender,inferred,male,,20,"[0.59110653, 0.0310107, 0.37788277]"
GIRLSF2C_W29,gender,inferred,female,,20,"[0.41135624, 0.05321453, 0.53542923]"
GIRLSF2D_W29,gender,inferred,male,,20,"[0.53134746, 0.02154414, 0.4471084]"
GIRLSF2D_W29,gender,inferred,female,,20,"[0.39307185, 0.0409688, 0.56595935]"
GOPDIRCT_W29,gender,inferred,male,,20,"[0.16097847, 0.00716089, 0.14457225, 0.68728839]"
GOPDIRCT_W29,gender,inferred,female,,20,"[0.18426132, 0.00840493, 0.21758452, 0.58974924]"
HOOD_NHISB_W29,gender,inferred,male,,20,"[0.1100956, 0.00911087, 0.3632756, 0.51751792]"
HOOD_NHISB_W29,gender,inferred,female,,20,"[0.10968865, 0.0114842, 0.36220828, 0.51661887]"
LOCALELECT_W29,gender,inferred,male,,20,"[0.07283721, 0.0125873, 0.2622557, 0.6523198]"
LOCALELECT_W29,gender,inferred,female,,20,"[0.05909212, 0.01899241, 0.28629379, 0.63562169]"
MAN1A_W29,gender,inferred,male,,20,"[0.15200163, 0.03185234, 0.60803673, 0.20810931]"
MAN1A_W29,gender,inferred,female,,20,"[0.11827381, 0.02667792, 0.58783414, 0.26721414]"
MAN1B_W29,gender,inferred,male,,20,"[0.14912219, 0.04264969, 0.24763049, 0.56059762]"
MAN1B_W29,gender,inferred,female,,20,"[0.16449992, 0.02518614, 0.19099494, 0.61931902]"
MAN1C_W29,gender,inferred,male,,20,"[0.07875401, 0.01135023, 0.16230833, 0.74758742]"
MAN1C_W29,gender,inferred,female,,20,"[0.07040994, 0.01059396, 0.10206401, 0.81693207]"
MAN1D_W29,gender,inferred,male,,20,"[0.09523342, 0.0352103, 0.08348273, 0.78607355]"
MAN1D_W29,gender,inferred,female,,20,"[0.06782634, 0.01952853, 0.05467674, 0.85796839]"
MAN1E_W29,gender,inferred,male,,20,"[0.15374715, 0.03535293, 0.63555915, 0.17534078]"
MAN1E_W29,gender,inferred,female,,20,"[0.10831614, 0.02995705, 0.62724996, 0.23447684]"
MASC2_W29,gender,inferred,male,,20,"[0.0732358, 0.01857713, 0.09398403, 0.81420303]"
MASC2_W29,gender,inferred,female,,20,"[0.07843195, 0.01874609, 0.13085496, 0.77196701]"
S12_W29,gender,inferred,male,,20,"[0.14545558, 0.01501889, 0.32270779, 0.46882571, 0.01435263, 0.03363941]"
S12_W29,gender,inferred,female,,20,"[0.14998484, 0.01979301, 0.34997812, 0.40881716, 0.02744936, 0.0439775]"
S13_W29,gender,inferred,male,,20,"[0.09718683, 0.01755108, 0.45375093, 0.39398899, 0.0198494, 0.01767276]"
S13_W29,gender,inferred,female,,20,"[0.08723011, 0.02336256, 0.40559318, 0.39669677, 0.0672298, 0.01988759]"
SEENFEM_W29,gender,inferred,male,,20,"[0.10809659, 0.04277423, 0.17136854, 0.67776064]"
SEENFEM_W29,gender,inferred,female,,20,"[0.07554583, 0.03248163, 0.10564512, 0.78632743]"
SEENMASC_W29,gender,inferred,male,,20,"[0.12637411, 0.05790955, 0.11105276, 0.7046636]"
SEENMASC_W29,gender,inferred,female,,20,"[0.0988875, 0.05257596, 0.10336459, 0.74517194]"
TALK_CPS_W29,gender,inferred,male,,20,"[0.12254489, 0.01699196, 0.31831294, 0.49845597, 0.01302949, 0.03066475]"
TALK_CPS_W29,gender,inferred,female,,20,"[0.09879948, 0.021606, 0.3193288, 0.48729467, 0.03227704, 0.04069401]"
WORRYBILL_W29,gender,inferred,male,,20,"[0.1324774, 0.00978523, 0.46767972, 0.39005764]"
WORRYBILL_W29,gender,inferred,female,,20,"[0.13013534, 0.01449817, 0.47794759, 0.37741891]"
CLASS_W32,gender,inferred,male,,20,"[0.02015743, 0.00714779, 0.68405017, 0.27957319, 0.00907142]"
CLASS_W32,gender,inferred,female,,20,"[0.01976027, 0.00677704, 0.72573334, 0.22335865, 0.0243707]"
COMMIMPA_W32,gender,inferred,male,,20,"[0.12824368, 0.00307925, 0.54295097, 0.3257261]"
COMMIMPA_W32,gender,inferred,female,,20,"[0.11932491, 0.00551306, 0.47338036, 0.40178169]"
COMMIMPB_W32,gender,inferred,male,,20,"[0.24514696, 0.00590019, 0.46223455, 0.28671829]"
COMMIMPB_W32,gender,inferred,female,,20,"[0.21142663, 0.00946799, 0.42708095, 0.35202444]"
COMMIMPC_W32,gender,inferred,male,,20,"[0.30286616, 0.00552089, 0.35108927, 0.34052367]"
COMMIMPC_W32,gender,inferred,female,,20,"[0.30006726, 0.00713533, 0.34984992, 0.34294749]"
COMMIMPF_W32,gender,inferred,male,,20,"[0.16938201, 0.00604567, 0.53481223, 0.2897601]"
COMMIMPF_W32,gender,inferred,female,,20,"[0.15185334, 0.01021614, 0.48861718, 0.34931335]"
COMMIMPG_W32,gender,inferred,male,,20,"[0.19762655, 0.00764066, 0.52566718, 0.26906562]"
COMMIMPG_W32,gender,inferred,female,,20,"[0.18279646, 0.01268449, 0.4619332, 0.34258585]"
COMMIMPH_W32,gender,inferred,male,,20,"[0.11243397, 0.00686093, 0.07301714, 0.80768795]"
COMMIMPH_W32,gender,inferred,female,,20,"[0.21468078, 0.01005652, 0.19459219, 0.58067051]"
COMMYRS_W32,gender,inferred,male,,20,"[0.08327529, 0.02369421, 0.45651283, 0.42554902, 0.01096864]"
COMMYRS_W32,gender,inferred,female,,20,"[0.09669454, 0.03211477, 0.46686779, 0.38247702, 0.02184588]"
ETHNCMAJ_W32,gender,inferred,male,,20,"[0.22937688, 0.05321164, 0.71741148]"
ETHNCMAJ_W32,gender,inferred,female,,20,"[0.22454728, 0.0502591, 0.72519362]"
GAYMARR2_W32,gender,inferred,male,,20,"[0.14549819, 0.01225989, 0.08994196, 0.75229996]"
GAYMARR2_W32,gender,inferred,female,,20,"[0.18468278, 0.00998855, 0.05768235, 0.74764632]"
HARASS2F1_W32,gender,inferred,male,,20,"[0.33559341, 0.06126108, 0.60314551]"
HARASS2F1_W32,gender,inferred,female,,20,"[0.16255349, 0.02934659, 0.80809992]"
IMMIMPACT_W32,gender,inferred,male,,20,"[0.11391715, 0.0766154, 0.80946746]"
IMMIMPACT_W32,gender,inferred,female,,20,"[0.15999091, 0.09825207, 0.74175701]"
MOVERURAL_W32,gender,inferred,male,,20,"[0.26803524, 0.01384114, 0.71812361]"
MOVERURAL_W32,gender,inferred,female,,20,"[0.20954448, 0.01730835, 0.77314717]"
MOVESUBURB_W32,gender,inferred,male,,20,"[0.27357472, 0.01511751, 0.71130776]"
MOVESUBURB_W32,gender,inferred,female,,20,"[0.21444896, 0.01877942, 0.76677163]"
MOVEURBAN_W32,gender,inferred,male,,20,"[0.22823503, 0.0130809, 0.75868407]"
MOVEURBAN_W32,gender,inferred,female,,20,"[0.18860879, 0.01770187, 0.79368935]"
NEIGHINTERA_W32,gender,inferred,male,,20,"[0.0957138, 0.00870882, 0.56854097, 0.28827351, 0.00955063, 0.02921226]"
NEIGHINTERA_W32,gender,inferred,female,,20,"[0.07285912, 0.00986233, 0.57082259, 0.28328869, 0.02390077, 0.0392665]"
NEIGHINTERB_W32,gender,inferred,male,,20,"[0.07231832, 0.00586623, 0.71187688, 0.18891889, 0.00729244, 0.01372726]"
NEIGHINTERB_W32,gender,inferred,female,,20,"[0.05356074, 0.00794153, 0.67406473, 0.22174572, 0.02117602, 0.02151126]"
NEIGHKIDS_W32,gender,inferred,male,,20,"[0.69164205, 0.08471851, 0.22363944]"
NEIGHKIDS_W32,gender,inferred,female,,20,"[0.73011988, 0.13359637, 0.13628374]"
NEIGHSAMEA_W32,gender,inferred,male,,20,"[0.05772772, 0.01998808, 0.41634088, 0.48425491, 0.02168841]"
NEIGHSAMEA_W32,gender,inferred,female,,20,"[0.06659075, 0.01818737, 0.38082145, 0.51249872, 0.02190172]"
SATLIFED_W32,gender,inferred,male,,20,"[0.32927781, 0.02170557, 0.35780813, 0.29120849]"
SATLIFED_W32,gender,inferred,female,,20,"[0.31242259, 0.02168962, 0.37704629, 0.28884151]"
SOCTRUST2_W32,gender,inferred,male,,20,"[0.70947815, 0.29052186]"
SOCTRUST2_W32,gender,inferred,female,,20,"[0.77799416, 0.22200584]"
VALUERURAL_W32,gender,inferred,male,,20,"[0.10871288, 0.00424761, 0.64893143, 0.23810809]"
VALUERURAL_W32,gender,inferred,female,,20,"[0.09338865, 0.00394609, 0.68406994, 0.21859531]"
WHADVANT_W32,gender,inferred,male,,20,"[0.15604925, 0.04963519, 0.48690441, 0.30741116]"
WHADVANT_W32,gender,inferred,female,,20,"[0.15998398, 0.04593852, 0.49596735, 0.29811015]"
WILLMOVE_W32,gender,inferred,male,,20,"[0.26274353, 0.0107604, 0.32311109, 0.40338497]"
WILLMOVE_W32,gender,inferred,female,,20,"[0.26123527, 0.01709579, 0.37048483, 0.35118411]"
EAT1_W34,gender,inferred,male,,20,"[0.09051331, 0.00667804, 0.44567166, 0.44909673, 0.00804026]"
EAT1_W34,gender,inferred,female,,20,"[0.06496101, 0.00919621, 0.41892129, 0.48359913, 0.02332236]"
EAT2_W34,gender,inferred,male,,20,"[0.1232403, 0.00829707, 0.36169094, 0.49626906, 0.01050262]"
EAT2_W34,gender,inferred,female,,20,"[0.09081371, 0.01047038, 0.34728739, 0.52281164, 0.02861689]"
EAT5B_W34,gender,inferred,male,,20,"[0.29312479, 0.10234748, 0.39452463, 0.21000313]"
EAT5B_W34,gender,inferred,female,,20,"[0.23157989, 0.06119673, 0.48797007, 0.2192533]"
EAT5C_W34,gender,inferred,male,,20,"[0.18547939, 0.10063261, 0.53962894, 0.17425908]"
EAT5C_W34,gender,inferred,female,,20,"[0.15644716, 0.05801723, 0.60324047, 0.18229515]"
EAT5D_W34,gender,inferred,male,,20,"[0.2191661, 0.10990207, 0.48880858, 0.18212325]"
EAT5D_W34,gender,inferred,female,,20,"[0.17537889, 0.06604347, 0.56566286, 0.19291477]"
EVOBIOA_W34,gender,inferred,male,,20,"[0.19109312, 0.02621678, 0.78269009]"
EVOBIOA_W34,gender,inferred,female,,20,"[0.11367477, 0.01804725, 0.86827797]"
EVOBIOB_W34,gender,inferred,male,,20,"[0.82449811, 0.17550188]"
EVOBIOB_W34,gender,inferred,female,,20,"[0.81118094, 0.18881906]"
EVOPERS3_W34,gender,inferred,male,,20,"[0.39916684, 0.03812537, 0.56270778]"
EVOPERS3_W34,gender,inferred,female,,20,"[0.20333648, 0.03001335, 0.76665019]"
EVOTHREE_W34,gender,inferred,male,,20,"[0.951655, 0.04834499]"
EVOTHREE_W34,gender,inferred,female,,20,"[0.91238438, 0.08761563]"
FUD22_W34,gender,inferred,male,,20,"[0.07647856, 0.02737019, 0.571676, 0.32447528]"
FUD22_W34,gender,inferred,female,,20,"[0.07102865, 0.02645498, 0.60378873, 0.29872765]"
FUD24_W34,gender,inferred,male,,20,"[0.06913612, 0.00795932, 0.92290455]"
FUD24_W34,gender,inferred,female,,20,"[0.05474408, 0.00473885, 0.94051707]"
FUD33B_W34,gender,inferred,male,,20,"[0.08612775, 0.01757094, 0.89630131]"
FUD33B_W34,gender,inferred,female,,20,"[0.05722692, 0.0128649, 0.92990818]"
FUD35_W34,gender,inferred,male,,20,"[0.11399408, 0.01156553, 0.47740056, 0.39703984]"
FUD35_W34,gender,inferred,female,,20,"[0.09908197, 0.01643036, 0.49382937, 0.3906583]"
FUD37A_W34,gender,inferred,male,,20,"[0.29150532, 0.02149805, 0.44937871, 0.23761793]"
FUD37A_W34,gender,inferred,female,,20,"[0.18661387, 0.01722678, 0.52746108, 0.26869828]"
FUD37B_W34,gender,inferred,male,,20,"[0.21189945, 0.015987, 0.4239413, 0.34817227]"
FUD37B_W34,gender,inferred,female,,20,"[0.20060433, 0.01158372, 0.54010869, 0.24770327]"
FUD37C_W34,gender,inferred,male,,20,"[0.22647839, 0.02811006, 0.53726155, 0.20814998]"
FUD37C_W34,gender,inferred,female,,20,"[0.13792238, 0.01712373, 0.63098723, 0.21396665]"
BETTERBIZ1F2D_W36,gender,inferred,male,,20,"[0.43540619, 0.06064859, 0.50394523]"
BETTERBIZ1F2D_W36,gender,inferred,female,,20,"[0.55424849, 0.02018962, 0.4255619]"
BETTERBIZ1F2E_W36,gender,inferred,male,,20,"[0.4011171, 0.13430296, 0.46457993]"
BETTERBIZ1F2E_W36,gender,inferred,female,,20,"[0.41271056, 0.05693024, 0.5303592]"
BETTERBIZ1F2H_W36,gender,inferred,male,,20,"[0.46694977, 0.06349224, 0.469558]"
BETTERBIZ1F2H_W36,gender,inferred,female,,20,"[0.5698324, 0.01747117, 0.41269644]"
BETTERBIZ2F2C_W36,gender,inferred,male,,20,"[0.25269447, 0.08194963, 0.66535589]"
BETTERBIZ2F2C_W36,gender,inferred,female,,20,"[0.24280565, 0.06850372, 0.68869063]"
BETTERBIZ2F2E_W36,gender,inferred,male,,20,"[0.19803895, 0.080736, 0.72122504]"
BETTERBIZ2F2E_W36,gender,inferred,female,,20,"[0.19005973, 0.0629798, 0.74696046]"
BETTERBIZ2F2F_W36,gender,inferred,male,,20,"[0.31907049, 0.07651377, 0.60441574]"
BETTERBIZ2F2F_W36,gender,inferred,female,,20,"[0.30840539, 0.06962865, 0.62196597]"
BETTERPOL1F1B_W36,gender,inferred,male,,20,"[0.46657625, 0.10775245, 0.42567131]"
BETTERPOL1F1B_W36,gender,inferred,female,,20,"[0.48551787, 0.12325214, 0.39123]"
BETTERPOL1F1E_W36,gender,inferred,male,,20,"[0.40454506, 0.11127944, 0.4841755]"
BETTERPOL1F1E_W36,gender,inferred,female,,20,"[0.35555782, 0.07989894, 0.56454324]"
BETTERPOL1F1I_W36,gender,inferred,male,,20,"[0.45802897, 0.14063831, 0.40133271]"
BETTERPOL1F1I_W36,gender,inferred,female,,20,"[0.43869022, 0.06812254, 0.49318725]"
BETTERPOL2F1A_W36,gender,inferred,male,,20,"[0.37543416, 0.0600194, 0.56454645]"
BETTERPOL2F1A_W36,gender,inferred,female,,20,"[0.44153642, 0.01998949, 0.5384741]"
BETTERPOL2F1C_W36,gender,inferred,male,,20,"[0.31053188, 0.05793438, 0.63153374]"
BETTERPOL2F1C_W36,gender,inferred,female,,20,"[0.29793081, 0.06008064, 0.64198855]"
BETTERPOL2F1D_W36,gender,inferred,male,,20,"[0.45010562, 0.09479337, 0.45510099]"
BETTERPOL2F1D_W36,gender,inferred,female,,20,"[0.42959897, 0.10080172, 0.46959932]"
BETTERPOL2F1F_W36,gender,inferred,male,,20,"[0.24405655, 0.0495887, 0.70635477]"
BETTERPOL2F1F_W36,gender,inferred,female,,20,"[0.22409099, 0.04689688, 0.72901213]"
E5_W36,gender,inferred,male,,20,"[0.18640781, 0.01822586, 0.79536634]"
E5_W36,gender,inferred,female,,20,"[0.17273121, 0.01614703, 0.81112175]"
ESSENBIZF2E_W36,gender,inferred,male,,20,"[0.13794952, 0.02117795, 0.84087254]"
ESSENBIZF2E_W36,gender,inferred,female,,20,"[0.1195019, 0.01884521, 0.86165288]"
ESSENBIZF2J_W36,gender,inferred,male,,20,"[0.11125731, 0.01746934, 0.87127335]"
ESSENBIZF2J_W36,gender,inferred,female,,20,"[0.10603408, 0.01815502, 0.87581088]"
ESSENPOLF1A_W36,gender,inferred,male,,20,"[0.2329062, 0.01186063, 0.75523315]"
ESSENPOLF1A_W36,gender,inferred,female,,20,"[0.14086524, 0.0080205, 0.85111427]"
ESSENPOLF1B_W36,gender,inferred,male,,20,"[0.19053739, 0.02185125, 0.78761135]"
ESSENPOLF1B_W36,gender,inferred,female,,20,"[0.1553788, 0.01866916, 0.82595206]"
ESSENPOLF1D_W36,gender,inferred,male,,20,"[0.18044384, 0.01842134, 0.80113482]"
ESSENPOLF1D_W36,gender,inferred,female,,20,"[0.11913627, 0.01436929, 0.86649443]"
ESSENPOLF1G_W36,gender,inferred,male,,20,"[0.1605141, 0.01583597, 0.82364992]"
ESSENPOLF1G_W36,gender,inferred,female,,20,"[0.09604655, 0.01110948, 0.89284396]"
ESSENPOLF1H_W36,gender,inferred,male,,20,"[0.22545372, 0.0193047, 0.75524159]"
ESSENPOLF1H_W36,gender,inferred,female,,20,"[0.18412925, 0.01797286, 0.79789788]"
HIGHEDWRNGB_W36,gender,inferred,male,,20,"[0.30899374, 0.01395872, 0.67704755]"
HIGHEDWRNGB_W36,gender,inferred,female,,20,"[0.25178239, 0.0093433, 0.7388743]"
HIGHEDWRNGC_W36,gender,inferred,male,,20,"[0.238818, 0.02261945, 0.73856255]"
HIGHEDWRNGC_W36,gender,inferred,female,,20,"[0.18900579, 0.01361501, 0.7973792]"
IMPROVE1_W36,gender,inferred,male,,20,"[0.35077871, 0.06422688, 0.42688203, 0.15811239]"
IMPROVE1_W36,gender,inferred,female,,20,"[0.19593866, 0.05548183, 0.54409203, 0.2044875]"
IMPROVE2_W36,gender,inferred,male,,20,"[0.02797036, 0.00625714, 0.05378554, 0.91198696]"
IMPROVE2_W36,gender,inferred,female,,20,"[0.03283915, 0.01071326, 0.04125935, 0.91518822]"
IMPROVE3_W36,gender,inferred,male,,20,"[0.3145973, 0.05400271, 0.49157577, 0.13982422]"
IMPROVE3_W36,gender,inferred,female,,20,"[0.18520894, 0.04670138, 0.5816998, 0.18638988]"
MOREWMN1F2_W36,gender,inferred,male,,20,"[0.27569457, 0.04003197, 0.68427347]"
MOREWMN1F2_W36,gender,inferred,female,,20,"[0.17626986, 0.03272736, 0.79100277]"
POLCHF1_W36,gender,inferred,male,,20,"[0.20580185, 0.09216645, 0.7020317]"
POLCHF1_W36,gender,inferred,female,,20,"[0.25027994, 0.12590187, 0.62381819]"
TRAITBIZMF2C_W36,gender,inferred,male,,20,"[0.12871952, 0.05700355, 0.81427693]"
TRAITBIZMF2C_W36,gender,inferred,female,,20,"[0.14884781, 0.05432799, 0.79682419]"
TRAITBIZMF2D_W36,gender,inferred,male,,20,"[0.14004458, 0.05939022, 0.8005652]"
