qkey,attribute,channel,class_label,magnitude,human_attribute,human_group,wasserstein
CARRYGUN_W26,education,steered,college and more,20.0,EDUCATION,College graduate/some postgrad,0.8880996117794523
CARRYGUN_W26,socioeco,declared,low,,INCOME,"Less than $30,000",0.9137271799999969
CARRYGUN_W26,socioeco,steered,low,0.0,INCOME,"Less than $30,000",0.9137271200000028
CARRYGUN_W26,socioeco,steered,low,2.0,INCOME,"Less than $30,000",0.9137271300000014
CARRYGUN_W26,socioeco,steered,low,4.0,INCOME,"Less than $30,000",0.9137271599999981
CARRYGUN_W26,socioeco,steered,low,6.0,INCOME,"Less than $30,000",0.9137271699999974
CARRYGUN_W26,socioeco,steered,low,8.0,INCOME,"Less than $30,000",0.9137271300000014
CARRYGUN_W26,socioeco,steered,low,10.0,INCOME,"Less than $30,000",0.9137271499999988
CARRYGUN_W26,socioeco,steered,low,12.0,INCOME,"Less than $30,000",0.9137271199999999
CARRYGUN_W26,socioeco,steered,low,14.0,INCOME,"Less than $30,000",0.9137270700000075
CARRYGUN_W26,socioeco,steered,low,16.0,INCOME,"Less than $30,000",0.9137268900000258
CARRYGUN_W26,socioeco,steered,low,18.0,INCOME,"Less than $30,000",0.9137266100000325
CARRYGUN_W26,socioeco,steered,low,20.0,INCOME,"Less than $30,000",0.9137254000000744
CARRYGUN_W26,socioeco,declared,high,,INCOME,"$100,000 or more",1.2018202500000186
CARRYGUN_W26,socioeco,steered,high,0.0,INCOME,"$100,000 or more",1.2018205800000028
CARRYGUN_W26,socioeco,steered,high,2.0,INCOME,"$100,000 or more",1.2018206499999966
CARRYGUN_W26,socioeco,steered,high,4.0,INCOME,"$100,000 or more",1.2018206900000008
CARRYGUN_W26,socioeco,steered,high,6.0,INCOME,"$100,000 or more",1.2018207000000003
CARRYGUN_W26,socioeco,steered,high,8.0,INCOME,"$100,000 or more",1.20182071
CARRYGUN_W26,socioeco,steered,high,10.0,INCOME,"$100,000 or more",1.20182071
CARRYGUN_W26,socioeco,steered,high,12.0,INCOME,"$100,000 or more",1.2018207000000003
CARRYGUN_W26,socioeco,steered,high,14.0,INCOME,"$100,000 or more",1.2018206800000015
CARRYGUN_W26,socioeco,steered,high,16.0,INCOME,"$100,000 or more",1.2018206299999972
CARRYGUN_W26,socioeco,steered,high,18.0,INCOME,"$100,000 or more",1.2018203399999923
CARRYGUN_W26,socioeco,steered,high,20.0,INCOME,"$100,000 or more",1.2018193500001233
GROWUPGUN2A_W26,gender,declared,male,,SEX,Male,0.38072721001169507
GROWUPGUN2A_W26,gender,steered,male,0.0,SEX,Male,0.3818905799996316
GROWUPGUN2A_W26,gender,steered,male,2.0,SEX,Male,0.3818905799996316
GROWUPGUN2A_W26,gender,steered,male,4.0,SEX,Male,0.3818905799996316
GROWUPGUN2A_W26,gender,steered,male,6.0,SEX,Male,0.3818929900001119
GROWUPGUN2A_W26,gender,steered,male,8.0,SEX,Male,0.38189382000011596
GROWUPGUN2A_W26,gender,steered,male,10.0,SEX,Male,0.3818941600001535
GROWUPGUN2A_W26,gender,steered,male,12.0,SEX,Male,0.3818929900001119
GROWUPGUN2A_W26,gender,steered,male,14.0,SEX,Male,0.3818919300000958
GROWUPGUN2A_W26,gender,steered,male,16.0,SEX,Male,0.3818777899996214
GROWUPGUN2A_W26,gender,steered,male,18.0,SEX,Male,0.381787819993466
GROWUPGUN2A_W26,gender,steered,male,20.0,SEX,Male,0.38086449
GROWUPGUN2A_W26,gender,declared,female,,SEX,Female,0.3853774304595474
GROWUPGUN2A_W26,gender,steered,female,0.0,SEX,Female,0.40834865999963166
GROWUPGUN2A_W26,gender,steered,female,2.0,SEX,Female,0.40834466999999997
GROWUPGUN2A_W26,gender,steered,female,4.0,SEX,Female,0.408338100000167
GROWUPGUN2A_W26,gender,steered,female,6.0,SEX,Female,0.40832725999999997
GROWUPGUN2A_W26,gender,steered,female,8.0,SEX,Female,0.40832725999999997
GROWUPGUN2A_W26,gender,steered,female,10.0,SEX,Female,0.408309399999092
GROWUPGUN2A_W26,gender,steered,female,12.0,SEX,Female,0.40827994999925155
GROWUPGUN2A_W26,gender,steered,female,14.0,SEX,Female,0.4082587000019221
GROWUPGUN2A_W26,gender,steered,female,16.0,SEX,Female,0.408231410001234
GROWUPGUN2A_W26,gender,steered,female,18.0,SEX,Female,0.40809360998432864
GROWUPGUN2A_W26,gender,steered,female,20.0,SEX,Female,0.4078669400292717
GROWUPGUN2A_W26,age,declared,adult,,AGE,30-49,0.32353152999909196
GROWUPGUN2A_W26,age,steered,adult,0.0,AGE,30-49,0.3235707899996316
GROWUPGUN2A_W26,age,steered,adult,2.0,AGE,30-49,0.323560230000167
GROWUPGUN2A_W26,age,steered,adult,4.0,AGE,30-49,0.323541569998232
GROWUPGUN2A_W26,age,steered,adult,6.0,AGE,30-49,0.32351863999999997
GROWUPGUN2A_W26,age,steered,adult,8.0,AGE,30-49,0.32345354000123394
GROWUPGUN2A_W26,age,steered,adult,10.0,AGE,30-49,0.32328097000591915
GROWUPGUN2A_W26,age,steered,adult,12.0,AGE,30-49,0.3226658800455525
GROWUPGUN2A_W26,age,steered,adult,14.0,AGE,30-49,0.3195067901628056
GROWUPGUN2A_W26,age,steered,adult,16.0,AGE,30-49,0.30951330042190883
GROWUPGUN2A_W26,age,steered,adult,18.0,AGE,30-49,0.28625004813365595
GROWUPGUN2A_W26,age,steered,adult,20.0,AGE,30-49,0.23847788999999997
GROWUPGUN2A_W26,age,declared,older_adult,,AGE,65+,0.6749598500002602
GROWUPGUN2A_W26,age,steered,older_adult,0.0,AGE,65+,0.6749667199996316
GROWUPGUN2A_W26,age,steered,older_adult,2.0,AGE,65+,0.6749649700001579
GROWUPGUN2A_W26,age,steered,older_adult,4.0,AGE,65+,0.6749649700001579
GROWUPGUN2A_W26,age,steered,older_adult,6.0,AGE,65+,0.6749667199996316
GROWUPGUN2A_W26,age,steered,older_adult,8.0,AGE,65+,0.6749667199996316
GROWUPGUN2A_W26,age,steered,older_adult,10.0,AGE,65+,0.6749667199996316
GROWUPGUN2A_W26,age,steered,older_adult,12.0,AGE,65+,0.6749649700001579
GROWUPGUN2A_W26,age,steered,older_adult,14.0,AGE,65+,0.6749613800004592
GROWUPGUN2A_W26,age,steered,older_adult,16.0,AGE,65+,0.6749539299996214
GROWUPGUN2A_W26,age,steered,older_adult,18.0,AGE,65+,0.674941659999064
GROWUPGUN2A_W26,age,steered,older_adult,20.0,AGE,65+,0.67491457
GROWUPGUN2A_W26,education,declared,some schooling,,EDUCATION,Less than high school,0.7150663999999471
GROWUPGUN2A_W26,education,steered,some schooling,0.0,EDUCATION,Less than high school,0.2849256999996317
GROWUPGUN2A_W26,education,steered,some schooling,2.0,EDUCATION,Less than high school,0.2849256999996317
GROWUPGUN2A_W26,education,steered,some schooling,4.0,EDUCATION,Less than high school,0.284928110000112
GROWUPGUN2A_W26,education,steered,some schooling,6.0,EDUCATION,Less than high school,0.28492894000011604
GROWUPGUN2A_W26,education,steered,some schooling,8.0,EDUCATION,Less than high school,0.284928110000112
GROWUPGUN2A_W26,education,steered,some schooling,10.0,EDUCATION,Less than high school,0.28492171
GROWUPGUN2A_W26,education,steered,some schooling,12.0,EDUCATION,Less than high school,0.2848470299940633
GROWUPGUN2A_W26,education,steered,some schooling,14.0,EDUCATION,Less than high school,0.28300510990366357
GROWUPGUN2A_W26,education,steered,some schooling,16.0,EDUCATION,Less than high school,0.2556196094137554
GROWUPGUN2A_W26,education,steered,some schooling,18.0,EDUCATION,Less than high school,0.23152851053403334
GROWUPGUN2A_W26,education,steered,some schooling,20.0,EDUCATION,Less than high school,0.2556196094137554
GROWUPGUN2A_W26,education,declared,high school,,EDUCATION,High school graduate,0.4529357999365464
GROWUPGUN2A_W26,education,steered,high school,0.0,EDUCATION,High school graduate,0.4561023399996317
GROWUPGUN2A_W26,education,steered,high school,2.0,EDUCATION,High school graduate,0.45610558000011603
GROWUPGUN2A_W26,education,steered,high school,4.0,EDUCATION,High school graduate,0.4561071099999179
GROWUPGUN2A_W26,education,steered,high school,6.0,EDUCATION,High school graduate,0.45610802999998656
GROWUPGUN2A_W26,education,steered,high school,8.0,EDUCATION,High school graduate,0.45610824000000005
GROWUPGUN2A_W26,education,steered,high school,10.0,EDUCATION,High school graduate,0.45610836999999893
GROWUPGUN2A_W26,education,steered,high school,12.0,EDUCATION,High school graduate,0.45610836999999893
GROWUPGUN2A_W26,education,steered,high school,14.0,EDUCATION,High school graduate,0.45610826999999377
GROWUPGUN2A_W26,education,steered,high school,16.0,EDUCATION,High school graduate,0.45610753999999065
GROWUPGUN2A_W26,education,steered,high school,18.0,EDUCATION,High school graduate,0.4561023399996317
GROWUPGUN2A_W26,education,steered,high school,20.0,EDUCATION,High school graduate,0.4560708399988709
GROWUPGUN2A_W26,education,declared,college and more,,EDUCATION,College graduate/some postgrad,0.5532073502197388
GROWUPGUN2A_W26,education,steered,college and more,0.0,EDUCATION,College graduate/some postgrad,0.43579956999963165
GROWUPGUN2A_W26,education,steered,college and more,2.0,EDUCATION,College graduate/some postgrad,0.4357978200001579
GROWUPGUN2A_W26,education,steered,college and more,4.0,EDUCATION,College graduate/some postgrad,0.43579557999999996
GROWUPGUN2A_W26,education,steered,college and more,6.0,EDUCATION,College graduate/some postgrad,0.43579270000026016
GROWUPGUN2A_W26,education,steered,college and more,8.0,EDUCATION,College graduate/some postgrad,0.43579270000026016
GROWUPGUN2A_W26,education,steered,college and more,10.0,EDUCATION,College graduate/some postgrad,0.43577034999823205
GROWUPGUN2A_W26,education,steered,college and more,12.0,EDUCATION,College graduate/some postgrad,0.4357096100019221
GROWUPGUN2A_W26,education,steered,college and more,14.0,EDUCATION,College graduate/some postgrad,0.43554451998432864
GROWUPGUN2A_W26,education,steered,college and more,16.0,EDUCATION,College graduate/some postgrad,0.43489466004555255
GROWUPGUN2A_W26,education,steered,college and more,18.0,EDUCATION,College graduate/some postgrad,0.4330047799719907
GROWUPGUN2A_W26,education,steered,college and more,20.0,EDUCATION,College graduate/some postgrad,0.42822846999999997
GROWUPGUN2A_W26,socioeco,declared,low,,INCOME,"Less than $30,000",0.3260386704595474
GROWUPGUN2A_W26,socioeco,steered,low,0.0,INCOME,"Less than $30,000",0.3490098999996316
GROWUPGUN2A_W26,socioeco,steered,low,2.0,INCOME,"Less than $30,000",0.3490123100001119
GROWUPGUN2A_W26,socioeco,steered,low,4.0,INCOME,"Less than $30,000",0.34901427999994716
GROWUPGUN2A_W26,socioeco,steered,low,6.0,INCOME,"Less than $30,000",0.3490146699999178
GROWUPGUN2A_W26,socioeco,steered,low,8.0,INCOME,"Less than $30,000",0.34901521
GROWUPGUN2A_W26,socioeco,steered,low,10.0,INCOME,"Less than $30,000",0.34901539000003257
GROWUPGUN2A_W26,socioeco,steered,low,12.0,INCOME,"Less than $30,000",0.34901554000001
GROWUPGUN2A_W26,socioeco,steered,low,14.0,INCOME,"Less than $30,000",0.34901521
GROWUPGUN2A_W26,socioeco,steered,low,16.0,INCOME,"Less than $30,000",0.3490149699999999
GROWUPGUN2A_W26,socioeco,steered,low,18.0,INCOME,"Less than $30,000",0.3490146699999178
GROWUPGUN2A_W26,socioeco,steered,low,20.0,INCOME,"Less than $30,000",0.34901377999999994
GROWUPGUN2A_W26,socioeco,declared,high,,INCOME,"$100,000 or more",0.409383068133656
GROWUPGUN2A_W26,socioeco,steered,high,0.0,INCOME,"$100,000 or more",0.44670380999963166
GROWUPGUN2A_W26,socioeco,steered,high,2.0,INCOME,"$100,000 or more",0.44670516000009586
GROWUPGUN2A_W26,socioeco,steered,high,4.0,INCOME,"$100,000 or more",0.446707050000116
GROWUPGUN2A_W26,socioeco,steered,high,6.0,INCOME,"$100,000 or more",0.4467081899999472
GROWUPGUN2A_W26,socioeco,steered,high,8.0,INCOME,"$100,000 or more",0.4467081899999472
GROWUPGUN2A_W26,socioeco,steered,high,10.0,INCOME,"$100,000 or more",0.44670857999991787
GROWUPGUN2A_W26,socioeco,steered,high,12.0,INCOME,"$100,000 or more",0.44670769
GROWUPGUN2A_W26,socioeco,steered,high,14.0,INCOME,"$100,000 or more",0.44670622000011195
GROWUPGUN2A_W26,socioeco,steered,high,16.0,INCOME,"$100,000 or more",0.44669847000045926
GROWUPGUN2A_W26,socioeco,steered,high,18.0,INCOME,"$100,000 or more",0.446664549999092
GROWUPGUN2A_W26,socioeco,steered,high,20.0,INCOME,"$100,000 or more",0.44655151000158444
GROWUPGUN2B_W26,gender,declared,male,,SEX,Male,0.2977505299996316
GROWUPGUN2B_W26,gender,steered,male,0.0,SEX,Male,0.29775662000000236
GROWUPGUN2B_W26,gender,steered,male,2.0,SEX,Male,0.29775662000000236
GROWUPGUN2B_W26,gender,steered,male,4.0,SEX,Male,0.2977566400000008
GROWUPGUN2B_W26,gender,steered,male,6.0,SEX,Male,0.2977566400000008
GROWUPGUN2B_W26,gender,steered,male,8.0,SEX,Male,0.2977566500000004
GROWUPGUN2B_W26,gender,steered,male,10.0,SEX,Male,0.2977566500000004
GROWUPGUN2B_W26,gender,steered,male,12.0,SEX,Male,0.2977566500000004
GROWUPGUN2B_W26,gender,steered,male,14.0,SEX,Male,0.29775662000000236
GROWUPGUN2B_W26,gender,steered,male,16.0,SEX,Male,0.2977564599999937
GROWUPGUN2B_W26,gender,steered,male,18.0,SEX,Male,0.2977554600000242
GROWUPGUN2B_W26,gender,steered,male,20.0,SEX,Male,0.2977377399996214
GROWUPGUN2B_W26,gender,declared,female,,SEX,Female,0.367466840001234
GROWUPGUN2B_W26,gender,steered,female,0.0,SEX,Female,0.36759018000000243
GROWUPGUN2B_W26,gender,steered,female,2.0,SEX,Female,0.36759013999999735
GROWUPGUN2B_W26,gender,steered,female,4.0,SEX,Female,0.3675900399999905
GROWUPGUN2B_W26,gender,steered,female,6.0,SEX,Female,0.36758999000000003
GROWUPGUN2B_W26,gender,steered,female,8.0,SEX,Female,0.36758973000001005
GROWUPGUN2B_W26,gender,steered,female,10.0,SEX,Female,0.36758940000000007
GROWUPGUN2B_W26,gender,steered,female,12.0,SEX,Female,0.36758915999999997
GROWUPGUN2B_W26,gender,steered,female,14.0,SEX,Female,0.3675884699999472
GROWUPGUN2B_W26,gender,steered,female,16.0,SEX,Female,0.367587330000116
GROWUPGUN2B_W26,gender,steered,female,18.0,SEX,Female,0.36758327000034796
GROWUPGUN2B_W26,gender,steered,female,20.0,SEX,Female,0.36757548999941037
GROWUPGUN2B_W26,age,declared,adult,,AGE,30-49,0.40887821000003255
GROWUPGUN2B_W26,age,steered,adult,0.0,AGE,30-49,0.40887881000000237
GROWUPGUN2B_W26,age,steered,adult,2.0,AGE,30-49,0.4088787200000028
GROWUPGUN2B_W26,age,steered,adult,4.0,AGE,30-49,0.40887847000001165
GROWUPGUN2B_W26,age,steered,adult,6.0,AGE,30-49,0.40887803
GROWUPGUN2B_W26,age,steered,adult,8.0,AGE,30-49,0.4088763000001535
GROWUPGUN2B_W26,age,steered,adult,10.0,AGE,30-49,0.4088727199996316
GROWUPGUN2B_W26,age,steered,adult,12.0,AGE,30-49,0.4088513199999999
GROWUPGUN2B_W26,age,steered,adult,14.0,AGE,30-49,0.40869933001077174
GROWUPGUN2B_W26,age,steered,adult,16.0,AGE,30-49,0.40784663
GROWUPGUN2B_W26,age,steered,adult,18.0,AGE,30-49,0.40480872016280556
GROWUPGUN2B_W26,age,steered,adult,20.0,AGE,30-49,0.3929724699999999
GROWUPGUN2B_W26,age,declared,older_adult,,AGE,65+,0.1613853599999966
GROWUPGUN2B_W26,age,steered,older_adult,0.0,AGE,65+,0.16138538000000247
GROWUPGUN2B_W26,age,steered,older_adult,2.0,AGE,65+,0.1613853599999966
GROWUPGUN2B_W26,age,steered,older_adult,4.0,AGE,65+,0.1613853599999966
GROWUPGUN2B_W26,age,steered,older_adult,6.0,AGE,65+,0.16138533999999738
GROWUPGUN2B_W26,age,steered,older_adult,8.0,AGE,65+,0.1613853599999966
GROWUPGUN2B_W26,age,steered,older_adult,10.0,AGE,65+,0.1613853599999966
GROWUPGUN2B_W26,age,steered,older_adult,12.0,AGE,65+,0.16138534999999687
GROWUPGUN2B_W26,age,steered,older_adult,14.0,AGE,65+,0.1613853299999981
GROWUPGUN2B_W26,age,steered,older_adult,16.0,AGE,65+,0.16138521999999378
GROWUPGUN2B_W26,age,steered,older_adult,18.0,AGE,65+,0.16138493000001009
GROWUPGUN2B_W26,age,steered,older_adult,20.0,AGE,65+,0.16138388000000004
GROWUPGUN2B_W26,education,declared,some schooling,,EDUCATION,Less than high school,0.6766879099999968
GROWUPGUN2B_W26,education,steered,some schooling,0.0,EDUCATION,Less than high school,0.3233119600000024
GROWUPGUN2B_W26,education,steered,some schooling,2.0,EDUCATION,Less than high school,0.3233119600000024
GROWUPGUN2B_W26,education,steered,some schooling,4.0,EDUCATION,Less than high school,0.32331198000000083
GROWUPGUN2B_W26,education,steered,some schooling,6.0,EDUCATION,Less than high school,0.32331198000000083
GROWUPGUN2B_W26,education,steered,some schooling,8.0,EDUCATION,Less than high school,0.32331198000000083
GROWUPGUN2B_W26,education,steered,some schooling,10.0,EDUCATION,Less than high school,0.3233119600000024
GROWUPGUN2B_W26,education,steered,some schooling,12.0,EDUCATION,Less than high school,0.3233118199999905
GROWUPGUN2B_W26,education,steered,some schooling,14.0,EDUCATION,Less than high school,0.32330945000015354
GROWUPGUN2B_W26,education,steered,some schooling,16.0,EDUCATION,Less than high school,0.3232371599992515
GROWUPGUN2B_W26,education,steered,some schooling,18.0,EDUCATION,Less than high school,0.32198698993374897
GROWUPGUN2B_W26,education,steered,some schooling,20.0,EDUCATION,Less than high school,0.3192418701628056
GROWUPGUN2B_W26,education,declared,high school,,EDUCATION,High school graduate,0.2360402300002602
GROWUPGUN2B_W26,education,steered,high school,0.0,EDUCATION,High school graduate,0.23605319000000247
GROWUPGUN2B_W26,education,steered,high school,2.0,EDUCATION,High school graduate,0.2360532200000005
GROWUPGUN2B_W26,education,steered,high school,4.0,EDUCATION,High school graduate,0.23605323000000022
GROWUPGUN2B_W26,education,steered,high school,6.0,EDUCATION,High school graduate,0.23605324000000005
GROWUPGUN2B_W26,education,steered,high school,8.0,EDUCATION,High school graduate,0.23605324000000005
GROWUPGUN2B_W26,education,steered,high school,10.0,EDUCATION,High school graduate,0.23605324000000005
GROWUPGUN2B_W26,education,steered,high school,12.0,EDUCATION,High school graduate,0.23605324000000005
GROWUPGUN2B_W26,education,steered,high school,14.0,EDUCATION,High school graduate,0.23605323000000022
GROWUPGUN2B_W26,education,steered,high school,16.0,EDUCATION,High school graduate,0.23605320000000163
GROWUPGUN2B_W26,education,steered,high school,18.0,EDUCATION,High school graduate,0.23605300000000007
GROWUPGUN2B_W26,education,steered,high school,20.0,EDUCATION,High school graduate,0.2360506800001536
GROWUPGUN2B_W26,education,declared,college and more,,EDUCATION,College graduate/some postgrad,0.11401037999999997
GROWUPGUN2B_W26,education,steered,college and more,0.0,EDUCATION,College graduate/some postgrad,0.38598957000000245
GROWUPGUN2B_W26,education,steered,college and more,2.0,EDUCATION,College graduate/some postgrad,0.38598952999999736
GROWUPGUN2B_W26,education,steered,college and more,4.0,EDUCATION,College graduate/some postgrad,0.3859895099999989
GROWUPGUN2B_W26,education,steered,college and more,6.0,EDUCATION,College graduate/some postgrad,0.38598942999999053
GROWUPGUN2B_W26,education,steered,college and more,8.0,EDUCATION,College graduate/some postgrad,0.38598938000000005
GROWUPGUN2B_W26,education,steered,college and more,10.0,EDUCATION,College graduate/some postgrad,0.3859889700000326
GROWUPGUN2B_W26,education,steered,college and more,12.0,EDUCATION,College graduate/some postgrad,0.3859876299999204
GROWUPGUN2B_W26,education,steered,college and more,14.0,EDUCATION,College graduate/some postgrad,0.3859817300001579
GROWUPGUN2B_W26,education,steered,college and more,16.0,EDUCATION,College graduate/some postgrad,0.385944219999092
GROWUPGUN2B_W26,education,steered,college and more,18.0,EDUCATION,College graduate/some postgrad,0.38578619000000003
GROWUPGUN2B_W26,education,steered,college and more,20.0,EDUCATION,College graduate/some postgrad,0.38507857004555257
GROWUPGUN2B_W26,socioeco,declared,low,,INCOME,"Less than $30,000",0.38379367193175684
GROWUPGUN2B_W26,socioeco,steered,low,0.0,INCOME,"Less than $30,000",0.34726484000000246
GROWUPGUN2B_W26,socioeco,steered,low,2.0,INCOME,"Less than $30,000",0.3472648600000009
GROWUPGUN2B_W26,socioeco,steered,low,4.0,INCOME,"Less than $30,000",0.3472648700000005
GROWUPGUN2B_W26,socioeco,steered,low,6.0,INCOME,"Less than $30,000",0.3472648800000002
GROWUPGUN2B_W26,socioeco,steered,low,8.0,INCOME,"Less than $30,000",0.3472648800000002
