qkey,channel,magnitude,gender_question,gap
COMMIMPC_W32,steered,12.0,False,0.01091329956033893
COMMIMPC_W32,steered,14.0,False,0.022799228396818028
COMMIMPC_W32,steered,16.0,False,0.05971066059710661
COMMIMPC_W32,steered,18.0,False,0.11770766603618532
COMMIMPC_W32,steered,20.0,False,0.21601247242847066
COMMIMPF_W32,declared,,False,0.0031595997873306025
COMMIMPF_W32,steered,0.0,False,0.0
COMMIMPF_W32,steered,2.0,False,3.0769998801138954e-05
COMMIMPF_W32,steered,4.0,False,0.00010672999326089005
COMMIMPF_W32,steered,6.0,False,0.0001820600069701861
COMMIMPF_W32,steered,8.0,False,0.00041780999960583376
COMMIMPF_W32,steered,10.0,False,0.0008871200086237874
COMMIMPF_W32,steered,12.0,False,0.001897019958229329
COMMIMPF_W32,steered,14.0,False,0.005156420264031292
COMMIMPF_W32,steered,16.0,False,0.010807369902648412
COMMIMPF_W32,steered,18.0,False,0.022425210946936946
COMMIMPF_W32,steered,20.0,False,0.045728207188097225
COMMIMPG_W32,declared,,False,0.0941844014181229
COMMIMPG_W32,steered,0.0,False,0.0
COMMIMPG_W32,steered,2.0,False,5.6299998421049935e-06
COMMIMPG_W32,steered,4.0,False,1.5329999750846035e-05
COMMIMPG_W32,steered,6.0,False,3.431000141540519e-05
COMMIMPG_W32,steered,8.0,False,5.736999940741949e-05
COMMIMPG_W32,steered,10.0,False,0.00015751999524593607
COMMIMPG_W32,steered,12.0,False,0.0003342399765652315
COMMIMPG_W32,steered,14.0,False,0.0009093600182507044
COMMIMPG_W32,steered,16.0,False,0.001921720038263186
COMMIMPG_W32,steered,18.0,False,0.005206959895705188
COMMIMPG_W32,steered,20.0,False,0.010903579562155152
COMMIMPH_W32,declared,,False,0.01119302905179094
COMMIMPH_W32,steered,0.0,False,0.0
COMMIMPH_W32,steered,2.0,False,0.2430833971276404
COMMIMPH_W32,steered,4.0,False,0.36150302647183713
COMMIMPH_W32,steered,6.0,False,0.5135947726269168
COMMIMPH_W32,steered,8.0,False,0.6027685244980633
COMMIMPH_W32,steered,10.0,False,0.6052622802712667
COMMIMPH_W32,steered,12.0,False,0.5666642143333581
COMMIMPH_W32,steered,14.0,False,0.5009170545540405
COMMIMPH_W32,steered,16.0,False,0.2899352933839643
COMMIMPH_W32,steered,18.0,False,0.07521006133082271
COMMIMPH_W32,steered,20.0,False,0.33268827646587223
COMMYRS_W32,declared,,False,0.61452676704172
COMMYRS_W32,steered,0.0,False,0.0
COMMYRS_W32,steered,2.0,False,0.0006096199483819342
COMMYRS_W32,steered,4.0,False,0.00131244999490443
COMMYRS_W32,steered,6.0,False,0.005869609305812262
COMMYRS_W32,steered,8.0,False,0.010577320337710416
COMMYRS_W32,steered,10.0,False,0.015455190269507812
COMMYRS_W32,steered,12.0,False,0.015385768054766769
COMMYRS_W32,steered,14.0,False,0.015289799062254139
COMMYRS_W32,steered,16.0,False,0.030179300064417713
COMMYRS_W32,steered,18.0,False,0.14488665753378427
COMMYRS_W32,steered,20.0,False,0.818155044303556
CONCERNCO_W49,declared,,False,0.014813750539601545
CONCERNCO_W49,steered,0.0,False,0.0
CONCERNCO_W49,steered,2.0,False,0.000908339933682889
CONCERNCO_W49,steered,4.0,False,0.0017683300063400242
CONCERNCO_W49,steered,6.0,False,0.003995380002247528
CONCERNCO_W49,steered,8.0,False,0.008542280171910832
CONCERNCO_W49,steered,10.0,False,0.017955300178924216
CONCERNCO_W49,steered,12.0,False,0.04738607236726056
CONCERNCO_W49,steered,14.0,False,0.07579985075624351
CONCERNCO_W49,steered,16.0,False,0.1823018645816683
CONCERNCO_W49,steered,18.0,False,0.32038953431260686
CONCERNCO_W49,steered,20.0,False,0.5599857982621165
CONCERNGRPa_W49,declared,,False,1.168749531733917
CONCERNGRPa_W49,steered,0.0,False,0.0
CONCERNGRPa_W49,steered,2.0,False,0.23086653560941225
CONCERNGRPa_W49,steered,4.0,False,0.43815980832130097
CONCERNGRPa_W49,steered,6.0,False,0.4859927694519181
CONCERNGRPa_W49,steered,8.0,False,0.5075549023205259
CONCERNGRPa_W49,steered,10.0,False,0.4535860382489772
CONCERNGRPa_W49,steered,12.0,False,0.2702597339499184
CONCERNGRPa_W49,steered,14.0,False,0.31017534429341437
CONCERNGRPa_W49,steered,16.0,False,0.4156634627245081
CONCERNGRPa_W49,steered,18.0,False,0.554022088415633
CONCERNGRPa_W49,steered,20.0,False,0.690699907341475
CONCERNGRPc_W49,declared,,False,0.22149996979703757
CONCERNGRPc_W49,steered,0.0,False,0.0
CONCERNGRPc_W49,steered,2.0,False,0.003923179423948227
CONCERNGRPc_W49,steered,4.0,False,0.014526123665041777
CONCERNGRPc_W49,steered,6.0,False,0.022682558948533143
CONCERNGRPc_W49,steered,8.0,False,0.03145951037880529
CONCERNGRPc_W49,steered,10.0,False,0.06401799077753668
CONCERNGRPc_W49,steered,12.0,False,0.1470832627671237
CONCERNGRPc_W49,steered,14.0,False,0.28678589275490957
CONCERNGRPc_W49,steered,16.0,False,0.4571611781384748
CONCERNGRPc_W49,steered,18.0,False,0.5849093378356471
CONCERNGRPc_W49,steered,20.0,False,0.69337315660885
CONFb_W42,declared,,False,0.002314639749481378
CONFb_W42,steered,0.0,False,0.0
CONFb_W42,steered,2.0,False,0.00451071018042854
CONFb_W42,steered,4.0,False,0.013728870730052104
CONFb_W42,steered,6.0,False,0.029190990578881304
CONFb_W42,steered,8.0,False,0.047336328099812953
CONFb_W42,steered,10.0,False,0.11914028073610566
CONFb_W42,steered,12.0,False,0.18244781459335105
CONFb_W42,steered,14.0,False,0.24537139964020424
CONFb_W42,steered,16.0,False,0.22341928222862895
CONFb_W42,steered,18.0,False,0.18316356627765373
CONFb_W42,steered,20.0,False,0.11910596759283563
CONFc_W42,declared,,False,0.0063500786080703505
CONFc_W42,steered,0.0,False,0.0
CONFc_W42,steered,2.0,False,0.006685780440387015
CONFc_W42,steered,4.0,False,0.01660637982153622
CONFc_W42,steered,6.0,False,0.07499895925001038
CONFc_W42,steered,8.0,False,0.22174900661354807
CONFc_W42,steered,10.0,False,0.4373626880898928
CONFc_W42,steered,12.0,False,0.6510207070007472
CONFc_W42,steered,14.0,False,0.7066628132618464
CONFc_W42,steered,16.0,False,0.6569282067536918
CONFc_W42,steered,18.0,False,0.5151563202172342
CONFc_W42,steered,20.0,False,0.3621332963387206
CONFe_W42,declared,,False,3.849999899809444e-06
CONFe_W42,steered,0.0,False,0.0
CONFe_W42,steered,2.0,False,8.600000203566934e-07
CONFe_W42,steered,4.0,False,3.119999998888479e-06
CONFe_W42,steered,6.0,False,1.66899984874404e-05
CONFe_W42,steered,8.0,False,7.727000387799872e-05
CONFe_W42,steered,10.0,False,0.00044468004450493113
CONFe_W42,steered,12.0,False,0.0018781499061183214
CONFe_W42,steered,14.0,False,0.005761949480970963
CONFe_W42,steered,16.0,False,0.00946765075803059
CONFe_W42,steered,18.0,False,0.010466909471443816
CONFe_W42,steered,20.0,False,0.007375770367307707
CONFg_W42,declared,,False,1.0600000000999999e-06
CONFg_W42,steered,0.0,False,0.0
CONFg_W42,steered,2.0,False,1.6100000324999984e-06
CONFg_W42,steered,4.0,False,7.069999762795146e-06
CONFg_W42,steered,6.0,False,2.099999936495772e-05
CONFg_W42,steered,8.0,False,9.551999903643556e-05
CONFg_W42,steered,10.0,False,0.0005531200498218654
CONFg_W42,steered,12.0,False,0.0031858400000226443
CONFg_W42,steered,14.0,False,0.012534701128556414
CONFg_W42,steered,16.0,False,0.0296637894065559
CONFg_W42,steered,18.0,False,0.033813589659565574
CONFg_W42,steered,20.0,False,0.021432080870557663
CONTROLCO_W49,declared,,False,9.279999851811023e-06
CONTROLCO_W49,steered,0.0,False,0.0
CONTROLCO_W49,steered,2.0,False,3.780999807800005e-05
CONTROLCO_W49,steered,4.0,False,8.35899976671e-05
CONTROLCO_W49,steered,6.0,False,4.499000158439997e-05
CONTROLCO_W49,steered,8.0,False,0.0
CONTROLCO_W49,steered,10.0,False,0.0013031600598128609
CONTROLCO_W49,steered,12.0,False,0.014814140423191437
CONTROLCO_W49,steered,14.0,False,0.08677652364261322
CONTROLCO_W49,steered,16.0,False,0.1788482852741438
CONTROLCO_W49,steered,18.0,False,0.24681131813370447
CONTROLCO_W49,steered,20.0,False,0.17362250444970795
CONTROLGRPc_W49,declared,,False,0.21795919808719777
CONTROLGRPc_W49,steered,0.0,False,0.0
CONTROLGRPc_W49,steered,2.0,False,0.07236465505151757
CONTROLGRPc_W49,steered,4.0,False,0.16256833187158326
CONTROLGRPc_W49,steered,6.0,False,0.2731816802021052
CONTROLGRPc_W49,steered,8.0,False,0.4521598004832235
CONTROLGRPc_W49,steered,10.0,False,0.5143875955146552
CONTROLGRPc_W49,steered,12.0,False,0.6833295699450649
CONTROLGRPc_W49,steered,14.0,False,0.7173329922312897
CONTROLGRPc_W49,steered,16.0,False,0.7871737612259506
CONTROLGRPc_W49,steered,18.0,False,0.824920904438108
CONTROLGRPc_W49,steered,20.0,False,0.8486398223577295
DATAUSEd_W49,declared,,False,0.1208942748640024
DATAUSEd_W49,steered,0.0,False,0.0
DATAUSEd_W49,steered,2.0,False,4.4996188898194234e-05
DATAUSEd_W49,steered,4.0,False,0.0004293882641778213
DATAUSEd_W49,steered,6.0,False,0.0003943385150024792
DATAUSEd_W49,steered,8.0,False,0.0009660804539279866
DATAUSEd_W49,steered,10.0,False,0.002092640910247856
DATAUSEd_W49,steered,12.0,False,0.0032660489835611983
DATAUSEd_W49,steered,14.0,False,0.0032933910380884557
DATAUSEd_W49,steered,16.0,False,0.0018846369359026838
DATAUSEd_W49,steered,18.0,False,0.015248606421258026
DATAUSEd_W49,steered,20.0,False,0.10121669594946447
DNA2b_W50,declared,,False,0.9385105004219089
DNA2b_W50,steered,0.0,False,0.0
