qkey,attribute,group_a,group_b,wasserstein,mean_pairwise_wasserstein,max_pairwise_wasserstein
EAT5C_W34,gender,Male,Female,0.31826349999999987,0.31826349999999987,0.31826349999999987
EAT5D_W34,gender,Male,Female,0.2504917374950824,0.2504917374950824,0.2504917374950824
ECIMPg_W54,gender,Male,Female,0.02782285561331138,0.02782285561331138,0.02782285561331138
ECON1_W54,gender,Male,Female,0.2252770899999999,0.2252770899999999,0.2252770899999999
ECON3_d_W54,gender,Male,Female,0.13882371000000016,0.13882371000000016,0.13882371000000016
ECON4_a_W54,gender,Male,Female,0.02896168008290645,0.02896168008290645,0.02896168008290645
ECON4_b_W54,gender,Male,Female,0.05641669151764095,0.05641669151764095,0.05641669151764095
ECON4_e_W54,gender,Male,Female,0.046581679534183185,0.046581679534183185,0.046581679534183185
ECON4_f_W54,gender,Male,Female,0.20061898999999989,0.20061898999999989,0.20061898999999989
ECON4_g_W54,gender,Male,Female,0.11209588000000009,0.11209588000000009,0.11209588000000009
ECON5_b_W54,gender,Male,Female,0.11549129458815305,0.11549129458815305,0.11549129458815305
ECON5_c_W54,gender,Male,Female,0.21050491305829777,0.21050491305829777,0.21050491305829777
ECON5_d_W54,gender,Male,Female,0.28046338,0.28046338,0.28046338
ECON5_e_W54,gender,Male,Female,0.31881676906753353,0.31881676906753353,0.31881676906753353
ECON5_f_W54,gender,Male,Female,0.18944139234868884,0.18944139234868884,0.18944139234868884
ECON5_g_W54,gender,Male,Female,0.15456912668131,0.15456912668131,0.15456912668131
ECON5_h_W54,gender,Male,Female,0.23702203669295097,0.23702203669295097,0.23702203669295097
ECON5_i_W54,gender,Male,Female,0.19137758256370208,0.19137758256370208,0.19137758256370208
ECON5_j_W54,gender,Male,Female,0.23233598844491302,0.23233598844491302,0.23233598844491302
ECON5_k_W54,gender,Male,Female,0.1859557028217574,0.1859557028217574,0.1859557028217574
ELECT_CONF3_PRVFR_W92,gender,Male,Female,0.08782188999999999,0.08782188999999999,0.08782188999999999
ELECT_CONF3_PRVSUP_W92,gender,Male,Female,0.06453428000000005,0.06453428000000005,0.06453428000000005
ELECT_IMPT3_PRVFR_W92,gender,Male,Female,0.16333067446952998,0.16333067446952998,0.16333067446952998
ESSENBIZF2E_W36,gender,Male,Female,0.12374938000000002,0.12374938000000002,0.12374938000000002
ESSENBIZF2J_W36,gender,Male,Female,0.0790133666596583,0.0790133666596583,0.0790133666596583
ESSENPOLF1A_W36,gender,Male,Female,0.005056240594104033,0.005056240594104033,0.005056240594104033
ESSENPOLF1B_W36,gender,Male,Female,0.13900076468087597,0.13900076468087597,0.13900076468087597
ESSENPOLF1D_W36,gender,Male,Female,0.019113471809949156,0.019113471809949156,0.019113471809949156
ESSENPOLF1G_W36,gender,Male,Female,0.019975089999999918,0.019975089999999918,0.019975089999999918
ESSENPOLF1H_W36,gender,Male,Female,0.16617941452302765,0.16617941452302765,0.16617941452302765
ETHNCMAJMOD_W41,gender,Male,Female,0.0414640750000001,0.0414640750000001,0.0414640750000001
ETHNCMAJ_W32,gender,Male,Female,0.021256514999999976,0.021256514999999976,0.021256514999999976
EVOBIOA_W34,gender,Male,Female,0.0754553,0.0754553,0.0754553
EVOBIOB_W34,gender,Male,Female,0.13486962000000002,0.13486962000000002,0.13486962000000002
EVOPERS3_W34,gender,Male,Female,0.06027304000000011,0.06027304000000011,0.06027304000000011
EVOTHREE_W34,gender,Male,Female,0.04082140000000001,0.04082140000000001,0.04082140000000001
FACE3c_W49,gender,Male,Female,0.137226434471903,0.137226434471903,0.137226434471903
FAMSURV10c_W50,gender,Male,Female,0.05715171999999996,0.05715171999999996,0.05715171999999996
FAMSURV16_W50,gender,Male,Female,0.11924572999999997,0.11924572999999997,0.11924572999999997
FAMSURV1_W50,gender,Male,Female,0.21597343640658967,0.21597343640658967,0.21597343640658967
FAMSURV20_W50,gender,Male,Female,0.020492129999999997,0.020492129999999997,0.020492129999999997
FAMSURV23b_W50,gender,Male,Female,0.10510920475665975,0.10510920475665975,0.10510920475665975
FAMSURV23c_W50,gender,Male,Female,0.06097360000000002,0.06097360000000002,0.06097360000000002
FAMSURV23d_W50,gender,Male,Female,0.14412306377336404,0.14412306377336404,0.14412306377336404
FAMSURV23e_W50,gender,Male,Female,0.038382679916574014,0.038382679916574014,0.038382679916574014
FAMSURV23f_W50,gender,Male,Female,0.06135833327432888,0.06135833327432888,0.06135833327432888
FAMSURV23g_W50,gender,Male,Female,0.013841239999999977,0.013841239999999977,0.013841239999999977
FAMSURV26a_W50,gender,Male,Female,0.26498575,0.26498575,0.26498575
FAMSURV26b_W50,gender,Male,Female,0.13517267000000008,0.13517267000000008,0.13517267000000008
FAMSURV26c_W50,gender,Male,Female,0.06832285000000002,0.06832285000000002,0.06832285000000002
FAMSURV26d_W50,gender,Male,Female,0.08434988999999996,0.08434988999999996,0.08434988999999996
FAMSURV29_W50,gender,Male,Female,0.08180861377468811,0.08180861377468811,0.08180861377468811
FAMSURV2Ma_W50,gender,Male,Female,0.04682557999999998,0.04682557999999998,0.04682557999999998
FAMSURV2Mc_W50,gender,Male,Female,0.07746805873095702,0.07746805873095702,0.07746805873095702
FAMSURV2Wa_W50,gender,Male,Female,0.08852090941295904,0.08852090941295904,0.08852090941295904
FAMSURV2Wc_W50,gender,Male,Female,0.01841592999999994,0.01841592999999994,0.01841592999999994
FAMSURV32e_W50,gender,Male,Female,0.27551677,0.27551677,0.27551677
FAMSURV39_W50,gender,Male,Female,0.3642067200000001,0.3642067200000001,0.3642067200000001
FAMSURV3_W50,gender,Male,Female,0.02878499999999995,0.02878499999999995,0.02878499999999995
FAMSURV40_W50,gender,Male,Female,0.05875561734592116,0.05875561734592116,0.05875561734592116
FAMSURV43_W50,gender,Male,Female,0.21327697822678515,0.21327697822678515,0.21327697822678515
FAMSURV44_W50,gender,Male,Female,0.02461490480150219,0.02461490480150219,0.02461490480150219
FAMSURV6_W50,gender,Male,Female,0.02325439848263272,0.02325439848263272,0.02325439848263272
FAMSURV9c_W50,gender,Male,Female,0.0516569870585713,0.0516569870585713,0.0516569870585713
FATHER_W50,gender,Male,Female,0.023445969999999983,0.023445969999999983,0.023445969999999983
FAVORS_CPS_W29,gender,Male,Female,0.15348007237611513,0.15348007237611513,0.15348007237611513
FIN_SIT_W54,gender,Male,Female,0.12731274000000026,0.12731274000000026,0.12731274000000026
FREECOLL_W92,gender,Male,Female,0.2907026608726726,0.2907026608726726,0.2907026608726726
FTRWORRYc_W41,gender,Male,Female,0.042709369572906164,0.042709369572906164,0.042709369572906164
FTRWORRYe_W41,gender,Male,Female,0.14941128717784224,0.14941128717784224,0.14941128717784224
FTRWORRYf_W41,gender,Male,Female,0.15730299000000003,0.15730299000000003,0.15730299000000003
FUD22_W34,gender,Male,Female,0.04161787999999995,0.04161787999999995,0.04161787999999995
FUD24_W34,gender,Male,Female,0.004887359999999924,0.004887359999999924,0.004887359999999924
FUD33B_W34,gender,Male,Female,0.010624351970052043,0.010624351970052043,0.010624351970052043
FUD35_W34,gender,Male,Female,0.20807841000000013,0.20807841000000013,0.20807841000000013
FUD37A_W34,gender,Male,Female,0.1387911224072796,0.1387911224072796,0.1387911224072796
FUD37B_W34,gender,Male,Female,0.3100165239082555,0.3100165239082555,0.3100165239082555
FUD37C_W34,gender,Male,Female,0.3344374266556258,0.3344374266556258,0.3344374266556258
FUTRCLASSb_W41,gender,Male,Female,0.07003203499999996,0.07003203499999996,0.07003203499999996
FUTRCLASSc_W41,gender,Male,Female,0.026930445000000025,0.026930445000000025,0.026930445000000025
FUTR_DIV_W41,gender,Male,Female,0.03522945499999999,0.03522945499999999,0.03522945499999999
GAP21Q10_W82,gender,Male,Female,0.09454133000000003,0.09454133000000003,0.09454133000000003
GAP21Q13_b_W82,gender,Male,Female,0.06816995000000026,0.06816995000000026,0.06816995000000026
GAP21Q15_a_W82,gender,Male,Female,0.07914293949092285,0.07914293949092285,0.07914293949092285
GAP21Q15_b_W82,gender,Male,Female,0.21808846781911534,0.21808846781911534,0.21808846781911534
GAP21Q15_c_W82,gender,Male,Female,0.28354408601074105,0.28354408601074105,0.28354408601074105
GAP21Q15_d_W82,gender,Male,Female,0.5500155696106822,0.5500155696106822,0.5500155696106822
GAP21Q15_e_W82,gender,Male,Female,0.39555962,0.39555962,0.39555962
GAP21Q15_f_W82,gender,Male,Female,0.3464202878711834,0.3464202878711834,0.3464202878711834
GAP21Q17_W82,gender,Male,Female,0.021092094975975556,0.021092094975975556,0.021092094975975556
GAP21Q19_a_W82,gender,Male,Female,0.1687133899999998,0.1687133899999998,0.1687133899999998
GAP21Q19_b_W82,gender,Male,Female,0.18415995624969864,0.18415995624969864,0.18415995624969864
GAP21Q19_c_W82,gender,Male,Female,0.08093224000000002,0.08093224000000002,0.08093224000000002
GAP21Q19_d_W82,gender,Male,Female,0.07342411283848768,0.07342411283848768,0.07342411283848768
GAP21Q19_e_W82,gender,Male,Female,0.06550835000000012,0.06550835000000012,0.06550835000000012
GAP21Q21_a_W82,gender,Male,Female,0.06904514000000006,0.06904514000000006,0.06904514000000006
GAP21Q21_e_W82,gender,Male,Female,0.042297278590347875,0.042297278590347875,0.042297278590347875
GAP21Q23_W82,gender,Male,Female,0.27279068999999995,0.27279068999999995,0.27279068999999995
GAP21Q24_W82,gender,Male,Female,0.2639763726397634,0.2639763726397634,0.2639763726397634
GAP21Q25_W82,gender,Male,Female,0.19732262999999994,0.19732262999999994,0.19732262999999994
GAP21Q26_a_W82,gender,Male,Female,0.04364785000000007,0.04364785000000007,0.04364785000000007
GAP21Q26_b_W82,gender,Male,Female,0.2310850299999998,0.2310850299999998,0.2310850299999998
GAP21Q26_c_W82,gender,Male,Female,0.25789748,0.25789748,0.25789748
GAP21Q27_W82,gender,Male,Female,0.07446033499999996,0.07446033499999996,0.07446033499999996
GAP21Q28_W82,gender,Male,Female,0.20259235891186606,0.20259235891186606,0.20259235891186606
GAP21Q31_W82,gender,Male,Female,0.05318709377027625,0.05318709377027625,0.05318709377027625
GAP21Q32_W82,gender,Male,Female,0.07001485177051037,0.07001485177051037,0.07001485177051037
GAP21Q33_c_W82,gender,Male,Female,0.18879180999999984,0.18879180999999984,0.18879180999999984
GAP21Q33_g_W82,gender,Male,Female,0.05896153245486513,0.05896153245486513,0.05896153245486513
GAP21Q33_i_W82,gender,Male,Female,0.13071255701423146,0.13071255701423146,0.13071255701423146
GAP21Q33_j_W82,gender,Male,Female,0.13320436866795649,0.13320436866795649,0.13320436866795649
GAP21Q33_m_W82,gender,Male,Female,0.04943564269964307,0.04943564269964307,0.04943564269964307
GAP21Q33_n_W82,gender,Male,Female,0.05272684999999988,0.05272684999999988,0.05272684999999988
GAP21Q33_q_W82,gender,Male,Female,0.11141683440628836,0.11141683440628836,0.11141683440628836
GAP21Q33_r_W82,gender,Male,Female,0.10192354000000009,0.10192354000000009,0.10192354000000009
GAP21Q33_s_W82,gender,Male,Female,0.15327339,0.15327339,0.15327339
GAP21Q34_a_W82,gender,Male,Female,0.17369216,0.17369216,0.17369216
GAP21Q34_b_W82,gender,Male,Female,0.10878701696967741,0.10878701696967741,0.10878701696967741
GAP21Q34_c_W82,gender,Male,Female,0.18668487446548154,0.18668487446548154,0.18668487446548154
GAP21Q34_d_W82,gender,Male,Female,0.17973027684400406,0.17973027684400406,0.17973027684400406
GAP21Q34_e_W82,gender,Male,Female,0.07148483000000022,0.07148483000000022,0.07148483000000022
GAP21Q34_f_W82,gender,Male,Female,0.24139017999999998,0.24139017999999998,0.24139017999999998
GAP21Q38_a_W82,gender,Male,Female,0.048156689999999946,0.048156689999999946,0.048156689999999946
GAP21Q38_b_W82,gender,Male,Female,0.23966909022740818,0.23966909022740818,0.23966909022740818
GAP21Q38_c_W82,gender,Male,Female,0.22729678000000003,0.22729678000000003,0.22729678000000003
GAP21Q41_W82,gender,Male,Female,0.03198325999999996,0.03198325999999996,0.03198325999999996
GAP21Q43_g_W82,gender,Male,Female,0.03316609655897468,0.03316609655897468,0.03316609655897468
GAP21Q47_W82,gender,Male,Female,0.10006967000000008,0.10006967000000008,0.10006967000000008
GAP21Q4_a_W82,gender,Male,Female,0.07938632090416559,0.07938632090416559,0.07938632090416559
GAP21Q4_b_W82,gender,Male,Female,0.09442529320955798,0.09442529320955798,0.09442529320955798
GAP21Q4_c_W82,gender,Male,Female,0.13723250000000015,0.13723250000000015,0.13723250000000015
GAP21Q4_d_W82,gender,Male,Female,0.08506263085062632,0.08506263085062632,0.08506263085062632
GAP21Q4_e_W82,gender,Male,Female,0.15572533498145436,0.15572533498145436,0.15572533498145436
GAP21Q4_f_W82,gender,Male,Female,0.09322893296078599,0.09322893296078599,0.09322893296078599
GAP21Q7_a_W82,gender,Male,Female,0.11842099999999992,0.11842099999999992,0.11842099999999992
GAP21Q7_b_W82,gender,Male,Female,0.16463198,0.16463198,0.16463198
GAP21Q7_d_W82,gender,Male,Female,0.20628504000000003,0.20628504000000003,0.20628504000000003
GAYMARR2_W32,gender,Male,Female,0.12598261291643065,0.12598261291643065,0.12598261291643065
GIRLSF2C_W29,gender,Male,Female,0.051575777581438845,0.051575777581438845,0.051575777581438845
GIRLSF2D_W29,gender,Male,Female,0.055314156985722465,0.055314156985722465,0.055314156985722465
GODMORALIMP_W92,gender,Male,Female,0.13317172000000005,0.13317172000000005,0.13317172000000005
GOPDIRCT_W29,gender,Male,Female,0.20523859999999997,0.20523859999999997,0.20523859999999997
GOVPRIORITYb_W54,gender,Male,Female,0.06117451052005263,0.06117451052005263,0.06117451052005263
GOVPRIORITYc_W54,gender,Male,Female,0.22557244045525887,0.22557244045525887,0.22557244045525887
GOVPRIORITYd_W54,gender,Male,Female,0.18207081086346794,0.18207081086346794,0.18207081086346794
GOVPRIORITYf_W54,gender,Male,Female,0.28371221999999996,0.28371221999999996,0.28371221999999996
GOVPRIOb_W41,gender,Male,Female,0.21669094466248834,0.21669094466248834,0.21669094466248834
GOVPRIOc_W41,gender,Male,Female,0.21334980409262816,0.21334980409262816,0.21334980409262816
GOVPRIOe_W41,gender,Male,Female,0.12427803999999992,0.12427803999999992,0.12427803999999992
GOVPRIOfF1_W41,gender,Male,Female,0.07944167999999979,0.07944167999999979,0.07944167999999979
GOVPRIOgF1_W41,gender,Male,Female,0.08601999097147434,0.08601999097147434,0.08601999097147434
GOVPRIOhF1_W41,gender,Male,Female,0.14924699163789362,0.14924699163789362,0.14924699163789362
GOVPRIOiF1_W41,gender,Male,Female,0.07559283000000033,0.07559283000000033,0.07559283000000033
GOVPRIOjF1_W41,gender,Male,Female,0.19135331967111657,0.19135331967111657,0.19135331967111657
GOVPRIOkF2_W41,gender,Male,Female,0.19631632216369724,0.19631632216369724,0.19631632216369724
GOVPRIOlF2_W41,gender,Male,Female,0.07051302999999998,0.07051302999999998,0.07051302999999998
GOVPRIOmF2_W41,gender,Male,Female,0.18936219999999987,0.18936219999999987,0.18936219999999987
GOVPRIOnF2_W41,gender,Male,Female,0.2994199434289234,0.2994199434289234,0.2994199434289234
GOVPRIOoF2_W41,gender,Male,Female,0.10792930892070657,0.10792930892070657,0.10792930892070657
GOVREGV1_W49,gender,Male,Female,0.008784411579158935,0.008784411579158935,0.008784411579158935
GROWUPGUN2A_W26,gender,Male,Female,0.02645808000000005,0.02645808000000005,0.02645808000000005
GROWUPGUN2B_W26,gender,Male,Female,0.06983356000000007,0.06983356000000007,0.06983356000000007
GROWUPGUN2C_W26,gender,Male,Female,0.12567848999999998,0.12567848999999998,0.12567848999999998
GROWUPGUN4_W26,gender,Male,Female,0.19573881999999995,0.19573881999999995,0.19573881999999995
GROWUPGUN6_W26,gender,Male,Female,0.41024151006297305,0.41024151006297305,0.41024151006297305
GROWUPGUN7_W26,gender,Male,Female,0.9799193065335073,0.9799193065335073,0.9799193065335073
GROWUPVIOL_W26,gender,Male,Female,0.10525287000000001,0.10525287000000001,0.10525287000000001
GUNACCESS_W26,gender,Male,Female,0.26847898271435916,0.26847898271435916,0.26847898271435916
GUNACTIVITYA_W26,gender,Male,Female,0.40512179,0.40512179,0.40512179
GUNACTIVITYB_W26,gender,Male,Female,0.293537986141301,0.293537986141301,0.293537986141301
GUNCONTRIBA_W26,gender,Male,Female,0.3380495241731196,0.3380495241731196,0.3380495241731196
GUNCONTRIBC_W26,gender,Male,Female,0.32655844454925986,0.32655844454925986,0.32655844454925986
GUNCONTRIBE_W26,gender,Male,Female,0.4420735348417624,0.4420735348417624,0.4420735348417624
GUNCONTRIBF_W26,gender,Male,Female,0.17482951127702087,0.17482951127702087,0.17482951127702087
GUNFRIEND_W26,gender,Male,Female,0.19455915999999993,0.19455915999999993,0.19455915999999993
GUNIDENTITY_W26,gender,Male,Female,0.11044064000000012,0.11044064000000012,0.11044064000000012
GUNLOADED1_W26,gender,Male,Female,0.19281009481260167,0.19281009481260167,0.19281009481260167
GUNLOADED2_W26,gender,Male,Female,0.007936229999999989,0.007936229999999989,0.007936229999999989
GUNLOCKED1_W26,gender,Male,Female,0.13664473661173004,0.13664473661173004,0.13664473661173004
GUNLOCKED2_W26,gender,Male,Female,0.0073127900000000134,0.0073127900000000134,0.0073127900000000134
GUNRESPKIDSD_W26,gender,Male,Female,0.049383065098697915,0.049383065098697915,0.049383065098697915
GUNRESPKIDSE_W26,gender,Male,Female,0.40110359271786866,0.40110359271786866,0.40110359271786866
GUNRESPNOKIDSA_W26,gender,Male,Female,0.20231650202316498,0.20231650202316498,0.20231650202316498
GUNRESPNOKIDSB_W26,gender,Male,Female,0.2083603824406493,0.2083603824406493,0.2083603824406493
GUNRESPNOKIDSC_W26,gender,Male,Female,0.13126636676495096,0.13126636676495096,0.13126636676495096
GUNRESPNOKIDSD_W26,gender,Male,Female,0.09794651307353341,0.09794651307353341,0.09794651307353341
GUNRESPNOKIDSE_W26,gender,Male,Female,0.39602702999999995,0.39602702999999995,0.39602702999999995
GUNRESPNOKIDSF_W26,gender,Male,Female,0.3287998575984765,0.3287998575984765,0.3287998575984765
GUNSAFETYKIDS_W26,gender,Male,Female,0.06337907499999995,0.06337907499999995,0.06337907499999995
GUNSAFE_W26,gender,Male,Female,0.058513780000000015,0.058513780000000015,0.058513780000000015
GUNTYPEOWNC_W26,gender,Male,Female,0.3429450999999999,0.3429450999999999,0.3429450999999999
HAPPEN2b_W41,gender,Male,Female,0.133219191535213,0.133219191535213,0.133219191535213
HAPPEN2f_W41,gender,Male,Female,0.10509362541962743,0.10509362541962743,0.10509362541962743
HARASS1F1b_W41,gender,Male,Female,0.04576171609290697,0.04576171609290697,0.04576171609290697
HARASS1F1d_W41,gender,Male,Female,0.15847136999999978,0.15847136999999978,0.15847136999999978
HARASS1NOWRKF2d_W41,gender,Male,Female,0.27886497,0.27886497,0.27886497
HARASS2F1_W32,gender,Male,Female,0.015190887486521226,0.015190887486521226,0.015190887486521226
HARASS3NOWRKF2_W41,gender,Male,Female,0.031663419999999984,0.031663419999999984,0.031663419999999984
HAVEKIDS1_W50,gender,Male,Female,0.23070763276539047,0.23070763276539047,0.23070763276539047
HIGHEDWRNGB_W36,gender,Male,Female,0.21626960783730398,0.21626960783730398,0.21626960783730398
HIGHEDWRNGC_W36,gender,Male,Female,0.2365128723563944,0.2365128723563944,0.2365128723563944
HOMEASSIST2_W49,gender,Male,Female,0.171142,0.171142,0.171142
HOMEASSIST3_W49,gender,Male,Female,0.2802847500000001,0.2802847500000001,0.2802847500000001
HOMEASSIST4_W49,gender,Male,Female,0.09587896573054283,0.09587896573054283,0.09587896573054283
HOOD_NHISB_W29,gender,Male,Female,0.07220416999999979,0.07220416999999979,0.07220416999999979
IDIMPORT_W43,gender,Male,Female,0.1924184954084044,0.1924184954084044,0.1924184954084044
IMMIMPACT_W32,gender,Male,Female,0.006735459999999943,0.006735459999999943,0.006735459999999943
IMPROVE1_W36,gender,Male,Female,0.2558220380755263,0.2558220380755263,0.2558220380755263
IMPROVE2_W36,gender,Male,Female,0.37886175195758764,0.37886175195758764,0.37886175195758764
IMPROVE3_W36,gender,Male,Female,0.4380959699999999,0.4380959699999999,0.4380959699999999
INEQ11_W54,gender,Male,Female,0.04863418,0.04863418,0.04863418
INEQ1_W54,gender,Male,Female,0.04012140999999997,0.04012140999999997,0.04012140999999997
INEQ4_a_W54,gender,Male,Female,0.029559046082531792,0.029559046082531792,0.029559046082531792
INEQ5_a_W54,gender,Male,Female,0.05261117781045771,0.05261117781045771,0.05261117781045771
INEQ5_d_W54,gender,Male,Female,0.10840343000000016,0.10840343000000016,0.10840343000000016
INEQ5_e_W54,gender,Male,Female,0.15952633000000016,0.15952633000000016,0.15952633000000016
INEQ5_f_W54,gender,Male,Female,0.07016332065988096,0.07016332065988096,0.07016332065988096
INEQ5_h_W54,gender,Male,Female,0.12520612125206187,0.12520612125206187,0.12520612125206187
INEQ5_i_W54,gender,Male,Female,0.11129823065558264,0.11129823065558264,0.11129823065558264
INEQ5_k_W54,gender,Male,Female,0.34042167999999984,0.34042167999999984,0.34042167999999984
INEQ5_l_W54,gender,Male,Female,0.16451408000000017,0.16451408000000017,0.16451408000000017
INEQ5_m_W54,gender,Male,Female,0.14434331471164027,0.14434331471164027,0.14434331471164027
INEQ8_a_W54,gender,Male,Female,0.3439817089904118,0.3439817089904118,0.3439817089904118
INEQ8_b_W54,gender,Male,Female,0.28589025999999995,0.28589025999999995,0.28589025999999995
INEQ8_c_W54,gender,Male,Female,0.21648916999999995,0.21648916999999995,0.21648916999999995
INEQ8_d_W54,gender,Male,Female,0.183340631491982,0.183340631491982,0.183340631491982
INEQ8_f_W54,gender,Male,Female,0.26442486735575155,0.26442486735575155,0.26442486735575155
INEQ8_g_W54,gender,Male,Female,0.31028844999999977,0.31028844999999977,0.31028844999999977
INEQ8_h_W54,gender,Male,Female,0.09468767000000006,0.09468767000000006,0.09468767000000006
INEQ8_i_W54,gender,Male,Female,0.25788718096981006,0.25788718096981006,0.25788718096981006
INEQ8_j_W54,gender,Male,Female,0.1331158724543251,0.1331158724543251,0.1331158724543251
INFOCHALa_W45,gender,Male,Female,0.03795334000000006,0.03795334000000006,0.03795334000000006
INFOCREATEa_W45,gender,Male,Female,0.05709233000000008,0.05709233000000008,0.05709233000000008
INTRMAR_W41,gender,Male,Female,0.042950987717980005,0.042950987717980005,0.042950987717980005
JOBTRAIN_W54,gender,Male,Female,0.06659402681446214,0.06659402681446214,0.06659402681446214
LEGALIMG_W41,gender,Male,Female,0.06579864915691475,0.06579864915691475,0.06579864915691475
LEGALIMMIGAMT_W92,gender,Male,Female,0.06515514000000006,0.06515514000000006,0.06515514000000006
LOCALELECT_W29,gender,Male,Female,0.12393901000000018,0.12393901000000018,0.12393901000000018
MADEUPOFT_W45,gender,Male,Female,0.04444798721064824,0.04444798721064824,0.04444798721064824
MADEUPTOPICb_W45,gender,Male,Female,0.0890950039346936,0.0890950039346936,0.0890950039346936
MADEUPTOPICc_W45,gender,Male,Female,0.027596199999999987,0.027596199999999987,0.027596199999999987
MADEUPTOPICd_W45,gender,Male,Female,0.03863299999999986,0.03863299999999986,0.03863299999999986
MAN1A_W29,gender,Male,Female,1.01920817,1.01920817,1.01920817
MAN1B_W29,gender,Male,Female,1.25869198,1.25869198,1.25869198
MAN1C_W29,gender,Male,Female,0.92679733,0.92679733,0.92679733
MAN1D_W29,gender,Male,Female,1.597301294026987,1.597301294026987,1.597301294026987
