qkey,attribute,channel,class_label,magnitude,n_names,response_distribution
GUNLOCKED1_W26,gender,inferred,male,,20,"[0.14020792, 0.79468814, 0.06510395]"
GUNLOCKED1_W26,gender,inferred,female,,20,"[0.10041872, 0.82925438, 0.07032691]"
GUNLOCKED2_W26,gender,inferred,male,,20,"[0.99304692, 0.00695309]"
GUNLOCKED2_W26,gender,inferred,female,,20,"[0.99136924, 0.00863076]"
GUNRESPKIDSD_W26,gender,inferred,male,,20,"[0.9999931, 6.52e-06, 7e-08, 2.8e-07]"
GUNRESPKIDSD_W26,gender,inferred,female,,20,"[0.99998946, 1.016e-05, 7e-08, 2.7e-07]"
GUNRESPKIDSE_W26,gender,inferred,male,,20,"[0.99999751, 2.13e-06, 6e-08, 2.8e-07]"
GUNRESPKIDSE_W26,gender,inferred,female,,20,"[0.99999728, 2.41e-06, 6e-08, 2.5e-07]"
GUNRESPNOKIDSA_W26,gender,inferred,male,,20,"[0.99998342, 1.625e-05, 5e-08, 3.4e-07]"
GUNRESPNOKIDSA_W26,gender,inferred,female,,20,"[0.99998036, 1.932e-05, 4e-08, 3.2e-07]"
GUNRESPNOKIDSB_W26,gender,inferred,male,,20,"[0.77947706, 0.22052208, 2.3e-07, 6.4e-07]"
GUNRESPNOKIDSB_W26,gender,inferred,female,,20,"[0.73839591, 0.26160329, 2e-07, 5.8e-07]"
GUNRESPNOKIDSC_W26,gender,inferred,male,,20,"[0.99972524, 0.00027437, 6e-08, 3.4e-07]"
GUNRESPNOKIDSC_W26,gender,inferred,female,,20,"[0.99971621, 0.00028343, 6e-08, 3.3e-07]"
GUNRESPNOKIDSD_W26,gender,inferred,male,,20,"[0.99977944, 0.00022019, 8e-08, 2.7e-07]"
GUNRESPNOKIDSD_W26,gender,inferred,female,,20,"[0.99969725, 0.00030238, 7e-08, 2.6e-07]"
GUNRESPNOKIDSE_W26,gender,inferred,male,,20,"[0.99998632, 1.343e-05, 5e-08, 2.1e-07]"
GUNRESPNOKIDSE_W26,gender,inferred,female,,20,"[0.99998494, 1.484e-05, 5e-08, 2e-07]"
GUNRESPNOKIDSF_W26,gender,inferred,male,,20,"[0.99096369, 0.00903583, 1e-07, 3.7e-07]"
GUNRESPNOKIDSF_W26,gender,inferred,female,,20,"[0.99548493, 0.00451465, 8e-08, 3.1e-07]"
GUNSAFETYKIDS_W26,gender,inferred,male,,20,"[0.04249377, 0.00309608, 0.95441014]"
GUNSAFETYKIDS_W26,gender,inferred,female,,20,"[0.08971719, 0.00402326, 0.90625954]"
GUNSAFE_W26,gender,inferred,male,,20,"[0.63459449, 0.00207571, 0.36332982]"
GUNSAFE_W26,gender,inferred,female,,20,"[0.41421162, 0.00465001, 0.58113839]"
GUNTYPEOWNC_W26,gender,inferred,male,,20,"[0.00088602, 2.496e-05, 0.99908901]"
GUNTYPEOWNC_W26,gender,inferred,female,,20,"[0.00045239, 4.25e-06, 0.99954337]"
IMPREASONGUN_W26,gender,inferred,male,,20,"[0.99989451, 6.03e-06, 5.246e-05, 4.42e-05, 2.81e-06]"
IMPREASONGUN_W26,gender,inferred,female,,20,"[0.9999524, 3.28e-06, 1.939e-05, 2.216e-05, 2.77e-06]"
NOCARRYGUN_W26,gender,inferred,male,,20,"[0.02394818, 0.97605183]"
NOCARRYGUN_W26,gender,inferred,female,,20,"[0.06408028, 0.93591972]"
REASONGUNA_W26,gender,inferred,male,,20,"[0.9998239, 0.0001759, 2.1e-07]"
REASONGUNA_W26,gender,inferred,female,,20,"[0.99986911, 0.00013072, 1.6e-07]"
REASONGUNB_W26,gender,inferred,male,,20,"[0.99997669, 2.329e-05, 4e-08]"
REASONGUNB_W26,gender,inferred,female,,20,"[0.99997664, 2.335e-05, 5e-08]"
REASONGUNC_W26,gender,inferred,male,,20,"[0.99718255, 0.00281735, 1.4e-07]"
REASONGUNC_W26,gender,inferred,female,,20,"[0.99530988, 0.00468997, 1.9e-07]"
REASONGUND_W26,gender,inferred,male,,20,"[0.00025744, 0.00016571, 0.99957686]"
REASONGUND_W26,gender,inferred,female,,20,"[8.406e-05, 1.337e-05, 0.99990255]"
REASONGUNE_W26,gender,inferred,male,,20,"[0.99787053, 0.00081735, 0.00131212]"
REASONGUNE_W26,gender,inferred,female,,20,"[0.77282519, 0.00262332, 0.2245515]"
SHOOTFREQ_W26,gender,inferred,male,,20,"[0.00040049, 3.46e-06, 0.00106367, 0.99853238]"
SHOOTFREQ_W26,gender,inferred,female,,20,"[8.977e-05, 1.09e-06, 9.928e-05, 0.99980986]"
WORRYB_W26,gender,inferred,male,,20,"[0.00183402, 0.06115338, 0.93701259]"
WORRYB_W26,gender,inferred,female,,20,"[0.00098192, 0.01701736, 0.98200072]"
WORRYD_W26,gender,inferred,male,,20,"[0.56799852, 0.4263911, 0.00561038]"
WORRYD_W26,gender,inferred,female,,20,"[0.71050149, 0.28823819, 0.00126034]"
WORRYE_W26,gender,inferred,male,,20,"[0.02498974, 0.68209649, 0.29291378]"
WORRYE_W26,gender,inferred,female,,20,"[0.03714161, 0.70822666, 0.25463174]"
WORRYF_W26,gender,inferred,male,,20,"[0.10983715, 0.43898305, 0.4511798]"
WORRYF_W26,gender,inferred,female,,20,"[0.11584954, 0.55158997, 0.3325605]"
BOYSF1B_W29,gender,inferred,male,,20,"[3.48e-06, 0.00109333, 0.99890321]"
BOYSF1B_W29,gender,inferred,female,,20,"[2.86e-06, 0.00096242, 0.99903471]"
FAVORS_CPS_W29,gender,inferred,male,,20,"[0.04400811, 0.00138163, 0.00299539, 0.0303805, 0.75468501, 0.16654939]"
FAVORS_CPS_W29,gender,inferred,female,,20,"[0.11114519, 0.0018932, 0.00256508, 0.02235518, 0.36557863, 0.49646271]"
FEM2_W29,gender,inferred,male,,20,"[0.25921348, 0.03014338, 0.02844645, 0.68219669]"
FEM2_W29,gender,inferred,female,,20,"[0.05918789, 0.93242364, 0.00615535, 0.00223314]"
GIRLSF2C_W29,gender,inferred,male,,20,"[8.11e-06, 0.00018952, 0.99980238]"
GIRLSF2C_W29,gender,inferred,female,,20,"[6.92e-06, 0.00016332, 0.99982977]"
GIRLSF2D_W29,gender,inferred,male,,20,"[1.077e-05, 1.168e-05, 0.99997756]"
GIRLSF2D_W29,gender,inferred,female,,20,"[8.95e-06, 8.41e-06, 0.99998265]"
GOPDIRCT_W29,gender,inferred,male,,20,"[6.428e-05, 0.90562542, 0.09421459, 9.569e-05]"
GOPDIRCT_W29,gender,inferred,female,,20,"[0.00013399, 0.87518769, 0.12454219, 0.00013615]"
HOOD_NHISB_W29,gender,inferred,male,,20,"[0.09617879, 0.89170198, 0.0117508, 0.00036843]"
HOOD_NHISB_W29,gender,inferred,female,,20,"[0.1196521, 0.87664918, 0.0035077, 0.00019103]"
LOCALELECT_W29,gender,inferred,male,,20,"[0.00656409, 0.99302474, 0.00033067, 8.049e-05]"
LOCALELECT_W29,gender,inferred,female,,20,"[0.00749278, 0.99210333, 0.00032483, 7.906e-05]"
MAN1A_W29,gender,inferred,male,,20,"[0.00014639, 0.99984497, 8.5e-06, 1.4e-07]"
MAN1A_W29,gender,inferred,female,,20,"[8.358e-05, 0.99990857, 7.72e-06, 1.3e-07]"
MAN1B_W29,gender,inferred,male,,20,"[7.772e-05, 0.99990809, 1.387e-05, 3.2e-07]"
MAN1B_W29,gender,inferred,female,,20,"[7.632e-05, 0.99991158, 1.178e-05, 3.1e-07]"
MAN1C_W29,gender,inferred,male,,20,"[0.15605782, 0.8439414, 2.9e-07, 4.8e-07]"
MAN1C_W29,gender,inferred,female,,20,"[0.27631853, 0.72368051, 2.7e-07, 6.8e-07]"
MAN1D_W29,gender,inferred,male,,20,"[0.00012462, 0.24061584, 0.75923815, 2.14e-05]"
MAN1D_W29,gender,inferred,female,,20,"[0.000113, 0.15412008, 0.84574738, 1.954e-05]"
MAN1E_W29,gender,inferred,male,,20,"[0.51461626, 0.48538314, 2.2e-07, 3.9e-07]"
MAN1E_W29,gender,inferred,female,,20,"[0.13411323, 0.86588635, 1.7e-07, 2.5e-07]"
MASC2_W29,gender,inferred,male,,20,"[0.17864009, 0.76170157, 0.05191777, 0.00774057]"
MASC2_W29,gender,inferred,female,,20,"[0.20610792, 0.00632117, 0.27433075, 0.51324017]"
S12_W29,gender,inferred,male,,20,"[0.39456712, 0.60280625, 0.00044126, 0.00189744, 0.00017685, 0.00011106]"
S12_W29,gender,inferred,female,,20,"[0.46595287, 0.53220901, 0.00024081, 0.001149, 8.89e-05, 0.00035943]"
S13_W29,gender,inferred,male,,20,"[0.0146184, 0.91522859, 0.00435026, 0.06075635, 0.00503554, 1.084e-05]"
S13_W29,gender,inferred,female,,20,"[0.01394116, 0.92862124, 0.00400546, 0.04988549, 0.00353532, 1.133e-05]"
SEENFEM_W29,gender,inferred,male,,20,"[0.00176575, 0.00021605, 0.99709818, 0.00092001]"
SEENFEM_W29,gender,inferred,female,,20,"[0.00022932, 0.04467508, 0.95505407, 4.154e-05]"
SEENMASC_W29,gender,inferred,male,,20,"[2.507e-05, 2.118e-05, 0.99982336, 0.00013041]"
SEENMASC_W29,gender,inferred,female,,20,"[4.006e-05, 2.95e-06, 0.9971542, 0.00280278]"
TALK_CPS_W29,gender,inferred,male,,20,"[0.04246366, 0.01388942, 0.0011142, 0.01840489, 0.22708395, 0.69704385]"
TALK_CPS_W29,gender,inferred,female,,20,"[0.07396221, 0.01133076, 0.00053567, 0.00769508, 0.06413353, 0.84234273]"
WORRYBILL_W29,gender,inferred,male,,20,"[0.06725966, 0.04426035, 0.48182105, 0.40665893]"
WORRYBILL_W29,gender,inferred,female,,20,"[0.20424202, 0.18323385, 0.44719083, 0.16533331]"
CLASS_W32,gender,inferred,male,,20,"[2.869e-05, 0.00043702, 0.99950312, 3.012e-05, 1.04e-06]"
CLASS_W32,gender,inferred,female,,20,"[2.171e-05, 0.0001588, 0.99980049, 1.819e-05, 8e-07]"
COMMIMPA_W32,gender,inferred,male,,20,"[0.99858786, 0.00141123, 9e-08, 8.1e-07]"
COMMIMPA_W32,gender,inferred,female,,20,"[0.99960941, 0.00038995, 7e-08, 5.4e-07]"
COMMIMPB_W32,gender,inferred,male,,20,"[0.99992814, 7.125e-05, 7e-08, 5.1e-07]"
COMMIMPB_W32,gender,inferred,female,,20,"[0.9999562, 4.334e-05, 6e-08, 3.9e-07]"
COMMIMPC_W32,gender,inferred,male,,20,"[0.98436368, 0.0156353, 1.5e-07, 8.6e-07]"
COMMIMPC_W32,gender,inferred,female,,20,"[0.99868342, 0.00131589, 1.1e-07, 5.7e-07]"
COMMIMPF_W32,gender,inferred,male,,20,"[0.96492843, 0.03504841, 7.6e-07, 2.24e-05]"
COMMIMPF_W32,gender,inferred,female,,20,"[0.98592895, 0.01406252, 3.7e-07, 8.16e-06]"
COMMIMPG_W32,gender,inferred,male,,20,"[0.99764079, 0.00235837, 8e-08, 7.5e-07]"
COMMIMPG_W32,gender,inferred,female,,20,"[0.99910909, 0.00089041, 6e-08, 4.4e-07]"
COMMIMPH_W32,gender,inferred,male,,20,"[0.00181828, 0.04512567, 0.95273995, 0.00031608]"
COMMIMPH_W32,gender,inferred,female,,20,"[0.00226535, 0.05795891, 0.93957616, 0.00019955]"
COMMYRS_W32,gender,inferred,male,,20,"[0.32965121, 0.00462265, 0.05043258, 0.35761412, 0.25767944]"
COMMYRS_W32,gender,inferred,female,,20,"[0.53064203, 0.0053747, 0.06912781, 0.21614887, 0.17870661]"
ETHNCMAJ_W32,gender,inferred,male,,20,"[1.775e-05, 1.9e-06, 0.99998035]"
ETHNCMAJ_W32,gender,inferred,female,,20,"[1.745e-05, 1.7e-06, 0.99998082]"
GAYMARR2_W32,gender,inferred,male,,20,"[0.95685732, 0.04314216, 2.4e-07, 2.9e-07]"
GAYMARR2_W32,gender,inferred,female,,20,"[0.97985771, 0.02014182, 2e-07, 2.4e-07]"
HARASS2F1_W32,gender,inferred,male,,20,"[0.99999945, 8e-08, 4.2e-07]"
HARASS2F1_W32,gender,inferred,female,,20,"[0.99999919, 9e-08, 6.9e-07]"
IMMIMPACT_W32,gender,inferred,male,,20,"[0.99937716, 1.02e-06, 0.00062182]"
IMMIMPACT_W32,gender,inferred,female,,20,"[0.99985641, 6.4e-07, 0.00014296]"
MOVERURAL_W32,gender,inferred,male,,20,"[0.05740218, 0.42934987, 0.51324793]"
MOVERURAL_W32,gender,inferred,female,,20,"[0.05819078, 0.42780812, 0.51400109]"
MOVESUBURB_W32,gender,inferred,male,,20,"[0.05875935, 0.67628741, 0.26495324]"
MOVESUBURB_W32,gender,inferred,female,,20,"[0.06596647, 0.62388219, 0.31015134]"
MOVEURBAN_W32,gender,inferred,male,,20,"[0.10031236, 0.7378159, 0.16187175]"
MOVEURBAN_W32,gender,inferred,female,,20,"[0.08794882, 0.74837739, 0.1636738]"
NEIGHINTERA_W32,gender,inferred,male,,20,"[0.00021391, 1.789e-05, 6.514e-05, 0.19199341, 0.59390914, 0.21380052]"
NEIGHINTERA_W32,gender,inferred,female,,20,"[0.00033077, 2.243e-05, 8.625e-05, 0.11181291, 0.563362, 0.32438562]"
NEIGHINTERB_W32,gender,inferred,male,,20,"[6.48e-06, 2.1e-07, 1e-07, 6.754e-05, 0.01532836, 0.98459731]"
NEIGHINTERB_W32,gender,inferred,female,,20,"[1.069e-05, 3e-07, 1.4e-07, 7.918e-05, 0.01870751, 0.98120218]"
NEIGHKIDS_W32,gender,inferred,male,,20,"[0.0227481, 0.00036411, 0.97688779]"
NEIGHKIDS_W32,gender,inferred,female,,20,"[0.12064602, 0.00070822, 0.87864578]"
NEIGHSAMEA_W32,gender,inferred,male,,20,"[0.00103339, 7.01e-05, 0.00014231, 0.12407623, 0.87467798]"
NEIGHSAMEA_W32,gender,inferred,female,,20,"[0.0019092, 7.28e-05, 0.00023401, 0.14327343, 0.85451055]"
SATLIFED_W32,gender,inferred,male,,20,"[0.71496303, 0.28301879, 0.00190827, 0.00010991]"
SATLIFED_W32,gender,inferred,female,,20,"[0.69167826, 0.30785522, 0.00041173, 5.478e-05]"
SOCTRUST2_W32,gender,inferred,male,,20,"[0.99770828, 0.00229173]"
SOCTRUST2_W32,gender,inferred,female,,20,"[0.99975264, 0.00024736]"
VALUERURAL_W32,gender,inferred,male,,20,"[6.75e-06, 0.06668007, 0.93256971, 0.00074346]"
VALUERURAL_W32,gender,inferred,female,,20,"[7.33e-06, 0.06051873, 0.93896885, 0.0005051]"
WHADVANT_W32,gender,inferred,male,,20,"[0.03795155, 0.87261519, 0.08942034, 1.292e-05]"
WHADVANT_W32,gender,inferred,female,,20,"[0.08888051, 0.91060984, 0.00050607, 3.58e-06]"
WILLMOVE_W32,gender,inferred,male,,20,"[0.3200112, 0.07431563, 0.41142377, 0.19424941]"
WILLMOVE_W32,gender,inferred,female,,20,"[0.47223981, 0.11898417, 0.33052777, 0.07824826]"
EAT1_W34,gender,inferred,male,,20,"[0.08438885, 0.43972092, 0.47550396, 0.00037673, 9.54e-06]"
EAT1_W34,gender,inferred,female,,20,"[0.11851773, 0.4822935, 0.39891933, 0.00026019, 9.24e-06]"
EAT2_W34,gender,inferred,male,,20,"[0.00152857, 0.00582773, 0.86842165, 0.08697565, 0.0372464]"
EAT2_W34,gender,inferred,female,,20,"[0.00227711, 0.00940414, 0.9315237, 0.03402801, 0.02276705]"
EAT5B_W34,gender,inferred,male,,20,"[3.2e-07, 0.99999358, 5.99e-06, 1.4e-07]"
EAT5B_W34,gender,inferred,female,,20,"[3e-07, 0.99999461, 4.96e-06, 1.4e-07]"
EAT5C_W34,gender,inferred,male,,20,"[4.8e-07, 0.99031002, 0.00968896, 5.3e-07]"
EAT5C_W34,gender,inferred,female,,20,"[5.5e-07, 0.98524843, 0.0147504, 6.1e-07]"
EAT5D_W34,gender,inferred,male,,20,"[3.2e-07, 0.99741534, 0.00258401, 3.2e-07]"
EAT5D_W34,gender,inferred,female,,20,"[3.6e-07, 0.99670031, 0.00329896, 3.5e-07]"
EVOBIOA_W34,gender,inferred,male,,20,"[0.99999942, 4.3e-07, 1.1e-07]"
EVOBIOA_W34,gender,inferred,female,,20,"[0.99999947, 4.1e-07, 1.1e-07]"
EVOBIOB_W34,gender,inferred,male,,20,"[0.99999937, 6.2e-07]"
EVOBIOB_W34,gender,inferred,female,,20,"[0.99999951, 4.8e-07]"
EVOPERS3_W34,gender,inferred,male,,20,"[0.99999594, 3.93e-06, 1.5e-07]"
EVOPERS3_W34,gender,inferred,female,,20,"[0.99999511, 4.75e-06, 1.4e-07]"
EVOTHREE_W34,gender,inferred,male,,20,"[0.98371568, 0.01628433]"
EVOTHREE_W34,gender,inferred,female,,20,"[0.98026226, 0.01973775]"
FUD22_W34,gender,inferred,male,,20,"[3.563e-05, 0.99954335, 0.00039162, 2.938e-05]"
FUD22_W34,gender,inferred,female,,20,"[4.062e-05, 0.99974711, 0.00019556, 1.671e-05]"
FUD24_W34,gender,inferred,male,,20,"[0.0580064, 8.4e-07, 0.94199275]"
FUD24_W34,gender,inferred,female,,20,"[0.00740457, 5.4e-07, 0.99259489]"
FUD33B_W34,gender,inferred,male,,20,"[1.099e-05, 1.11e-06, 0.99998788]"
FUD33B_W34,gender,inferred,female,,20,"[1.616e-05, 1.13e-06, 0.99998269]"
FUD35_W34,gender,inferred,male,,20,"[0.00096669, 0.92971416, 0.06917909, 0.00014007]"
FUD35_W34,gender,inferred,female,,20,"[0.00418545, 0.92790227, 0.06777513, 0.00013718]"
FUD37A_W34,gender,inferred,male,,20,"[2.02e-06, 0.99996644, 3.116e-05, 3.8e-07]"
FUD37A_W34,gender,inferred,female,,20,"[2.22e-06, 0.99992858, 6.871e-05, 4.8e-07]"
FUD37B_W34,gender,inferred,male,,20,"[2.01e-06, 0.00060291, 0.99938901, 6.08e-06]"
FUD37B_W34,gender,inferred,female,,20,"[2.07e-06, 0.00027995, 0.99971152, 6.43e-06]"
FUD37C_W34,gender,inferred,male,,20,"[0.00015841, 0.99984078, 5.8e-07, 2.4e-07]"
FUD37C_W34,gender,inferred,female,,20,"[0.00020979, 0.99978943, 5e-07, 2.9e-07]"
BETTERBIZ1F2D_W36,gender,inferred,male,,20,"[1.06e-06, 2.5e-07, 0.99999871]"
BETTERBIZ1F2D_W36,gender,inferred,female,,20,"[1e-06, 2.2e-07, 0.99999878]"
BETTERBIZ1F2E_W36,gender,inferred,male,,20,"[2.52e-06, 4.7e-07, 0.99999698]"
BETTERBIZ1F2E_W36,gender,inferred,female,,20,"[2.18e-06, 3.9e-07, 0.99999744]"
BETTERBIZ1F2H_W36,gender,inferred,male,,20,"[1.23e-06, 3.7e-07, 0.9999984]"
BETTERBIZ1F2H_W36,gender,inferred,female,,20,"[1.24e-06, 3.4e-07, 0.99999841]"
BETTERBIZ2F2C_W36,gender,inferred,male,,20,"[1.33e-06, 4e-07, 0.99999829]"
BETTERBIZ2F2C_W36,gender,inferred,female,,20,"[1.28e-06, 3.5e-07, 0.99999836]"
BETTERBIZ2F2E_W36,gender,inferred,male,,20,"[1.75e-06, 5.6e-07, 0.9999977]"
BETTERBIZ2F2E_W36,gender,inferred,female,,20,"[1.8e-06, 4.7e-07, 0.99999773]"
BETTERBIZ2F2F_W36,gender,inferred,male,,20,"[1.06e-06, 4.4e-07, 0.9999985]"
BETTERBIZ2F2F_W36,gender,inferred,female,,20,"[1.15e-06, 3.8e-07, 0.99999849]"
BETTERPOL1F1B_W36,gender,inferred,male,,20,"[7.2e-07, 2.6e-07, 0.99999901]"
BETTERPOL1F1B_W36,gender,inferred,female,,20,"[7.4e-07, 2.3e-07, 0.99999903]"
BETTERPOL1F1E_W36,gender,inferred,male,,20,"[2.32e-06, 4.7e-07, 0.99999722]"
BETTERPOL1F1E_W36,gender,inferred,female,,20,"[2.23e-06, 4.5e-07, 0.99999731]"
BETTERPOL1F1I_W36,gender,inferred,male,,20,"[2.24e-06, 1.64e-06, 0.99999608]"
BETTERPOL1F1I_W36,gender,inferred,female,,20,"[1.78e-06, 1.02e-06, 0.99999721]"
BETTERPOL2F1A_W36,gender,inferred,male,,20,"[1.57e-06, 4.8e-07, 0.99999795]"
BETTERPOL2F1A_W36,gender,inferred,female,,20,"[1.57e-06, 4.6e-07, 0.99999797]"
BETTERPOL2F1C_W36,gender,inferred,male,,20,"[1.76e-06, 8.2e-07, 0.99999742]"
BETTERPOL2F1C_W36,gender,inferred,female,,20,"[1.58e-06, 7.3e-07, 0.99999769]"
BETTERPOL2F1D_W36,gender,inferred,male,,20,"[1.33e-06, 4.4e-07, 0.99999822]"
BETTERPOL2F1D_W36,gender,inferred,female,,20,"[1.31e-06, 4e-07, 0.9999983]"
BETTERPOL2F1F_W36,gender,inferred,male,,20,"[1.47e-06, 6.8e-07, 0.99999786]"
BETTERPOL2F1F_W36,gender,inferred,female,,20,"[1.3e-06, 5.9e-07, 0.99999811]"
E5_W36,gender,inferred,male,,20,"[0.9515306, 0.03480173, 0.01366767]"
E5_W36,gender,inferred,female,,20,"[0.95960113, 0.02531185, 0.01508705]"
ESSENBIZF2E_W36,gender,inferred,male,,20,"[0.99973485, 0.00026513, 5e-08]"
ESSENBIZF2E_W36,gender,inferred,female,,20,"[0.99928468, 0.00071529, 5e-08]"
ESSENBIZF2J_W36,gender,inferred,male,,20,"[0.99925905, 0.00074086, 9e-08]"
ESSENBIZF2J_W36,gender,inferred,female,,20,"[0.99902002, 0.00097987, 1e-07]"
ESSENPOLF1A_W36,gender,inferred,male,,20,"[0.99999714, 2.74e-06, 1.1e-07]"
ESSENPOLF1A_W36,gender,inferred,female,,20,"[0.9999978, 2.09e-06, 1.1e-07]"
ESSENPOLF1B_W36,gender,inferred,male,,20,"[0.99990734, 9.254e-05, 1e-07]"
ESSENPOLF1B_W36,gender,inferred,female,,20,"[0.99996444, 3.543e-05, 1e-07]"
ESSENPOLF1D_W36,gender,inferred,male,,20,"[0.99997281, 2.711e-05, 6e-08]"
ESSENPOLF1D_W36,gender,inferred,female,,20,"[0.99997101, 2.892e-05, 6e-08]"
ESSENPOLF1G_W36,gender,inferred,male,,20,"[0.03237757, 0.96762233, 9e-08]"
ESSENPOLF1G_W36,gender,inferred,female,,20,"[0.03455653, 0.96544335, 1e-07]"
ESSENPOLF1H_W36,gender,inferred,male,,20,"[0.9998764, 0.00012348, 1e-07]"
ESSENPOLF1H_W36,gender,inferred,female,,20,"[0.99993514, 6.473e-05, 1e-07]"
HIGHEDWRNGB_W36,gender,inferred,male,,20,"[0.98977622, 0.01022313, 6.4e-07]"
HIGHEDWRNGB_W36,gender,inferred,female,,20,"[0.99314165, 0.00685784, 5.4e-07]"
HIGHEDWRNGC_W36,gender,inferred,male,,20,"[0.99868248, 0.00131715, 3.8e-07]"
HIGHEDWRNGC_W36,gender,inferred,female,,20,"[0.99827349, 0.00172602, 4.8e-07]"
IMPROVE1_W36,gender,inferred,male,,20,"[0.98690437, 0.01309538, 8e-08, 1.6e-07]"
IMPROVE1_W36,gender,inferred,female,,20,"[0.98341594, 0.01658376, 9e-08, 2e-07]"
IMPROVE2_W36,gender,inferred,male,,20,"[0.00037314, 0.99962651, 1.9e-07, 1.6e-07]"
IMPROVE2_W36,gender,inferred,female,,20,"[0.00036019, 0.99963936, 2.7e-07, 2e-07]"
IMPROVE3_W36,gender,inferred,male,,20,"[0.53890163, 0.46109788, 1.6e-07, 3.2e-07]"
IMPROVE3_W36,gender,inferred,female,,20,"[0.71782431, 0.28217514, 1.7e-07, 3.7e-07]"
MOREWMN1F2_W36,gender,inferred,male,,20,"[0.99999736, 5.7e-07, 2.08e-06]"
